period,evidence_class,game_date,game_pk,actual_total,model_key,model_identity,model_hash,dispersion_alpha,theoretical_distribution_mean,folded_support_distribution_mean,distribution_median,distribution_mode,current_stored_control_raw_point_forecast,model_frozen_point_forecast,current_stored_raw_equals_model_theoretical_mean,current_stored_raw_equality_contract,theoretical_variance,mean_minus_median,mean_minus_mode,theoretical_minus_folded_support_mean,mean_absolute_error_row,median_absolute_error_row,mode_absolute_error_row,mean_squared_error_row,median_squared_error_row,mode_squared_error_row,support_contract
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-27,778561,10.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.08650431260113,9.08568487796322,9.0,7.0,9.08650431260113,9.08650431260113,True,EXACT_WITHIN_2E_12,19.77405733054363,0.08650431260113045,2.0865043126011305,0.0008194346379095663,0.9134956873988695,1.0,3.0,0.8344743708963331,1.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-27,778562,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.940444969833424,8.9397677796126,8.0,7.0,8.940444969833424,8.940444969833424,True,EXACT_WITHIN_2E_12,19.287169265045335,0.9404449698334236,1.9404449698334236,0.0006771902208235758,0.05955503016657637,1.0,2.0,0.0035468016181418216,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-27,778551,8.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.832035150570576,8.8314493790092,8.0,7.0,8.832035150570576,8.832035150570576,True,EXACT_WITHIN_2E_12,18.92935667986946,0.8320351505705759,1.8320351505705759,0.0005857715613757364,0.8320351505705759,0.0,1.0,0.6922824917850009,0.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-27,778546,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.065457675426945,8.065266455095971,8.0,7.0,8.065457675426945,8.065457675426945,True,EXACT_WITHIN_2E_12,16.486049984815146,0.06545767542694492,1.065457675426945,0.0001912203309739624,0.9345423245730551,1.0,2.0,0.8733693564184094,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-27,778547,6.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,7.986971666400944,7.98680288463977,7.0,6.0,7.986971666400944,7.986971666400944,True,EXACT_WITHIN_2E_12,16.24447762277781,0.9869716664009438,1.9869716664009438,0.00016878176117351984,1.9869716664009438,1.0,0.0,3.9480564030801437,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-27,778552,16.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.234065218497472,9.233076974807874,9.0,8.0,9.234065218497472,9.234065218497472,True,EXACT_WITHIN_2E_12,20.271559286980246,0.23406521849747186,1.2340652184974719,0.000988243689597823,6.765934781502528,7.0,8.0,45.77787346754566,49.0,64.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778560,5.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.540618365976385,9.539183375564146,9.0,8.0,9.540618365976385,9.540618365976385,True,EXACT_WITHIN_2E_12,21.32312399871295,0.5406183659763855,1.5406183659763855,0.0014349904122390456,4.5406183659763855,4.0,3.0,20.61721514544206,16.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778549,10.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.821387519111267,8.820810127254926,8.0,7.0,8.821387519111267,8.821387519111267,True,EXACT_WITHIN_2E_12,18.894377679793017,0.8213875191112674,1.8213875191112674,0.0005773918563409808,1.1786124808887326,2.0,3.0,1.389127380106693,4.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778548,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.096640441504375,9.095810255554325,9.0,7.0,9.096640441504375,9.096640441504375,True,EXACT_WITHIN_2E_12,19.80805100320739,0.09664044150437512,2.096640441504375,0.000830185950050577,2.096640441504375,2.0,0.0,4.395901140951661,4.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778550,5.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.787913403489007,8.787361690625039,8.0,7.0,8.787913403489007,8.787913403489007,True,EXACT_WITHIN_2E_12,18.78460157938826,0.7879134034890072,1.7879134034890072,0.0005517128639684898,3.787913403489007,3.0,2.0,14.348287952331674,9.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778518,4.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.873032981880295,8.872413965376694,8.0,7.0,8.873032981880295,8.873032981880295,True,EXACT_WITHIN_2E_12,19.064314529884086,0.8730329818802947,1.8730329818802947,0.0006190165036006334,4.873032981880295,4.0,3.0,23.746450442493156,16.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778541,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.14358165876315,8.143365576475682,8.0,7.0,8.14358165876315,8.14358165876315,True,EXACT_WITHIN_2E_12,16.728091823377582,0.14358165876315,1.14358165876315,0.00021608228746750058,1.14358165876315,1.0,0.0,1.3077790102594775,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778542,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.776565772271484,8.776022539429075,8.0,7.0,8.776565772271484,8.776565772271484,True,EXACT_WITHIN_2E_12,18.747453627845605,0.7765657722714838,1.7765657722714838,0.0005432328424088695,1.7765657722714838,1.0,0.0,3.1561859432065735,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778543,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.320377574709434,9.319277530297592,9.0,8.0,9.320377574709434,9.320377574709434,True,EXACT_WITHIN_2E_12,20.565174600257166,0.3203775747094344,1.3203775747094344,0.0011000444118423047,0.3203775747094344,0.0,1.0,0.10264179037669922,0.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-28,778544,13.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.189407714780101,8.189175782826277,8.0,7.0,8.189407714780101,8.189407714780101,True,EXACT_WITHIN_2E_12,16.87080426825179,0.189407714780101,1.189407714780101,0.00023193195382376075,4.810592285219899,5.0,6.0,23.14179813461721,25.0,36.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778538,29.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.554846114696968,8.554447558887215,8.0,7.0,8.554846114696968,8.554846114696968,True,EXACT_WITHIN_2E_12,18.028314534208775,0.5548461146969679,1.5548461146969679,0.00039855580975256544,20.445153885303032,21.0,22.0,418.0043173937217,441.0,484.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778534,1.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.304732287496394,8.304455940790012,8.0,7.0,8.304732287496394,8.304732287496394,True,EXACT_WITHIN_2E_12,17.232356104641298,0.30473228749639425,1.3047322874963942,0.00027634670638221337,7.304732287496394,7.0,6.0,53.35911379199231,49.0,36.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778528,6.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.597384843404882,8.596961441674509,8.0,7.0,8.597384843404882,8.597384843404882,True,EXACT_WITHIN_2E_12,18.165300602827028,0.5973848434048818,1.5973848434048818,0.00042340173037302975,2.597384843404882,2.0,1.0,6.746408024749402,4.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778536,14.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.825198782021292,8.824618402567872,8.0,7.0,8.825198782021292,8.825198782021292,True,EXACT_WITHIN_2E_12,18.90689485366015,0.8251987820212925,1.8251987820212925,0.0005803794534209317,5.1748012179787075,6.0,7.0,26.778567645593913,36.0,49.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778535,17.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.296334713441382,9.295266839512482,9.0,8.0,9.296334713441382,9.296334713441382,True,EXACT_WITHIN_2E_12,20.483192372068448,0.2963347134413823,1.2963347134413823,0.001067873928899843,7.703665286558618,8.0,9.0,59.34645884732827,64.0,81.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778529,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.955611851497544,9.953309599919722,9.0,8.0,9.955611851497544,9.955611851497544,True,EXACT_WITHIN_2E_12,22.785430574698463,0.9556118514975438,1.9556118514975438,0.0023022515778219343,2.955611851497544,2.0,1.0,8.735641416712738,4.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778537,3.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.430751265185261,9.429492773468311,9.0,8.0,9.430751265185261,9.430751265185261,True,EXACT_WITHIN_2E_12,20.943451298748776,0.4307512651852612,1.4307512651852612,0.0012584917169498056,6.430751265185261,6.0,5.0,41.35456183468184,36.0,25.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778539,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.923989502370848,8.923326926818591,8.0,7.0,8.923989502370848,8.923989502370848,True,EXACT_WITHIN_2E_12,19.23266121784776,0.9239895023708478,1.9239895023708478,0.0006625755522566834,0.07601049762915224,1.0,2.0,0.005777595749831358,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778540,5.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.96581950543621,8.96511923963115,8.0,7.0,8.96581950543621,8.96581950543621,True,EXACT_WITHIN_2E_12,19.371358747032613,0.96581950543621,1.96581950543621,0.0007002658050598853,3.96581950543621,3.0,2.0,15.727724349698304,9.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778531,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.605024753443399,8.60459675119571,8.0,7.0,8.605024753443399,8.605024753443399,True,EXACT_WITHIN_2E_12,18.189952777781613,0.6050247534433986,1.6050247534433986,0.0004280022476876866,1.6050247534433986,1.0,0.0,2.5761044591660425,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778520,1.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.604175886781713,8.603748397808047,8.0,7.0,8.604175886781713,8.604175886781713,True,EXACT_WITHIN_2E_12,18.18721294049001,0.6041758867817126,1.6041758867817126,0.00042748897366529093,7.604175886781713,7.0,6.0,57.823490917112444,49.0,36.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778530,3.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.688917057985426,8.688435643256746,8.0,7.0,8.688917057985426,8.688917057985426,True,EXACT_WITHIN_2E_12,18.461647304245943,0.6889170579854262,1.6889170579854262,0.00048141472868046264,5.688917057985426,5.0,4.0,32.36377729263756,25.0,16.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778532,7.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.692508209657706,9.690795107733113,9.0,8.0,9.692508209657706,9.692508209657706,True,EXACT_WITHIN_2E_12,21.85316308333239,0.6925082096577064,1.6925082096577064,0.0017131019245937296,2.6925082096577064,2.0,1.0,7.249600459074148,4.0,1.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778533,10.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.280426542688945,8.280160123269834,8.0,7.0,8.280426542688945,8.280426542688945,True,EXACT_WITHIN_2E_12,17.155869266218318,0.28042654268894474,1.2804265426889447,0.00026641941911087486,1.7195734573110553,2.0,3.0,2.9569328750886954,4.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-29,778521,6.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,7.908175703518464,7.90802711103713,7.0,6.0,7.908175703518464,7.908175703518464,True,EXACT_WITHIN_2E_12,16.003555485956007,0.9081757035184639,1.9081757035184639,0.00014859248133358705,1.9081757035184639,1.0,0.0,3.6411345154981847,1.0,0.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-30,778523,15.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.088127622824409,9.087306474376474,9.0,7.0,9.088127622824409,9.088127622824409,True,EXACT_WITHIN_2E_12,19.779499659215244,0.088127622824409,2.088127622824409,0.0008211484479350162,5.911872377175591,6.0,8.0,34.95023500401177,36.0,64.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-30,778526,6.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.33347717733204,9.332359261607326,9.0,8.0,9.33347717733204,9.33347717733204,True,EXACT_WITHIN_2E_12,20.60990508621712,0.33347717733204085,1.3334771773320409,0.0011179157247145355,3.333477177332041,3.0,2.0,11.11207009179359,9.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-30,778525,4.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.104866685390263,9.104027685801498,9.0,7.0,9.104866685390263,9.104866685390263,True,EXACT_WITHIN_2E_12,19.835659021715625,0.10486668539026311,2.104866685390263,0.0008389995887654322,5.104866685390263,5.0,3.0,26.05966387560737,25.0,9.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-30,778519,5.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.156893618011217,9.155997009232362,9.0,7.0,9.156893618011217,9.156893618011217,True,EXACT_WITHIN_2E_12,20.010671895195436,0.15689361801121748,2.1568936180112175,0.0008966087788557786,4.1568936180112175,4.0,2.0,17.27976455146239,16.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-30,778522,9.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,8.59800299444073,8.597579222066488,8.0,7.0,8.59800299444073,8.59800299444073,True,EXACT_WITHIN_2E_12,18.16729466753158,0.5980029944407299,1.59800299444073,0.00042377237424240377,0.4019970055592701,1.0,2.0,0.16160159247861983,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-30,778524,10.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.597005357178169,9.595471945443009,9.0,8.0,9.597005357178169,9.597005357178169,True,EXACT_WITHIN_2E_12,21.51919655878277,0.597005357178169,1.597005357178169,0.001533411735159973,0.40299464282183095,1.0,2.0,0.1624046821430951,1.0,4.0,0..30_WITH_30_PLUS_TAIL
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2025-03-30,778510,8.0,A_CONTROL,DIRECT_NEGATIVE_BINOMIAL_RAW_V1,fb1c730d295ce28d90436ec95cb71d1a81813679de8364e838255111917498ac,0.12944479977012996,9.648228794282089,9.646601093899482,9.0,8.0,9.648228794282089,9.648228794282089,True,EXACT_WITHIN_2E_12,21.69802759093484,0.6482287942820886,1.6482287942820886,0.0016277003826061787,1.6482287942820886,1.0,0.0,2.7166581583005875,1.0,0.0,0..30_WITH_30_PLUS_TAIL
