period,control_raw_forecast_band,variant,games,mean_prediction,mean_actual,actual_minus_forecast_bias,mae,rmse,crps,ladder_brier,ladder_log_loss,ladder_ece
PROSPECTIVE_AUG06_15,7.5-7.99,A_CONTROL,60,7.759861712923583,8.2,0.4401382870764164,2.9627540540626587,3.6318564194084124,2.0810036955722517,0.21822940613351735,0.6265803171128217,0.061874475907000764
PROSPECTIVE_AUG06_15,7.5-7.99,B_PARK_ONLY,60,8.376094984298556,8.2,-0.17609498429855408,2.9530724364264445,3.5835513625528863,2.0469652692882527,0.21390733541863385,0.6171740791049882,0.028688456967900025
PROSPECTIVE_AUG06_15,7.5-7.99,C_CONFIDENCE_ONLY,60,8.525703006883127,8.2,-0.325703006883127,2.945587132036091,3.5898340354951377,2.045659328908233,0.21327128125155828,0.6159303643601982,0.031816334793344614
PROSPECTIVE_AUG06_15,7.5-7.99,D_LOW_DEPTH,60,8.522965981152687,8.2,-0.3229659811526868,2.945738474198609,3.5893329763140636,2.0454560681465224,0.21325541718030933,0.6158899315146635,0.03174242119957864
PROSPECTIVE_AUG06_15,8.0-8.49,A_CONTROL,41,8.215875668612311,8.585365853658537,0.369490185046225,3.9158509464890314,4.881672448948116,2.758652130806811,0.2322326639991665,0.6577889461844393,0.050648794115798854
PROSPECTIVE_AUG06_15,8.0-8.49,B_PARK_ONLY,41,8.758648559619301,8.585365853658537,-0.17328270596076514,3.9897230787331455,4.915956407756048,2.7717549553062995,0.23257078335184517,0.6583833613768093,0.05189334664909761
PROSPECTIVE_AUG06_15,8.0-8.49,C_CONFIDENCE_ONLY,41,8.968324138634122,8.585365853658537,-0.38295828497558587,3.9686025263072064,4.868584197309916,2.7438458127803873,0.22940663412893247,0.6509016952605482,0.023679152936319114
PROSPECTIVE_AUG06_15,8.0-8.49,D_LOW_DEPTH,41,8.966127488720414,8.585365853658537,-0.3807616350618759,3.970014896296739,4.870536153429279,2.7450507657152956,0.22951844526921578,0.6511500754743963,0.020871037193874842
PROSPECTIVE_AUG06_15,8.5-8.99,A_CONTROL,11,8.750960132341326,8.727272727272727,-0.023687405068599465,2.437896215616912,3.1425697430009105,1.8186682231148423,0.20292924676274154,0.5948067193047261,0.062141490771764174
PROSPECTIVE_AUG06_15,8.5-8.99,B_PARK_ONLY,11,9.026006088351382,8.727272727272727,-0.29873336107865306,2.5432161617127615,3.2429356323801652,1.8646767889596498,0.209556472210804,0.609100015436115,0.045826086824674046
PROSPECTIVE_AUG06_15,8.5-8.99,C_CONFIDENCE_ONLY,11,9.19750463640946,8.727272727272727,-0.47023190913673346,2.5379552225385154,3.2136687230821717,1.8450656281962912,0.20680250616256665,0.603364811692415,0.08214112966076959
PROSPECTIVE_AUG06_15,8.5-8.99,D_LOW_DEPTH,11,9.194226823767108,8.727272727272727,-0.46695409649438074,2.53663934542831,3.21233627852871,1.844565790457166,0.2067459497481599,0.6032416850179154,0.08212630164897139
PROSPECTIVE_AUG06_15,9.5-9.99,A_CONTROL,4,9.788079149599357,13.75,3.9619208504006442,3.9619208504006442,4.587936196630476,2.8968755946145976,0.23432845734995703,0.6591059778930962,0.43544954654631673
PROSPECTIVE_AUG06_15,9.5-9.99,B_PARK_ONLY,4,9.693104166875361,13.75,4.0568958331246385,4.0568958331246385,4.782247440570557,3.01947801342808,0.24395533103135178,0.680406422635452,0.4433600874205217
PROSPECTIVE_AUG06_15,9.5-9.99,C_CONFIDENCE_ONLY,4,10.032147513346404,13.75,3.717852486653596,3.717852486653596,4.400506861867412,2.7741968075550174,0.2185646504125345,0.6251896458050314,0.4171082960827336
PROSPECTIVE_AUG06_15,9.5-9.99,D_LOW_DEPTH,4,10.030251633870765,13.75,3.7197483661292337,3.7197483661292337,4.40167386806189,2.774969242884951,0.21868481904200196,0.6254482848743663,0.4172492511189097
PROSPECTIVE_AUG06_15,>=10.0,A_CONTROL,1,10.049124403226593,8.0,-2.0491244032265925,2.0491244032265925,2.0491244032265925,1.2722025131611472,0.1733115360261208,0.5311885269592178,0.4009300479605912
PROSPECTIVE_AUG06_15,>=10.0,B_PARK_ONLY,1,9.475203480363096,8.0,-1.4752034803630956,1.4752034803630956,1.4752034803630956,1.1137925977682863,0.15423623455973648,0.4934014196802416,0.38277825478690414
PROSPECTIVE_AUG06_15,>=10.0,C_CONFIDENCE_ONLY,1,10.07380804654591,8.0,-2.07380804654591,2.07380804654591,2.07380804654591,1.2804499174499653,0.17420214645037846,0.5329473366572333,0.4017548050172555
PROSPECTIVE_AUG06_15,>=10.0,D_LOW_DEPTH,1,10.070675332023349,8.0,-2.070675332023349,2.070675332023349,2.070675332023349,1.2794535052874485,0.17408799405021222,0.5327246800199803,0.40165474973488213
