canonical_season,game_id,regulation_home_goals,regulation_away_goals,regulation_tied,went_to_overtime,went_to_shootout,max_period,decision_type,final_home_goals,final_away_goals
2023,2023020251,2,3,False,False,False,3,REGULATION,2,3
2023,2023020252,3,2,False,False,False,3,REGULATION,3,2
2023,2023020253,1,2,False,False,False,3,REGULATION,1,2
2023,2023020254,1,1,True,True,True,4,SHOOTOUT,2,1
2023,2023020255,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020256,4,2,False,False,False,3,REGULATION,4,2
2023,2023020257,6,4,False,False,False,3,REGULATION,6,4
2023,2023020258,5,2,False,False,False,3,REGULATION,5,2
2023,2023020259,4,2,False,False,False,3,REGULATION,4,2
2023,2023020260,4,4,True,True,True,4,SHOOTOUT,4,5
2023,2023020261,3,5,False,False,False,3,REGULATION,3,5
2023,2023020262,5,2,False,False,False,3,REGULATION,5,2
2023,2023020263,4,3,False,False,False,3,REGULATION,4,3
2023,2023020264,3,6,False,False,False,3,REGULATION,3,6
2023,2023020265,3,4,False,False,False,3,REGULATION,3,4
2023,2023020266,5,1,False,False,False,3,REGULATION,5,1
2023,2023020267,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020268,5,2,False,False,False,3,REGULATION,5,2
2023,2023020269,3,0,False,False,False,3,REGULATION,3,0
2023,2023020270,2,3,False,False,False,3,REGULATION,2,3
2023,2023020271,1,3,False,False,False,3,REGULATION,1,3
2023,2023020272,5,3,False,False,False,3,REGULATION,5,3
2023,2023020273,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020274,6,3,False,False,False,3,REGULATION,6,3
2023,2023020275,4,3,False,False,False,3,REGULATION,4,3
2023,2023020276,1,4,False,False,False,3,REGULATION,1,4
2023,2023020277,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020278,3,1,False,False,False,3,REGULATION,3,1
2023,2023020279,6,3,False,False,False,3,REGULATION,6,3
2023,2023020280,7,3,False,False,False,3,REGULATION,7,3
2023,2023020281,4,0,False,False,False,3,REGULATION,4,0
2023,2023020282,1,3,False,False,False,3,REGULATION,1,3
2023,2023020283,0,1,False,False,False,3,REGULATION,0,1
2023,2023020284,2,2,True,True,False,4,OVERTIME,2,3
2023,2023020285,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020286,3,2,False,False,False,3,REGULATION,3,2
2023,2023020287,5,6,False,False,False,3,REGULATION,5,6
2023,2023020288,4,2,False,False,False,3,REGULATION,4,2
2023,2023020289,1,1,True,True,False,4,OVERTIME,1,2
2023,2023020290,3,4,False,False,False,3,REGULATION,3,4
2023,2023020291,5,2,False,False,False,3,REGULATION,5,2
2023,2023020292,7,1,False,False,False,3,REGULATION,7,1
2023,2023020293,2,5,False,False,False,3,REGULATION,2,5
2023,2023020294,1,3,False,False,False,3,REGULATION,1,3
2023,2023020295,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020296,1,2,False,False,False,3,REGULATION,1,2
2023,2023020297,3,8,False,False,False,3,REGULATION,3,8
2023,2023020298,0,5,False,False,False,3,REGULATION,0,5
2023,2023020299,2,5,False,False,False,3,REGULATION,2,5
2023,2023020300,2,2,True,True,True,4,SHOOTOUT,2,3
2023,2023020301,3,2,False,False,False,3,REGULATION,3,2
2023,2023020302,3,5,False,False,False,3,REGULATION,3,5
2023,2023020303,2,8,False,False,False,3,REGULATION,2,8
2023,2023020304,0,3,False,False,False,3,REGULATION,0,3
2023,2023020305,4,7,False,False,False,3,REGULATION,4,7
2023,2023020306,2,3,False,False,False,3,REGULATION,2,3
2023,2023020307,1,5,False,False,False,3,REGULATION,1,5
2023,2023020308,7,4,False,False,False,3,REGULATION,7,4
2023,2023020309,4,0,False,False,False,3,REGULATION,4,0
2023,2023020310,7,2,False,False,False,3,REGULATION,7,2
2023,2023020311,3,2,False,False,False,3,REGULATION,3,2
2023,2023020312,0,0,True,True,True,4,SHOOTOUT,0,1
2023,2023020313,3,1,False,False,False,3,REGULATION,3,1
2023,2023020314,4,3,False,False,False,3,REGULATION,4,3
2023,2023020315,0,2,False,False,False,3,REGULATION,0,2
2023,2023020316,4,1,False,False,False,3,REGULATION,4,1
2023,2023020317,2,4,False,False,False,3,REGULATION,2,4
2023,2023020318,3,2,False,False,False,3,REGULATION,3,2
2023,2023020319,3,2,False,False,False,3,REGULATION,3,2
2023,2023020320,8,2,False,False,False,3,REGULATION,8,2
2023,2023020321,5,2,False,False,False,3,REGULATION,5,2
2023,2023020322,1,5,False,False,False,3,REGULATION,1,5
2023,2023020323,0,5,False,False,False,3,REGULATION,0,5
2023,2023020324,4,1,False,False,False,3,REGULATION,4,1
2023,2023020325,1,1,True,True,False,4,OVERTIME,2,1
2023,2023020326,2,1,False,False,False,3,REGULATION,2,1
2023,2023020327,5,4,False,False,False,3,REGULATION,5,4
2023,2023020328,1,4,False,False,False,3,REGULATION,1,4
2023,2023020329,1,1,True,True,True,4,SHOOTOUT,2,1
2023,2023020330,3,1,False,False,False,3,REGULATION,3,1
2023,2023020331,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020332,0,2,False,False,False,3,REGULATION,0,2
2023,2023020333,4,3,False,False,False,3,REGULATION,4,3
2023,2023020334,3,1,False,False,False,3,REGULATION,3,1
2023,2023020335,4,4,True,True,True,4,SHOOTOUT,5,4
2023,2023020336,3,1,False,False,False,3,REGULATION,3,1
2023,2023020337,2,4,False,False,False,3,REGULATION,2,4
2023,2023020338,3,2,False,False,False,3,REGULATION,3,2
2023,2023020339,1,2,False,False,False,3,REGULATION,1,2
2023,2023020340,3,0,False,False,False,3,REGULATION,3,0
2023,2023020341,4,4,True,True,False,4,OVERTIME,4,5
2023,2023020342,5,1,False,False,False,3,REGULATION,5,1
2023,2023020343,1,5,False,False,False,3,REGULATION,1,5
2023,2023020344,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020345,2,4,False,False,False,3,REGULATION,2,4
2023,2023020346,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020347,1,6,False,False,False,3,REGULATION,1,6
2023,2023020348,6,4,False,False,False,3,REGULATION,6,4
2023,2023020349,1,3,False,False,False,3,REGULATION,1,3
2023,2023020350,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020351,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020352,4,5,False,False,False,3,REGULATION,4,5
2023,2023020353,1,4,False,False,False,3,REGULATION,1,4
2023,2023020354,4,2,False,False,False,3,REGULATION,4,2
2023,2023020355,3,6,False,False,False,3,REGULATION,3,6
2023,2023020356,8,1,False,False,False,3,REGULATION,8,1
2023,2023020357,3,1,False,False,False,3,REGULATION,3,1
2023,2023020358,3,4,False,False,False,3,REGULATION,3,4
2023,2023020359,3,4,False,False,False,3,REGULATION,3,4
2023,2023020360,6,2,False,False,False,3,REGULATION,6,2
2023,2023020361,4,4,True,True,False,4,OVERTIME,4,5
2023,2023020362,2,0,False,False,False,3,REGULATION,2,0
2023,2023020363,3,3,True,True,True,4,SHOOTOUT,3,4
2023,2023020364,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020365,4,1,False,False,False,3,REGULATION,4,1
2023,2023020366,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020367,3,4,False,False,False,3,REGULATION,3,4
2023,2023020368,4,1,False,False,False,3,REGULATION,4,1
2023,2023020369,4,1,False,False,False,3,REGULATION,4,1
2023,2023020370,6,5,False,False,False,3,REGULATION,6,5
2023,2023020371,3,1,False,False,False,3,REGULATION,3,1
2023,2023020372,1,2,False,False,False,3,REGULATION,1,2
2023,2023020373,4,1,False,False,False,3,REGULATION,4,1
2023,2023020374,1,1,True,True,False,4,OVERTIME,2,1
2023,2023020375,4,0,False,False,False,3,REGULATION,4,0
2023,2023020376,4,2,False,False,False,3,REGULATION,4,2
2023,2023020377,2,1,False,False,False,3,REGULATION,2,1
2023,2023020378,6,0,False,False,False,3,REGULATION,6,0
2023,2023020379,1,1,True,True,False,4,OVERTIME,1,2
2023,2023020380,3,5,False,False,False,3,REGULATION,3,5
2023,2023020381,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020382,6,2,False,False,False,3,REGULATION,6,2
2023,2023020383,4,4,True,True,False,4,OVERTIME,4,5
2023,2023020384,3,3,True,True,True,4,SHOOTOUT,3,4
2023,2023020385,2,5,False,False,False,3,REGULATION,2,5
2023,2023020386,3,2,False,False,False,3,REGULATION,3,2
2023,2023020387,5,6,False,False,False,3,REGULATION,5,6
2023,2023020388,5,4,False,False,False,3,REGULATION,5,4
2023,2023020389,3,1,False,False,False,3,REGULATION,3,1
2023,2023020390,3,6,False,False,False,3,REGULATION,3,6
2023,2023020391,6,1,False,False,False,3,REGULATION,6,1
2023,2023020392,1,3,False,False,False,3,REGULATION,1,3
2023,2023020393,5,5,True,True,False,4,OVERTIME,5,6
2023,2023020394,0,4,False,False,False,3,REGULATION,0,4
2023,2023020395,3,4,False,False,False,3,REGULATION,3,4
2023,2023020396,4,4,True,True,True,4,SHOOTOUT,4,5
2023,2023020397,7,3,False,False,False,3,REGULATION,7,3
2023,2023020398,5,1,False,False,False,3,REGULATION,5,1
2023,2023020399,1,0,False,False,False,3,REGULATION,1,0
2023,2023020400,1,4,False,False,False,3,REGULATION,1,4
2023,2023020401,3,2,False,False,False,3,REGULATION,3,2
2023,2023020402,2,4,False,False,False,3,REGULATION,2,4
2023,2023020403,1,2,False,False,False,3,REGULATION,1,2
2023,2023020404,2,0,False,False,False,3,REGULATION,2,0
2023,2023020405,5,2,False,False,False,3,REGULATION,5,2
2023,2023020406,3,1,False,False,False,3,REGULATION,3,1
2023,2023020407,4,3,False,False,False,3,REGULATION,4,3
2023,2023020408,5,3,False,False,False,3,REGULATION,5,3
2023,2023020409,2,4,False,False,False,3,REGULATION,2,4
2023,2023020410,1,6,False,False,False,3,REGULATION,1,6
2023,2023020411,2,2,True,True,True,4,SHOOTOUT,2,3
2023,2023020412,1,5,False,False,False,3,REGULATION,1,5
2023,2023020413,4,0,False,False,False,3,REGULATION,4,0
2023,2023020414,4,0,False,False,False,3,REGULATION,4,0
2023,2023020415,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020416,3,1,False,False,False,3,REGULATION,3,1
2023,2023020417,2,5,False,False,False,3,REGULATION,2,5
2023,2023020418,3,3,True,True,False,4,OVERTIME,3,4
2023,2023020419,4,3,False,False,False,3,REGULATION,4,3
2023,2023020420,2,5,False,False,False,3,REGULATION,2,5
2023,2023020421,4,1,False,False,False,3,REGULATION,4,1
2023,2023020422,2,4,False,False,False,3,REGULATION,2,4
2023,2023020423,1,2,False,False,False,3,REGULATION,1,2
2023,2023020424,4,1,False,False,False,3,REGULATION,4,1
2023,2023020425,2,4,False,False,False,3,REGULATION,2,4
2023,2023020426,0,3,False,False,False,3,REGULATION,0,3
2023,2023020427,4,4,True,True,True,4,SHOOTOUT,5,4
2023,2023020428,5,2,False,False,False,3,REGULATION,5,2
2023,2023020429,3,3,True,True,False,4,OVERTIME,4,3
2023,2023020430,6,3,False,False,False,3,REGULATION,6,3
2023,2023020431,6,5,False,False,False,3,REGULATION,6,5
2023,2023020432,3,7,False,False,False,3,REGULATION,3,7
2023,2023020433,1,4,False,False,False,3,REGULATION,1,4
2023,2023020434,4,2,False,False,False,3,REGULATION,4,2
2023,2023020435,2,2,True,True,False,4,OVERTIME,3,2
2023,2023020436,4,6,False,False,False,3,REGULATION,4,6
2023,2023020437,4,1,False,False,False,3,REGULATION,4,1
2023,2023020438,4,0,False,False,False,3,REGULATION,4,0
2023,2023020439,4,1,False,False,False,3,REGULATION,4,1
2023,2023020440,4,4,True,True,False,4,OVERTIME,5,4
2023,2023020441,2,1,False,False,False,3,REGULATION,2,1
2023,2023020442,3,3,True,True,True,4,SHOOTOUT,3,4
2023,2023020443,1,1,True,True,False,4,OVERTIME,2,1
2023,2023020444,4,3,False,False,False,3,REGULATION,4,3
2023,2023020445,5,1,False,False,False,3,REGULATION,5,1
2023,2023020446,2,5,False,False,False,3,REGULATION,2,5
2023,2023020447,1,2,False,False,False,3,REGULATION,1,2
2023,2023020448,3,3,True,True,True,4,SHOOTOUT,4,3
2023,2023020449,5,5,True,True,False,4,OVERTIME,5,6
2023,2023020450,2,2,True,True,True,4,SHOOTOUT,3,2
2023,2023020451,4,2,False,False,False,3,REGULATION,4,2
2023,2023020452,4,7,False,False,False,3,REGULATION,4,7
2023,2023020453,7,1,False,False,False,3,REGULATION,7,1
2023,2023020454,4,0,False,False,False,3,REGULATION,4,0
2023,2023020455,5,5,True,True,False,4,OVERTIME,5,6
2023,2023020456,5,1,False,False,False,3,REGULATION,5,1
