player_id,game_id,team_id,opponent_id,is_home,game_date,season,season_5on5_icetime_per_game,season_5on5_shifts_per_game,szn_toi_per_game_5on5,szn_toi_per_game_pp,szn_toi_per_game_pk,szn_shifts_per_game_pp,szn_shifts_per_game_pk,d5_sog_per60,d10_sog_per60,d20_sog_per60,attempts_d10_per60,rest_days,b2b_flag,pace_matchup_index
8479359,2025020701,7,24,True,2026-01-10,2025,,,9.61811594202899,0.398148148148148,1.95289855072464,1.22222222222222,2.91304347826087,,,,,2,False,1.04821406347230870000
8479365,2025020709,22,26,True,2026-01-10,2025,,,10.5101449275362,0.575,0.266666666666667,1.5,1.33333333333333,,,,,2,False,1.04821406347230870000
8479369,2025020697,6,3,True,2026-01-10,2025,,,17.555,0.359259259259259,3.04166666666667,1.33333333333333,4.15,,,,,2,False,0.98270068450528936031
8479370,2025020707,18,16,True,2026-01-10,2025,,,10.3481481481481,0.381481481481481,1.51923076923077,1.22222222222222,3.07692307692308,,,,,2,False,1.01545737398879900000
8479371,2025020699,29,21,False,2026-01-10,2025,,,13.5616666666667,0.383333333333333,2.2025,1.33333333333333,2.8,,,,,2,False,1.01545737398879900000
8479372,2025020706,55,12,False,2026-01-10,2025,,,13.6458333333333,0.520833333333333,1.29166666666667,1.25,2.08333333333333,,,,,18,False,1.11372744243932790000
8479385,2025020710,19,54,False,2026-01-10,2025,,,12.8635416666667,2.36,0.344444444444444,2.66666666666667,1.33333333333333,,,,,1,True,1.11372744243932790000
8479388,2025020709,22,26,True,2026-01-10,2025,,,12.9833333333333,0,0,0,0,,,,,2,False,1.01545737398879900000
8479390,2025020697,3,6,False,2026-01-10,2025,,,10.5492753623188,1.17166666666667,1.34479166666667,2.3,2.375,,,,,2,False,0.98270068450528936031
8479393,2025020704,13,9,False,2026-01-10,2025,,,7.44111111111111,0.464814814814815,0.95,1.22222222222222,2.33333333333333,,,,,2,False,0.98270068450528936031
8479398,2025020699,21,29,True,2026-01-10,2025,,,15.7759259259259,0.702083333333333,1.28854166666667,1.75,2,,,,,2,False,0.94994399502177971496
8479402,2025020698,20,5,False,2026-01-10,2025,,,14.6518518518519,0.295833333333333,0.830555555555556,1,2,,,,,35,False,1.04821406347230870000
8479414,2025020700,25,28,False,2026-01-10,2025,,,8.42777777777778,0.133333333333333,0.0416666666666667,1,1,,,,,3,False,1.08097075295581830000
