population,feature,metric,date_clusters,bootstrap_draws,point_delta_ablation_minus_champion,ci95_low,ci95_high,fraction_draws_keeping_feature_better,unadjusted_two_sided_bootstrap_p,seed
FROZEN_2025_VALIDATION,home_starter_ra9,log_loss,185,10000,0.0005095817407666336,7.318138045015923e-05,0.0009440962903728644,0.988,0.024,20260829
FROZEN_2025_VALIDATION,away_starter_ra9,mae,185,10000,0.0001522056224585634,-0.0018516249647685782,0.002128659103694629,0.5609,0.8782,20260829
FROZEN_2025_VALIDATION,away_starter_ra9,crps,185,10000,0.00011206377605212447,-0.0008653847546393116,0.0010908869455250895,0.5848,0.8304,20260829
FROZEN_2025_VALIDATION,away_starter_ra9,brier,185,10000,1.6752688115993797e-06,-0.00012688769965400181,0.0001292444708660334,0.5056,0.9888,20260829
FROZEN_2025_VALIDATION,away_starter_ra9,log_loss,185,10000,7.338293352164585e-06,-0.00027671540756476267,0.0002903635485726888,0.5143,0.9714,20260829
FROZEN_2025_VALIDATION,home_starter_prior_starts,mae,185,10000,-0.014788531822836118,-0.024498213445512153,-0.005318167260772171,0.0018,0.0036,20260829
FROZEN_2025_VALIDATION,home_starter_prior_starts,crps,185,10000,0.0008559802872205135,-0.004825268240022587,0.006477724072282946,0.6216,0.7568,20260829
FROZEN_2025_VALIDATION,home_starter_prior_starts,brier,185,10000,-1.4008461980575367e-05,-0.0007041354316891224,0.0006668013188670162,0.4894,0.9788,20260829
FROZEN_2025_VALIDATION,home_starter_prior_starts,log_loss,185,10000,4.465847214750732e-05,-0.0015079161455670955,0.0015779601690238047,0.5275,0.945,20260829
FROZEN_2025_VALIDATION,away_starter_prior_starts,mae,185,10000,-0.0004862533969244626,-0.0011443837861953479,0.00017530395455644536,0.074,0.148,20260829
FROZEN_2025_VALIDATION,away_starter_prior_starts,crps,185,10000,0.00034047676592422946,-1.879913633395706e-05,0.0006966474858671677,0.9689,0.0622,20260829
FROZEN_2025_VALIDATION,away_starter_prior_starts,brier,185,10000,3.650620146562723e-05,-6.808671317105901e-06,7.980216270032224e-05,0.9547,0.0906,20260829
FROZEN_2025_VALIDATION,away_starter_prior_starts,log_loss,185,10000,8.635595977132826e-05,-1.1183315503260354e-05,0.00018349901600698713,0.9622,0.0756,20260829
FROZEN_2025_VALIDATION,home_expected_outs,mae,185,10000,0.005496147694630837,0.0020760115936233068,0.008997298075696566,0.9994,0.0012,20260829
FROZEN_2025_VALIDATION,home_expected_outs,crps,185,10000,0.0032800940088651078,0.0013832401242344428,0.005161611633772989,0.9996,0.0008,20260829
FROZEN_2025_VALIDATION,home_expected_outs,brier,185,10000,0.0003932764113106008,0.00016552791320984764,0.0006248435561524736,0.9996,0.0008,20260829
FROZEN_2025_VALIDATION,home_expected_outs,log_loss,185,10000,0.0008902723835184458,0.00037563542622450456,0.0014125288689119475,0.9996,0.0008,20260829
FROZEN_2025_VALIDATION,away_expected_outs,mae,185,10000,-0.0024396444429245477,-0.004681979395229922,-0.00017742908102907204,0.0172,0.0344,20260829
FROZEN_2025_VALIDATION,away_expected_outs,crps,185,10000,-0.0011953382107206393,-0.002410366125907096,4.358256400928204e-05,0.0291,0.0582,20260829
FROZEN_2025_VALIDATION,away_expected_outs,brier,185,10000,-0.00014418245394936272,-0.0002927211435404755,6.124609826864872e-06,0.0305,0.061,20260829
FROZEN_2025_VALIDATION,away_expected_outs,log_loss,185,10000,-0.000301408971932008,-0.0006325003682129521,3.379481743067378e-05,0.0419,0.0838,20260829
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,mae,185,10000,0.0006527672301342676,-0.002616682841145147,0.0039096043751272805,0.6548,0.6904,20260829
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,crps,185,10000,0.00014246034978642236,-0.0017591745320271726,0.0020747353459416675,0.5547,0.8906,20260829
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,brier,185,10000,-2.0041326645045356e-05,-0.0002462661958703379,0.00021059666553827766,0.4297,0.8594,20260829
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,log_loss,185,10000,-3.4745400309387086e-05,-0.0005405761299517647,0.0004839026017192953,0.4444,0.8888,20260829
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,mae,185,10000,0.00023987283700757026,-0.0002448642004434325,0.0007084003304913952,0.8362,0.3276,20260829
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,crps,185,10000,2.641248594869755e-05,-0.0002424524762301686,0.00028798907777858966,0.5747,0.8506,20260829
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,brier,185,10000,1.303354360585555e-06,-3.119875868404871e-05,3.338194703587499e-05,0.5256,0.9488,20260829
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,log_loss,185,10000,3.007291653835348e-06,-6.952683500765326e-05,7.444769265840114e-05,0.527,0.946,20260829
FROZEN_2025_VALIDATION,home_bullpen_ra9,mae,185,10000,0.003067702601407982,-5.725319155503192e-05,0.006150182499302572,0.9732,0.0536,20260829
FROZEN_2025_VALIDATION,home_bullpen_ra9,crps,185,10000,0.0009793580480189094,-0.0009268236349727071,0.002825432252863586,0.8533,0.2934,20260829
FROZEN_2025_VALIDATION,home_bullpen_ra9,brier,185,10000,0.0001501265617467863,-6.82329867144461e-05,0.0003666793007006096,0.9142,0.1716,20260829
FROZEN_2025_VALIDATION,home_bullpen_ra9,log_loss,185,10000,0.00028544401327118465,-0.0002057022857197901,0.0007745462415870409,0.8774,0.2452,20260829
FROZEN_2025_VALIDATION,away_bullpen_ra9,mae,185,10000,0.0006655505775151625,-0.0011633737042442201,0.002537687368216293,0.7593,0.4814,20260829
FROZEN_2025_VALIDATION,away_bullpen_ra9,crps,185,10000,0.0004800427184778243,-0.0006776642755856549,0.001628086361457665,0.7876,0.4248,20260829
FROZEN_2025_VALIDATION,away_bullpen_ra9,brier,185,10000,4.602594678429573e-05,-8.650798466983733e-05,0.00018093995729989056,0.7471,0.5058,20260829
FROZEN_2025_VALIDATION,away_bullpen_ra9,log_loss,185,10000,0.00011540327216577828,-0.00018310474730185987,0.00042105208008000154,0.7682,0.4636,20260829
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,mae,185,10000,-0.008254315635500156,-0.012704487408091204,-0.003835701212397872,0.0,0.0,20260829
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,crps,185,10000,-0.005504026610252055,-0.007839219659642757,-0.003138213973889129,0.0,0.0,20260829
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,brier,185,10000,-0.0006372467104224327,-0.0009248079819882439,-0.0003478723435224651,0.0,0.0,20260829
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,log_loss,185,10000,-0.001408915296676938,-0.002049958160617032,-0.0007610444346090797,0.0,0.0,20260829
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,mae,185,10000,0.0015754143204409108,0.00018081016525946667,0.0029274769957618775,0.9875,0.025,20260829
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,crps,185,10000,0.0009215765672681124,0.00016777980821771807,0.0016566769453163104,0.9914,0.0172,20260829
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,brier,185,10000,0.00011207221423854617,2.2209203362123192e-05,0.00019996650250636312,0.9924,0.0152,20260829
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,log_loss,185,10000,0.0002503885745667061,5.098583883220619e-05,0.0004465572174786729,0.9926,0.0148,20260829
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,mae,185,10000,0.00026683849607076144,-2.58439168736323e-05,0.0005553885332832941,0.9633,0.0734,20260829
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,crps,185,10000,9.505477618041516e-05,-7.300061536551107e-05,0.00026356248239807375,0.8658,0.2684,20260829
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,brier,185,10000,1.605869338285178e-05,-4.376454430402437e-06,3.613391577020054e-05,0.938,0.124,20260829
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,log_loss,185,10000,3.4907227038227414e-05,-1.1015167208482173e-05,8.010003229905603e-05,0.931,0.138,20260829
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,mae,185,10000,-0.0017575898780913507,-0.0040634966520569395,0.0005670750624791226,0.0672,0.1344,20260829
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,crps,185,10000,-0.0008423285168319798,-0.0021833282708900287,0.0005022175241742201,0.111,0.222,20260829
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,brier,185,10000,-0.00010024609183404769,-0.00026513213557504854,6.563799589324878e-05,0.1207,0.2414,20260829
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,log_loss,185,10000,-0.00022668083890381777,-0.0005985788571979939,0.00014701612007087138,0.1176,0.2352,20260829
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,mae,185,10000,0.027196686798763525,0.010613231245405036,0.04314042310318435,0.9995,0.001,20260829
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,crps,185,10000,0.011457453750577285,0.0015488586732028237,0.02112960126303253,0.989,0.022,20260829
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,brier,185,10000,0.0014367771697474236,0.0002946293885876144,0.002579254721349685,0.993,0.014,20260829
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,log_loss,185,10000,0.002982977504307332,0.0004228400202368142,0.005528537681320762,0.9881,0.0238,20260829
FROZEN_2025_VALIDATION,park_history_depth,mae,185,10000,0.062338886098132006,0.03946503864375466,0.08569051370232994,1.0,0.0,20260829
FROZEN_2025_VALIDATION,park_history_depth,crps,185,10000,0.004025370783061206,-0.009682245833112023,0.01780465795377874,0.7193,0.5614,20260829
FROZEN_2025_VALIDATION,park_history_depth,brier,185,10000,0.0006212520057353454,-0.0010195872819412008,0.002275833496707873,0.7697,0.4606,20260829
FROZEN_2025_VALIDATION,park_history_depth,log_loss,185,10000,0.001168917687034928,-0.0024685939417247913,0.004824347827588107,0.7367,0.5266,20260829
FROZEN_2025_VALIDATION,game_number,mae,185,10000,0.0011488315567950186,-6.84432912898187e-05,0.0023978439908067606,0.9686,0.0628,20260829
FROZEN_2025_VALIDATION,game_number,crps,185,10000,0.0004548114922060267,-0.00031448278909159663,0.0013108640733658177,0.8633,0.2734,20260829
FROZEN_2025_VALIDATION,game_number,brier,185,10000,6.392857195929975e-05,-2.6830853795201608e-05,0.00016363880508414239,0.9076,0.1848,20260829
FROZEN_2025_VALIDATION,game_number,log_loss,185,10000,0.00013925727453528898,-6.529727226947163e-05,0.0003659442188370559,0.8988,0.2024,20260829
2026_SEQUENTIAL_EARLY,league_total,mae,98,10000,0.0034822576938820047,-0.004958652075593788,0.011934564156384095,0.7945,0.411,20260829
2026_SEQUENTIAL_EARLY,league_total,crps,98,10000,0.013051509018240124,0.008016096061805646,0.01827783474235121,1.0,0.0,20260829
2026_SEQUENTIAL_EARLY,league_total,brier,98,10000,0.0014658263859690173,0.0008541938868960817,0.0020790148383485235,1.0,0.0,20260829
2026_SEQUENTIAL_EARLY,league_total,log_loss,98,10000,0.0034368917899442273,0.002054596268052298,0.004821600783014902,1.0,0.0,20260829
2026_SEQUENTIAL_EARLY,home_offense,mae,98,10000,-0.0005194675833583525,-0.003546240769234535,0.0025374022623778293,0.3703,0.7406,20260829
2026_SEQUENTIAL_EARLY,home_offense,crps,98,10000,-0.0022764654471634175,-0.004008277084712777,-0.0005202485592710507,0.0062,0.0124,20260829
2026_SEQUENTIAL_EARLY,home_offense,brier,98,10000,-0.00026506059580027203,-0.0004694831715621601,-5.473841593219216e-05,0.0071,0.0142,20260829
2026_SEQUENTIAL_EARLY,home_offense,log_loss,98,10000,-0.0006106503140657423,-0.001079316977822363,-0.00013237433004706882,0.0069,0.0138,20260829
2026_SEQUENTIAL_EARLY,home_prevention,mae,98,10000,-0.0021893064107679013,-0.006355181402326529,0.002148223657092271,0.1575,0.315,20260829
2026_SEQUENTIAL_EARLY,home_prevention,crps,98,10000,-0.000998065055475028,-0.003573276645050857,0.0016309323209221251,0.2266,0.4532,20260829
2026_SEQUENTIAL_EARLY,home_prevention,brier,98,10000,-9.511242631296057e-05,-0.00038850782051780584,0.00020671205044206265,0.2635,0.527,20260829
2026_SEQUENTIAL_EARLY,home_prevention,log_loss,98,10000,-0.00015756338390858615,-0.0008172970443085716,0.0005254131658356093,0.3221,0.6442,20260829
2026_SEQUENTIAL_EARLY,away_offense,mae,98,10000,-0.002202321534821689,-0.005537971326064386,0.0011576589082937935,0.1042,0.2084,20260829
2026_SEQUENTIAL_EARLY,away_offense,crps,98,10000,-0.0024393526280860837,-0.004682363540110804,-0.00023075325295933904,0.0152,0.0304,20260829
2026_SEQUENTIAL_EARLY,away_offense,brier,98,10000,-0.00027790771634510165,-0.0005321388845506897,-2.7938808113495604e-05,0.0136,0.0272,20260829
2026_SEQUENTIAL_EARLY,away_offense,log_loss,98,10000,-0.000660153710440691,-0.0012512163292757177,-7.961255519425278e-05,0.0118,0.0236,20260829
2026_SEQUENTIAL_EARLY,away_prevention,mae,98,10000,-0.0044525381024165134,-0.008719101900573158,-8.684908007165583e-05,0.0231,0.0462,20260829
2026_SEQUENTIAL_EARLY,away_prevention,crps,98,10000,-0.0016840730430623494,-0.004472161270620313,0.0010720074436973994,0.1144,0.2288,20260829
2026_SEQUENTIAL_EARLY,away_prevention,brier,98,10000,-0.00014986310077656092,-0.00047295318901188635,0.00016756158885366328,0.1797,0.3594,20260829
2026_SEQUENTIAL_EARLY,away_prevention,log_loss,98,10000,-0.0003500481604867167,-0.0010889114071612222,0.0003800388124416889,0.1753,0.3506,20260829
2026_SEQUENTIAL_EARLY,home_starter_ra9,mae,98,10000,0.0012158130761205893,-0.0033076009813757593,0.005555732044706223,0.703,0.594,20260829
2026_SEQUENTIAL_EARLY,home_starter_ra9,crps,98,10000,-0.0005921765582049025,-0.0033348164662929786,0.0018703166530679802,0.3334,0.6668,20260829
2026_SEQUENTIAL_EARLY,home_starter_ra9,brier,98,10000,-8.002242009881434e-05,-0.0004173363100688376,0.00022917359690605174,0.3199,0.6398,20260829
2026_SEQUENTIAL_EARLY,home_starter_ra9,log_loss,98,10000,-0.0002044173264043272,-0.0009804700857824146,0.0005001468852570903,0.2995,0.599,20260829
2026_SEQUENTIAL_EARLY,away_starter_ra9,mae,98,10000,0.0033528969766137852,0.0012009004299618682,0.00557771695460766,0.9992,0.0016,20260829
2026_SEQUENTIAL_EARLY,away_starter_ra9,crps,98,10000,0.0003912219281457832,-0.0008796594744732537,0.0016013735124776613,0.7337,0.5326,20260829
2026_SEQUENTIAL_EARLY,away_starter_ra9,brier,98,10000,8.624033506194083e-05,-6.483212682260537e-05,0.00023061600891037526,0.8736,0.2528,20260829
2026_SEQUENTIAL_EARLY,away_starter_ra9,log_loss,98,10000,0.00016139878895656207,-0.00018374511363760036,0.000491908146939724,0.8279,0.3442,20260829
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,mae,98,10000,0.002968443520759816,-0.014713535138184014,0.020721574492387658,0.6251,0.7498,20260829
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,crps,98,10000,0.017258835440363204,0.006170928103553375,0.0286269531411275,0.9988,0.0024,20260829
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,brier,98,10000,0.001876066367070096,0.0005670012919283979,0.003206842621749113,0.9971,0.0058,20260829
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,log_loss,98,10000,0.004221456297801565,0.001243622199798324,0.007237479589886757,0.9967,0.0066,20260829
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,mae,98,10000,0.00014859890634921248,-0.0009009983085321721,0.0011747448130782245,0.6093,0.7814,20260829
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,crps,98,10000,0.0010280663017253103,0.00037192161740365884,0.0016852667274799827,0.999,0.002,20260829
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,brier,98,10000,0.00012305069939765194,4.586331865826199e-05,0.0002003096739717985,0.999,0.002,20260829
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,log_loss,98,10000,0.0002788667847238903,0.0001004798813516322,0.0004574415750866792,0.9987,0.0026,20260829
2026_SEQUENTIAL_EARLY,home_expected_outs,mae,98,10000,0.002922336965199977,-0.0024420611780014223,0.00828493962526304,0.8622,0.2756,20260829
2026_SEQUENTIAL_EARLY,home_expected_outs,crps,98,10000,0.0020445157323956843,-0.0010918781922068341,0.005304483280815776,0.8967,0.2066,20260829
2026_SEQUENTIAL_EARLY,home_expected_outs,brier,98,10000,0.00024133244830940614,-0.00012008680586676553,0.000606081626409581,0.9054,0.1892,20260829
2026_SEQUENTIAL_EARLY,home_expected_outs,log_loss,98,10000,0.0005245386897872294,-0.0003084887468405716,0.0013687179188108503,0.8934,0.2132,20260829
2026_SEQUENTIAL_EARLY,away_expected_outs,mae,98,10000,-0.00400356317104723,-0.007397467907289993,-0.0005081150001216698,0.0124,0.0248,20260829
2026_SEQUENTIAL_EARLY,away_expected_outs,crps,98,10000,-0.0020493984091131154,-0.003979375643557661,-8.435669385440709e-05,0.0215,0.043,20260829
2026_SEQUENTIAL_EARLY,away_expected_outs,brier,98,10000,-0.00029205042989145026,-0.0005247613190110712,-5.02114851019378e-05,0.0091,0.0182,20260829
2026_SEQUENTIAL_EARLY,away_expected_outs,log_loss,98,10000,-0.0006420375478341114,-0.0011840488095519637,-8.613651245999698e-05,0.0119,0.0238,20260829
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,mae,98,10000,-0.00031745234041616436,-0.004486833565078105,0.003868979887835293,0.4472,0.8944,20260829
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,crps,98,10000,-0.0010698997160383367,-0.0034309297416708234,0.0012846587277214189,0.1912,0.3824,20260829
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,brier,98,10000,-9.716668127489473e-05,-0.00037907464905619076,0.00018550963181972318,0.2551,0.5102,20260829
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,log_loss,98,10000,-0.00022169220580265086,-0.000865284369826708,0.00042967700339417665,0.2548,0.5096,20260829
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,mae,98,10000,6.897145937894107e-05,-0.00047422532750818967,0.0006089209040060113,0.6021,0.7958,20260829
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,crps,98,10000,-0.0002921364116856806,-0.0006163966122746665,3.2629080636954154e-05,0.038,0.076,20260829
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,brier,98,10000,-2.751307568219154e-05,-6.407774719017444e-05,9.470060188342216e-06,0.0745,0.149,20260829
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,log_loss,98,10000,-6.507214652105065e-05,-0.00014942021742443194,1.9897248126244258e-05,0.0696,0.1392,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_ra9,mae,98,10000,0.004527845806258898,0.00034880869198851275,0.008672178344031218,0.9824,0.0352,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_ra9,crps,98,10000,0.0030499943082546864,0.0005402130960104231,0.005508206065791807,0.9914,0.0172,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_ra9,brier,98,10000,0.00031518384714280336,1.5730832171467715e-05,0.0006096126174415515,0.9801,0.0398,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_ra9,log_loss,98,10000,0.0006709495638796202,-1.0287537903709733e-05,0.0013420917101842184,0.9728,0.0544,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_ra9,mae,98,10000,0.0032760997615647715,0.0006430696260376901,0.005843526563933503,0.9912,0.0176,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_ra9,crps,98,10000,0.0017849088462632582,7.306104646962159e-05,0.003452926599664142,0.9788,0.0424,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_ra9,brier,98,10000,0.0001801522814269308,-1.6237661991231794e-05,0.00037348929058795253,0.9646,0.0708,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_ra9,log_loss,98,10000,0.000423649886673517,-2.5214344713291985e-05,0.0008667487725229614,0.9686,0.0628,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_likely_available_reliever_count,mae,98,10000,-0.004737376000403657,-0.00980820780452271,0.000403472583221394,0.0363,0.0726,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_likely_available_reliever_count,crps,98,10000,-0.0030651344851454097,-0.0065815934269622635,0.0005424147065391601,0.0457,0.0914,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_likely_available_reliever_count,brier,98,10000,-0.0003924746205604593,-0.0008130965748611637,3.1468515721082014e-05,0.0366,0.0732,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_likely_available_reliever_count,log_loss,98,10000,-0.0009267495120471581,-0.0019003581266139272,5.34355329051808e-05,0.0331,0.0662,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_likely_available_reliever_count,mae,98,10000,0.0012517036250871845,-0.00035059098675484457,0.0029415227601231374,0.9399,0.1202,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_likely_available_reliever_count,crps,98,10000,0.0005969629826512147,-0.0004856424444201448,0.0016565416624688247,0.8641,0.2718,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_likely_available_reliever_count,brier,98,10000,6.501047348980184e-05,-5.903146579979884e-05,0.0001910137349385589,0.8483,0.3034,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_likely_available_reliever_count,log_loss,98,10000,0.00015262996614432987,-0.00013078553970481913,0.0004387817319244464,0.8545,0.291,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_recent_innings_burden,mae,98,10000,0.0001834103690092865,-0.0001919386806279131,0.0005406369284133987,0.8344,0.3312,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_recent_innings_burden,crps,98,10000,8.230617379287105e-05,-0.00015594032799052873,0.0003170448755558658,0.7443,0.5114,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_recent_innings_burden,brier,98,10000,1.0994857273350613e-05,-1.7682527500803852e-05,3.914390165233468e-05,0.7671,0.4658,20260829
2026_SEQUENTIAL_EARLY,home_bullpen_recent_innings_burden,log_loss,98,10000,2.487194289473613e-05,-4.142906948132249e-05,8.913625133232176e-05,0.7638,0.4724,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_recent_innings_burden,mae,98,10000,0.00045932008607871695,-0.002758034520588999,0.003816056571713136,0.6077,0.7846,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_recent_innings_burden,crps,98,10000,-0.00022463691836855827,-0.0021915855933380443,0.001750552095415267,0.4132,0.8264,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_recent_innings_burden,brier,98,10000,-1.0325092464179298e-05,-0.00025297154634663915,0.00022978409609488655,0.4697,0.9394,20260829
2026_SEQUENTIAL_EARLY,away_bullpen_recent_innings_burden,log_loss,98,10000,-4.386181696990214e-05,-0.0005992817116518252,0.0005039762442533945,0.4423,0.8846,20260829
2026_SEQUENTIAL_EARLY,strict_prior_total_run_factor,mae,98,10000,0.04459341731190201,0.02076071795517777,0.06777588175745529,1.0,0.0,20260829
2026_SEQUENTIAL_EARLY,strict_prior_total_run_factor,crps,98,10000,0.022062771590902402,0.006801953275279976,0.03722352235348131,0.9985,0.003,20260829
2026_SEQUENTIAL_EARLY,strict_prior_total_run_factor,brier,98,10000,0.002505202937649556,0.0007596650255376543,0.00417224652938161,0.9981,0.0038,20260829
2026_SEQUENTIAL_EARLY,strict_prior_total_run_factor,log_loss,98,10000,0.005400600713644358,0.0014665787475956632,0.009159221730828487,0.9972,0.0056,20260829
2026_SEQUENTIAL_EARLY,park_history_depth,mae,98,10000,0.0736606511014042,0.02188569636061229,0.12523357076298097,0.9979,0.0042,20260829
2026_SEQUENTIAL_EARLY,park_history_depth,crps,98,10000,-0.010538184072413703,-0.04102490514245235,0.019684213698102884,0.2497,0.4994,20260829
2026_SEQUENTIAL_EARLY,park_history_depth,brier,98,10000,-0.0012000340705489673,-0.004713753252518038,0.002308668357580386,0.2539,0.5078,20260829
