identity,date,game_id,player_id,prediction_timestamp,scheduled_game_start,strict_pregame,model_semantic_name,model_artifact_sha256,p_over,target,actual_hits,outcome_attachment_contract,baseline_a_population,hitter_prior_resolved_games,hitter_prior_hits,baseline_b_hitter_shrunk
823018:656941:hits:0.5,2026-08-10,823018,656941,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,63,40.0,0.628249415665501
823018:663494:hits:0.5,2026-08-10,823018,663494,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,21,8.0,0.43467960387070925
823018:664761:hits:0.5,2026-08-10,823018,664761,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,62,40.0,0.6372244073178652
823018:665877:hits:0.5,2026-08-10,823018,665877,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,29,15.0,0.5298840138446099
823018:669016:hits:0.5,2026-08-10,823018,669016,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,63,36.0,0.5719113874964868
823018:671056:hits:0.5,2026-08-10,823018,671056,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,40,20.0,0.5126189273385535
823018:676475:hits:0.5,2026-08-10,823018,676475,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,48,33.0,0.6715305091473315
823018:681082:hits:0.5,2026-08-10,823018,681082,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,68,46.0,0.6658645856875074
823018:691023:hits:0.5,2026-08-10,823018,691023,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6806877975535622,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,56,40.0,0.6969641955039151
823018:691026:hits:0.5,2026-08-10,823018,691026,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,65,42.0,0.6384343631815146
823018:693409:hits:0.5,2026-08-10,823018,693409,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4216739459440334,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,6,0.0,0.32897917944646915
823018:699625:hits:0.5,2026-08-10,823018,699625,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,31,14.0,0.4770694490320659
823018:701675:hits:0.5,2026-08-10,823018,701675,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,56,30.0,0.5407141955039151
823018:702222:hits:0.5,2026-08-10,823018,702222,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,54,35.0,0.6388017501975898
823018:802139:hits:0.5,2026-08-10,823018,802139,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,58,34.0,0.5849349774583419
823189:514888:hits:0.5,2026-08-10,823189,514888,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6481686416976457,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,53,32.0,0.6000935821680421
823189:543877:hits:0.5,2026-08-10,823189,543877,2026-08-10T23:30:49.884309+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,15,9.0,0.5915525440108943
823189:572233:hits:0.5,2026-08-10,823189,572233,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,64,42.0,0.6473015071145912
823189:642715:hits:0.5,2026-08-10,823189,642715,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,59,37.0,0.6209807240634413
823189:646240:hits:0.5,2026-08-10,823189,646240,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,63,36.0,0.5719113874964868
823189:662139:hits:0.5,2026-08-10,823189,662139,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,58,30.0,0.5243289168522813
823189:666211:hits:0.5,2026-08-10,823189,666211,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,37,21.0,0.5690157447166793
823189:670623:hits:0.5,2026-08-10,823189,670623,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,67,42.0,0.6214094468300075
823189:673237:hits:0.5,2026-08-10,823189,673237,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,33,21.0,0.6245294759085505
823189:678545:hits:0.5,2026-08-10,823189,678545,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,7,5.0,0.6403805674833712
823189:683766:hits:0.5,2026-08-10,823189,683766,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,13,7.0,0.5526527862976461
823189:687529:hits:0.5,2026-08-10,823189,687529,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4216739459440334,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,15,3.0,0.33068297879350295
823189:687551:hits:0.5,2026-08-10,823189,687551,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,53,21.0,0.4197657133155831
823189:701358:hits:0.5,2026-08-10,823189,701358,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,1.0,3.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,65,32.0,0.5014480618116516
823189:701852:hits:0.5,2026-08-10,823189,701852,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,18,6.0,0.4079118658557911
823189:805811:hits:0.5,2026-08-10,823189,805811,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,58,36.0,0.6152380077613722
823265:592518:hits:0.5,2026-08-10,823265,592518,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,65,38.0,0.5836398426335694
823265:592885:hits:0.5,2026-08-10,823265,592885,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,51,28.0,0.5526391273262807
823265:593428:hits:0.5,2026-08-10,823265,593428,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,66,31.0,0.48115822313852114
823265:630105:hits:0.5,2026-08-10,823265,630105,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,33,20.0,0.6001392320061114
823265:641343:hits:0.5,2026-08-10,823265,641343,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,58,35.0,0.600086492609857
823265:650859:hits:0.5,2026-08-10,823265,650859,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,36,20.0,0.5592206480056947
823265:657757:hits:0.5,2026-08-10,823265,657757,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,60,31.0,0.523613360474273
823265:661388:hits:0.5,2026-08-10,823265,661388,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,49,29.0,0.5895738335482555
823265:664034:hits:0.5,2026-08-10,823265,664034,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,57,34.0,0.5939339771115472
823265:665487:hits:0.5,2026-08-10,823265,665487,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,45,33.0,0.7095416700424635
823265:666023:hits:0.5,2026-08-10,823265,666023,2026-08-10T23:30:49.884309+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6660507649473577,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,35,16.0,0.4792025235407109
823265:666152:hits:0.5,2026-08-10,823265,666152,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,43,22.0,0.5216805590637367
823265:668930:hits:0.5,2026-08-10,823265,668930,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,62,44.0,0.6943672644607224
823265:669003:hits:0.5,2026-08-10,823265,669003,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,61,33.0,0.5450102682934864
823265:669134:hits:0.5,2026-08-10,823265,669134,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,23,13.0,0.5679260810403409
823265:683734:hits:0.5,2026-08-10,823265,683734,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,35,24.0,0.6652490351686179
823265:694192:hits:0.5,2026-08-10,823265,694192,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,3.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,31,24.0,0.7334797054423223
823265:701538:hits:0.5,2026-08-10,823265,701538,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6806877975535622,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,62,37.0,0.5943672644607224
823265:800325:hits:0.5,2026-08-10,823265,800325,2026-08-10T10:30:50.801356+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,18,9.0,0.5232964812404065
823265:823550:hits:0.5,2026-08-10,823265,823550,2026-08-10T23:30:49.884309+00:00,2026-08-10T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,27,12.0,0.4744488146357305
823675:605137:hits:0.5,2026-08-10,823675,605137,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6923223329833991,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,63,45.0,0.6986719508767685
823675:605170:hits:0.5,2026-08-10,823675,605170,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4216739459440334,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,41,26.0,0.6246062961683789
823675:624413:hits:0.5,2026-08-10,823675,624413,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,65,42.0,0.6384343631815146
823675:641933:hits:0.5,2026-08-10,823675,641933,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,33,16.0,0.5025782563963553
823675:665019:hits:0.5,2026-08-10,823675,665019,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,60,37.0,0.6118486545919201
823675:665750:hits:0.5,2026-08-10,823675,665750,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,55,27.0,0.5016779128928662
823675:665966:hits:0.5,2026-08-10,823675,665966,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.3992897368199036,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,23,7.0,0.37437769394356674
823675:668885:hits:0.5,2026-08-10,823675,668885,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,1.0,4.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,38,17.0,0.469689315483708
823675:668904:hits:0.5,2026-08-10,823675,668904,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.708509460347817,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,53,41.0,0.7476345657745994
823675:668952:hits:0.5,2026-08-10,823675,668952,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,44,20.0,0.47318670215866476
823675:680777:hits:0.5,2026-08-10,823675,680777,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,22,18.0,0.7535236170750189
823675:681297:hits:0.5,2026-08-10,823675,681297,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,45,20.0,0.464258651174539
823675:683002:hits:0.5,2026-08-10,823675,683002,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,55,30.0,0.5492969605119138
823675:686797:hits:0.5,2026-08-10,823675,686797,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,63,38.0,0.6000804015809938
823675:687637:hits:0.5,2026-08-10,823675,687637,2026-08-10T10:30:50.801356+00:00,2026-08-10T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,0.575713564031321,22,13.0,0.5868569504083523
