resample,sampled_rows,brier_improvement,log_loss_improvement,roc_auc_change
51,2074,0.000267071845432815,0.00069482826293199,-5.50746635078481e-05
52,2004,-3.78797736601821e-05,-3.88132414606002e-05,-0.00257355335569376
53,2079,0.000109089955444258,0.000316361417670663,-0.000759548407110233
54,1964,-0.000401920654815396,-0.000752149450533368,-0.00588409747725238
55,2085,-0.000106841059115986,-0.000261385523090518,0.000668297095752002
56,2134,-0.000303562498862736,-0.000570761435811362,-0.00559211230041845
57,2186,-0.000112664146549146,-0.00020769200253723,-0.000986189957439931
58,2162,-0.000248929013266758,-0.000462473624958659,-0.00218915750341031
59,2077,-0.000225093963236001,-0.00046039063446579,-0.00216784196516129
60,2181,-0.000581604029364247,-0.00113085632930765,-0.00693115523272936
61,2135,-0.000512327679072333,-0.00105068031171895,-0.00575561090193966
62,2086,-0.000573398659077157,-0.00116724540341584,-0.00365121136446533
63,2071,-0.000321155124394429,-0.00058928896194943,-0.00335942521784438
64,2185,-0.000965320628732336,-0.00194279527028918,-0.00835522148557921
65,2086,-0.000380292487675654,-0.000723680962411599,-0.00402660673923394
66,2154,1.75378164052331e-05,6.93395591112589e-05,-6.85653779558537e-05
67,2093,-0.000222457253133385,-0.000364434266379776,-0.00391693539419558
68,2228,5.29928223035048e-05,0.000166609923476946,-0.00202469921026138
69,2128,-0.000277367638946341,-0.000545369798419681,-0.00303123568483743
70,2043,-0.000217131277384458,-0.000419815028311676,-0.00444046006270027
71,2036,-0.000484906418341757,-0.000977586082670845,-0.00429707139265967
72,2072,0.000702716115005386,0.00157181112451066,0.00270687448234319
73,1957,-0.000847986057769035,-0.00181837603243962,-0.00663184762242008
74,2125,-0.000303518025571409,-0.000585204285951546,-0.00314877228503951
75,2090,9.94409228486093e-05,0.000267634934305705,-0.00161719471858501
76,2170,-0.000289478632836293,-0.000555124420896447,-0.00288498503446188
77,2193,-0.000541659354372004,-0.00103881297709496,-0.00486628848589221
78,2072,-0.000423342102958885,-0.000724164668885363,-0.00517589952637898
79,2120,-0.000348108694842864,-0.000645001185088034,-0.00471015146051201
80,1985,0.000457262025801847,0.0010606868391666,0.00102315723563207
81,2058,-0.000171332125918355,-0.000282134917994226,-0.00330935375728403
82,2220,0.000444570321283505,0.000947158450511854,0.00164007008762601
83,2124,-0.000119641589929803,-0.000226482409165119,-0.00355294024665809
84,1944,-7.25794686803061e-05,-4.27733358112636e-05,-0.0033907577447867
85,2061,-9.33355210352149e-05,-0.000181732955663594,-0.00172233411177858
86,2184,1.29427249522251e-05,4.41935086281653e-05,-0.00124114256280261
87,2131,0.000472998395923158,0.00105749631189589,0.00121549127590925
88,2040,0.000481222406070597,0.000957270814250233,0.00308433903958782
89,2111,0.000390280150526362,0.00088912100031624,0.00112153769436507
90,2007,-0.000200980230263603,-0.000361057386880304,-0.00269571267242075
91,1973,-0.000271449818032565,-0.000518984244744169,-0.00337009418658762
92,2105,-2.96596342459765e-05,-6.72127110756815e-05,-0.0015302057286789
93,2088,-0.000274614117430405,-0.000544405509706802,-0.00386816290130798
94,2129,-4.59332775070709e-05,-0.00011720601437315,0.000328110352216471
95,2050,-0.00051363390252665,-0.00101324877102638,-0.00449328449328457
96,2088,-0.000744899028869789,-0.00145375664669967,-0.00756408835697409
97,2109,4.44003411998184e-05,0.000127435213956972,-0.000981128695569433
98,2059,-0.000371783618989041,-0.000810834369641023,-0.00212116942317131
99,2176,1.20679437432825e-05,8.77742892542166e-05,-0.00138330366569062
100,2174,-0.000226085164110046,-0.000443406369833088,-0.00389117125374627
101,1905,0.000114400476196402,0.000310049892103814,-0.00194054417647416
102,2104,0.000161653687512059,0.000366176992955269,-0.000752929467005226
103,2194,7.88999623853592e-05,0.000273946596700436,-0.00188817631100091
104,2121,-0.000524295672814534,-0.00101964889844852,-0.00661252524962086
105,2034,8.68726918551443e-06,4.0153948823396e-05,-0.00145501829543526
106,2114,0.000278624389573323,0.000543261279781326,0.00167330285780831
107,2220,-0.000206501497174855,-0.000369569672016179,-0.00317341811096306
108,2063,-0.000208694391391873,-0.000393172586240942,-0.00237505809596972
109,2135,-0.000212264337281637,-0.000426338744538457,-0.00229792821709951
110,2188,5.97265498353261e-05,0.000150037671632353,-0.00164697557696913
111,2010,-0.000248069338771389,-0.000448156654802689,-0.00268956552252131
112,2159,-0.000480731426321629,-0.000996264905486099,-0.00479477959874441
113,2183,-0.000706698277426254,-0.00141480180999287,-0.00734991268947072
114,2119,-2.49047289714033e-05,3.32672480607421e-06,-0.00162310615221739
115,2168,8.66022609946615e-05,0.000274502450228087,-0.000849784004268272
116,1933,-0.000140264870762241,-0.000297522328664646,-0.00233967582804795
117,2065,0.000496328169424659,0.00102419326555436,0.00251221354725883
118,2085,-0.000498717391121922,-0.00102861290815026,-0.00315586185151395
119,1980,-0.00039976876190248,-0.000794833541432838,-0.00350024116444736
120,2187,0.000558419387380354,0.00121939987711606,0.0019345433913639
121,2083,0.000129947290004706,0.000252250417028699,-0.00236505961386702
122,2019,-0.000490258781477321,-0.000908944126684075,-0.00702806859402882
123,2131,0.000664146524697679,0.00139217106103962,0.00345113418601539
124,2050,-0.000198950385037616,-0.00040517056337408,-0.00145244404613831
125,2109,0.000459861499801095,0.00093053448289826,0.00385076566804876
126,2011,0.000187010424511913,0.000542711985792588,-0.00298389279235023
127,1963,-7.97268227676895e-05,-0.000132317463826581,-0.00143677257493546
128,2041,-5.23353421929829e-05,-0.000113473660160235,-0.000441533236293035
129,2098,-0.000398295302781293,-0.000829249706726154,-0.00365780651340997
130,2225,-3.92148542699977e-05,8.97536672767041e-05,-0.00407900036362852
131,2171,-0.000201174732551518,-0.000373876375237558,-0.00225282042305486
132,2082,-0.000474810630036182,-0.0010361458950463,-0.00436199949447647
133,2139,-0.000776503914739962,-0.00151572605070582,-0.00602652563436878
134,2012,-0.000599829292388554,-0.001158779534982,-0.00704278332883601
135,2138,-0.000592771279476101,-0.00128442275080221,-0.0027819372849387
136,2126,-7.04882965838483e-05,-0.000112049794940949,-0.00153375324721539
137,2088,0.000384077798919774,0.000824928152875937,0.00054163807499763
138,1985,-2.02071613217281e-05,7.49036260754288e-05,-0.00332044739961856
139,1949,-0.00016578287776986,-0.00031656657875867,-0.00216836924595198
140,2198,0.000422051060024992,0.000950051450739564,0.00084607261389924
141,2048,-9.51181471031959e-05,-0.000143720353636523,-0.00263443091680515
142,2248,0.000225376020616563,0.000472694548588226,0.00041830107911911
143,2205,-0.000160875600300286,-0.000308394791164956,-0.00193546667732669
144,2133,9.90767634255763e-05,0.000298629759290736,-0.000719559840854478
145,1996,-0.000437326381766162,-0.000843458467620239,-0.0047418597903931
146,2132,0.000122901308331785,0.000330756162571499,-0.00254746239759052
147,2113,0.000447691237960041,0.0010127751713207,0.000760892224306864
148,2175,4.11098041650793e-05,0.000151830105369566,-0.00165172617016651
149,1990,-0.000764704206357908,-0.00155702901162269,-0.0058292102334121
150,2112,-0.000748354629522052,-0.00151567139384767,-0.00595641977276351
151,2106,-1.29165591888358e-05,3.59029375696096e-06,-0.00218362192041577
152,2053,0.000288720165913886,0.000617937704317062,-0.000564592248582851
153,2058,0.000123445005013378,0.000361278976578339,-0.00182211571484181
154,2111,0.000526771491193179,0.00123329048983511,-0.000662816535642596
155,2053,0.000625832288896122,0.0012809114866833,0.00435002138024765
156,2058,0.000238955885676351,0.000560678490330813,0.000998604348646626
157,2076,0.000402352710914794,0.000865688867892178,0.00180100278635109
158,2167,-0.000143251836860703,-0.000205787303545923,-0.00304071551972862
159,2024,0.000554747392497973,0.00120603696425925,0.00249165739710788
160,2216,-9.00896826585007e-05,-0.00010999763559072,-0.00330557994390135
161,2092,0.000391989025790407,0.000831274191109732,0.00240884208681158
162,2144,-0.000198920169067085,-0.000487960514083841,-0.00160332848192268
163,2173,-0.000129042246486466,-0.000127268141673964,-0.00281352407145152
164,2206,0.000232837506606104,0.000508894881631639,0.000269626082548657
165,2317,-0.000159131204823248,-0.000249235710659379,-0.00260193286441357
166,2128,-0.000410846979714857,-0.000813408631971102,-0.00456965414619159
167,1960,6.17327435533388e-05,0.000107615597543465,0.0014515826933883
168,2206,-0.000311148113141507,-0.000634565549496036,-0.0015842680930902
169,1999,-9.9276521152436e-06,2.14692686728579e-06,-0.0021424420194035
170,2016,-0.000305309869475856,-0.000639935541358883,-0.00261953181512187
171,2081,0.000275630171823693,0.000577777840473304,0.000378830291493992
172,1964,-9.44614349317474e-05,-0.000224505672346775,-0.00107040812876169
173,2269,-2.46810429658517e-05,5.53269250380684e-06,-0.00263835475868812
174,2130,-0.000862877274841467,-0.00174619567532297,-0.00608153865783223
175,2131,0.000862333442187474,0.00182113831244346,0.00428828764238276
176,2284,-0.000623907094817661,-0.00117593120471504,-0.00775257869571666
177,2223,-0.000177151305837814,-0.000318631172814832,-0.00363452980043188
178,1960,1.97492999114701e-05,0.000122998272658048,-0.00302421368866801
179,2110,-0.000188842865383343,-0.000349898711145546,-0.00329986459535958
180,2142,0.000246387664741055,0.000572290417056531,0.000191898705651949
181,1992,0.0001774647184552,0.000468387574313445,0.000422970787430588
182,2080,0.000637667594036245,0.00140084173462163,0.0028861843766369
183,2183,-0.000520085874127746,-0.00107885092850057,-0.00405151491427225
184,1975,-4.06984854239567e-05,2.06225028750451e-05,-0.00223613966443392
185,1937,-0.000178518474976602,-0.000416851152633013,-0.00069120302728598
186,1906,-0.000430680348135121,-0.000812204128537664,-0.00486129723934592
187,2059,6.69828657738625e-05,0.0001160129242187,0.00127932785276774
188,2021,-8.57720168765397e-05,-0.000131526857956699,-0.000729517396184098
189,2110,-0.000298596548876456,-0.000581480248086685,-0.00281684758725531
190,2094,-0.000379667912018739,-0.000786953883997521,-0.00325888702773114
191,2051,0.00022536547601873,0.000460681280461839,0.00149984962697791
192,2079,7.76241539573452e-05,0.000159740234876971,-0.000795400998963358
193,2164,-0.000123557037608552,-0.000228303031048926,-0.00259462441705538
194,2284,0.000217204307047775,0.000433992016820706,0.00109477428261529
195,2211,0.000120331592600303,0.000281461291332108,-0.000538298343940924
196,2161,-0.000541601628786026,-0.00107590512971623,-0.00443126592974163
197,2073,0.00038743311280301,0.00084893716217227,0.00276484972039459
198,2103,-0.000672213422648366,-0.00146381173928878,-0.00544846161624524
199,2256,-7.56489879443767e-05,-0.000194811686746621,-0.00128425067042504
200,2095,0.000217181550362211,0.000412523388602315,0.00228864653987659
201,2165,-0.000680275076232167,-0.00143258044231598,-0.00509974093264254
202,2039,0.000254128698327916,0.000601267812646911,9.16143620132148e-05
203,2131,0.000474058378475167,0.00100593298765506,0.00249981274810873
204,2093,-0.000239879964438555,-0.000468910426497438,-0.00291545189504372
205,2023,0.000364867659953333,0.000826854075105632,0.000371860882602437
206,2196,-2.00172034366952e-05,1.36794660597905e-05,-0.00282038776881099
207,2084,-0.000345292787683887,-0.000623015947575967,-0.00389228130104891
208,2238,-0.000555554894846655,-0.00110680275999364,-0.00519773556016678
209,2070,-0.000846206013178336,-0.00170695554040767,-0.00547962056158779
210,2044,-0.000717359857537014,-0.00142001054834495,-0.00666695536277073
211,2101,-0.000186730369674926,-0.000370536035834812,-0.00395176945581155
212,2093,0.000320430776024172,0.000720918464443443,0.000153936913518726
213,2176,-0.000334269359271749,-0.000647183998788381,-0.00322494485800939
214,1945,0.000388686501846675,0.000949478995057151,5.71077233125772e-05
215,1976,-0.00104211045747449,-0.00209754134358731,-0.00962466446337407
216,2010,-0.000413515758593941,-0.000780619513717329,-0.00568517130279456
217,1785,-0.000143116528834059,-0.000326150880089915,-0.000932139246872077
218,1935,0.000379097357473018,0.000812432327340962,0.00156512552524091
219,2124,7.86633213108734e-05,0.000190303944014758,0.000246981437773242
220,1979,0.000108775543575412,0.000209494259918452,0.000548981271866644
221,2122,-0.000225917078835292,-0.0003559491734616,-0.00148498331979674
222,2009,-0.000211032183630944,-0.000435261976387213,-0.00207583837378844
223,2088,7.63600544323173e-05,0.000214022812956238,-0.00226487527528052
224,2028,-4.72427469498382e-05,-8.93630919983623e-05,-0.000842633950416727
225,2107,-0.000287140183997503,-0.000561865744216461,-0.00310277602350417
226,2027,-0.000251810721596052,-0.000495406679992705,-0.00381968916868747
227,1997,-0.000156619462955948,-0.000309089229516779,-0.00265372910829864
228,2112,-0.000606947511527706,-0.00115004597637758,-0.0056941253091749
229,2060,0.000179470397633913,0.000381219358209006,-0.000373563218390771
230,2123,-0.00023158486260802,-0.000470129144328202,-0.0019373665865059
231,2078,0.000299493036813314,0.000682197244592064,0.000143719323724922
232,2205,-0.000274581671049073,-0.000479503950614357,-0.00321729765251366
233,2093,0.00026517748909366,0.000563201697685201,0.00116351383964197
234,2236,-0.000599822180551712,-0.00115375887455937,-0.00556531998172294
235,2246,-0.000330360089481674,-0.000665375492746145,-0.00285057155278234
236,2106,-0.000916443290085805,-0.00182733552133474,-0.00888548323985916
237,2145,-0.000209494472770549,-0.000371559675437338,-0.0029441736818786
238,2100,-0.00088670842084676,-0.00184941251528059,-0.00516572665044712
239,2035,0.000223762887062245,0.000584717536402435,-0.00151991542025065
240,2214,0.000250536138992119,0.000575468996906081,-0.00195327260360778
241,1985,0.000649248146393194,0.00141315201117165,0.00139402257846111
242,2077,0.000305110497757305,0.000780559683939086,-0.00048343492541425
243,1998,-0.000239046629983392,-0.000501491126657316,-0.00184497201079281
244,2172,-0.000307939250590111,-0.000715153767232191,-0.00193730552333204
245,2117,0.000506137085531849,0.0010369193135098,0.00297425099156823
246,2106,0.000583751790692616,0.00119638263381761,0.00367240274866054
247,2022,0.000230444261974688,0.000521122940971397,0.000811228560031907
248,2090,-0.000440196671604193,-0.000848623170122242,-0.00431252322556663
249,2165,-0.000541483806608289,-0.00106054481725948,-0.005304154878219
250,2023,-0.00076359634341755,-0.00153123929198529,-0.00704897117802128
251,2082,0.000588586193760954,0.00124504460086028,0.00164626038367299
252,2048,-0.00102890523508878,-0.00201354557145106,-0.0106625118677683
253,2090,-0.000476626860720752,-0.000918491421117662,-0.00567671322388308
254,2221,0.00103465547024892,0.00213533151663869,0.00618427518427522
255,2110,-0.000442468416982006,-0.00085928415651404,-0.00554359487357914
256,2040,0.000502192111781263,0.00101948399637641,0.00321095494294221
257,2179,0.000545128534562123,0.00112870286987676,0.0037346865077742
258,2143,0.000115029817525897,0.00026240809223077,-0.00111842082142877
259,2205,5.58649735796224e-06,1.44376383015565e-06,0.000238381992607728
260,2047,-0.000287581378228846,-0.000555222004878675,-0.00429356802143599
261,2062,0.000560987619660447,0.00117531514121338,0.00227862354400143
262,2222,-0.000609522100470106,-0.00123491968088718,-0.00566813339509042
263,1998,-0.000221292908984955,-0.000362777336876396,-0.00529661881899546
264,1999,-0.000114893646629949,-0.000221914946201829,-0.00164133304788416
265,1983,8.81363159110637e-05,0.0002018562138002,-0.00094835542178684
266,2236,0.000652022127832691,0.00147431733506331,0.00295088758117379
267,2133,0.000300744854773188,0.000697672671307048,0.000691521186824362
268,2247,-0.000378492414399384,-0.000839775368101314,-0.00104466231110956
269,2149,-0.000284616050011371,-0.000496389037081602,-0.00411779833591086
270,2119,-0.000199371005588755,-0.000423232771117221,-0.00281982743728926
271,2183,0.0002962260835907,0.000741477878360097,-0.000131601290541572
272,2143,-0.000235149276831909,-0.000420020386217357,-0.00315726315900766
273,2097,-0.000392429335275751,-0.000794064763414148,-0.00322296557236312
274,2088,-0.000127118478513072,-0.000241095832509197,-0.00315312423532788
275,2065,-0.000104203227534322,-0.00023435500603719,-0.00162570644765614
276,2054,0.000467823920001859,0.00108693790120074,0.000681557564322866
277,2145,0.000107417730721371,0.000326890239367938,-0.00130351963517317
278,2004,0.000372632786255267,0.000809281991962618,0.00325975513223453
279,1900,-0.000751962851233967,-0.00155124723140654,-0.00574387537530996
280,2027,2.71920610515619e-05,0.000117981855192628,-0.000536501908661169
281,2144,0.00053076971692595,0.00116755629476972,0.0023776281898813
282,1921,0.000433239703822919,0.000963837528214717,0.00218581047464272
283,2083,-2.01422363030057e-05,0.0001314828013258,-0.00353104160796458
284,2082,-0.000726014963023186,-0.00145803677748657,-0.00675022978608586
285,2102,-0.000360322707019411,-0.000699300130491021,-0.00350896566956094
286,2109,4.96799836908202e-05,0.000165665866753484,-0.00136286201022151
287,2172,0.000164399018770633,0.000367872651116041,-0.00119541188308891
288,2074,-0.000704868527659969,-0.0013929305785676,-0.00665827428016441
289,2092,0.000400261339558811,0.000940104241551998,0.000538252057736277
290,2033,-8.77113352916459e-05,-0.000118659047209202,-0.00270032999678627
291,2117,-0.000119498286991399,-0.000258084513613088,-0.00107352334487276
292,2036,0.00021484593731913,0.000486283689338673,-0.000800578835074894
293,2113,-0.000326277044873258,-0.000578903951246823,-0.00462790135927438
294,2050,-0.000196415841592551,-0.000308178029825745,-0.00353430013253619
295,2014,0.000326421128857307,0.00069916696594563,0.00234890598694426
296,2091,-0.000358250197441595,-0.000744209456021605,-0.00298042425205347
297,1988,-0.000156278624087791,-0.0003404378436902,-0.000924891466817734
298,2205,0.000474995902303488,0.00107142239408886,0.00222362184729341
299,2176,0.000130555457713427,0.00025583612906277,-0.000674468909297343
300,2026,0.000163224026626191,0.000402801089307014,-0.000933692039879697
301,2095,0.000513027278903122,0.0011864169164576,0.000527309569862799
302,2071,0.000413654878090419,0.000878182813537354,0.00178316350369689
303,2177,0.000118705540049197,0.00031312207656442,-1.10701798309298e-05
304,2124,-0.00011909132929061,-0.000214350710492917,-0.00368507566688714
305,2127,-0.00056829163183772,-0.00109357790667486,-0.00449945967187348
306,2080,4.99689617465271e-05,0.000157739069226559,-0.00154341774425293
307,2066,-0.0001603689012451,-0.000278233663719929,-0.00297822942833215
308,2026,8.41341824808772e-05,0.000159964404018886,0.00198719439953743
309,2155,0.000152783342327711,0.000449354963498183,-0.00223670523593955
310,2078,-0.000120836631822913,-0.000269806512393056,-0.000246867980280729
311,2169,-0.00046670412842853,-0.000889986523449182,-0.00515424399252984
312,2252,-0.000104103004252842,-0.000167241403430607,-0.0023202978098672
313,2073,1.33016704658706e-05,6.32004640843675e-07,0.000362985928929138
314,2180,0.000478251793502776,0.00101340572643249,0.00335427740408978
315,1982,-0.000600375713833368,-0.00116702962038617,-0.00640134210865906
316,2123,0.000250332746019405,0.000595272990469908,9.88762267395416e-06
317,2094,0.000123681584117602,0.000253448445968418,6.92095804516457e-05
318,2122,0.000830968329402243,0.00171043633528567,0.00595764111793073
319,2088,0.000130044755449393,0.000274039011767147,0.00195189092319914
320,2051,-0.000332946797883205,-0.000654785315742812,-0.00449546466744399
321,2127,0.000279467325418975,0.000601382594650812,0.000115995824150339
322,1955,-0.000391816079946788,-0.000814987898373198,-0.00394513538843433
323,2017,-0.000411649161866451,-0.000854552640618511,-0.00474927570307615
324,2077,0.000353824397468755,0.000776999442783977,0.00122391536263078
325,2124,6.27213526951387e-05,0.000133211014074375,0.00055739853048653
326,2208,-0.000656790365999693,-0.00131336890501943,-0.00664291903340719
327,2026,-0.000610557852139648,-0.00120248629225839,-0.00553225750682895
328,1940,-0.0004755774029504,-0.000892496602613924,-0.00555364702410888
329,2094,-0.000322190498488334,-0.00070387720609566,-0.00327407455256001
330,1962,-0.000322096918898368,-0.000629645396771239,-0.0034871558887446
331,2061,0.000235177042660739,0.000535530346922775,-0.000296682857436226
332,2133,0.000305026987422546,0.000652402712479794,0.000909199441205377
333,2063,0.000309877678238674,0.000673013229186226,0.00107489033469199
334,2194,9.64105803502036e-05,0.000284587081936905,-0.00189130884482402
335,2120,0.000408343107071663,0.000892635944978459,0.000820650754357111
336,1990,0.000143914875834233,0.000282962318344682,0.000340070403764714
337,2241,-0.000748601582872488,-0.00150674070717105,-0.00799197303970856
338,2097,-0.000281713428451208,-0.000528428115337043,-0.00322491294713512
339,2104,-0.000130308281062613,-0.000250072139400093,-0.00376562364724153
340,2083,3.70494672543298e-05,0.00015441449609388,-0.00198765971265713
341,2091,-0.000213481016076406,-0.000457754140674838,-0.00108591962805515
342,2124,-0.000339025212059946,-0.000620630090897856,-0.00509652129611315
343,2133,9.17997448963981e-05,0.000197673148859212,-0.00154343214499719
344,2034,9.74515281092769e-05,0.000260747459381649,-0.00177892337490548
345,1939,0.000167390329132794,0.000409435008475789,-0.00255767031354526
346,1917,-0.000469001757167381,-0.00106676301865483,-0.00242398672838351
347,2121,-0.000324633457033402,-0.000610242821607043,-0.00370518454460422
348,1991,-0.000379800611610331,-0.000742788794598326,-0.00450054254830756
349,2182,-0.000884871659829561,-0.00184501727937325,-0.00684631977070593
350,2181,0.000626292722319011,0.00139595568819673,0.0007518510037402
351,2036,-0.00036284439086634,-0.000703065267953273,-0.00468896851503764
352,2014,1.23320895069889e-05,9.83093461388584e-05,-0.000676826427159827
353,2151,7.42427150510483e-05,0.000171331410582121,-0.000234789495447862
354,2133,-0.00067735495656987,-0.00130169323857965,-0.00633942547625554
355,2139,0.000136261564350926,0.000328616209041677,0.000211266730461013
356,2026,0.000472835421083534,0.000979439235944679,0.00269331293427677
357,2010,-0.000399238160487425,-0.000747852193311638,-0.00509416903870585
358,2061,-0.000754173061754154,-0.00154492751528335,-0.0064327685419564
359,2064,-0.000709663449073028,-0.00141020525061997,-0.0068701602310286
360,2122,0.000532341882531678,0.00122184317423479,0.0007615411791001
361,1895,0.000391027356910489,0.000801249322820663,0.00351670264576054
362,2225,0.000285215721692683,0.000596541056293032,0.00344526888351582
363,2057,0.000369253395669566,0.000856131034517205,-0.00014796994778099
364,2065,0.000123338470605056,0.000322972906464769,-0.000791109294209336
365,2243,-0.000609697318230962,-0.00123083087426767,-0.00430238309534803
366,2162,-0.000384803103436249,-0.000759199133670618,-0.00253547673378218
367,2028,-0.00090987144523566,-0.00186566094506446,-0.00773075520241928
368,2118,-0.000380876854745554,-0.000766676200700589,-0.00292786797977107
369,2080,2.84972029848951e-05,0.000121488981030038,-0.00103808267065941
370,2166,-0.00065648463360779,-0.00128468247601965,-0.00602262735615755
371,2145,0.000491103713015167,0.00110141457345803,-3.31382155202009e-05
372,2105,6.36616327314155e-05,0.000175851114539771,-0.00103021978021978
373,2142,0.000152043912475808,0.000315738241414953,0.00121764508238942
374,2086,0.000260475028795365,0.000522336183593874,0.00164753877880386
375,2070,-0.000609281885762147,-0.00126246390466589,-0.003546471743193
376,2140,-0.000546194486707008,-0.0010235610917616,-0.00600200660380978
377,2139,-5.81944138598467e-05,-0.000116883073343121,-0.00122661787592304
378,2134,0.000408200093646255,0.000971048453571988,-0.000467969307637484
379,2027,-0.000326646446310724,-0.000551467268999128,-0.00458944299000075
380,2047,-0.000511362906614937,-0.000908002488604231,-0.00686925187417886
381,2163,-0.000415256664776237,-0.000884614270155071,-0.00334808860090607
382,2100,0.00036345495031706,0.000918648639732234,-0.00134548496295128
383,1975,-0.000492763458761036,-0.000988894267002771,-0.00596167670608061
384,2083,0.000323075723773408,0.000713544643891728,-0.000519730059049595
385,2082,-0.000180045023504688,-0.000270967486639462,-0.00254702542813146
386,2044,0.000232718573842133,0.000562224560248237,3.15362521348117e-05
387,2152,0.000287825798557489,0.000655066215244693,-0.000599986802026886
388,2041,0.000378324463238516,0.000802625783091648,0.00124579556135562
389,2082,0.000200184312262625,0.000573256952059897,-0.00117561575436909
390,2015,1.17423742499734e-05,4.61211978802778e-05,-0.00073243070542417
391,2226,-0.000150352368743445,-0.00026715640320385,-0.00265654772621182
392,2149,3.65609117761179e-05,0.000125722241492876,-0.00178110003691401
393,2151,2.85185308937785e-05,5.21556461487993e-05,-0.00152357616310117
394,2026,-0.000115515775147873,-0.000129447329367705,-0.00338207500248688
395,2092,-0.000425377777344638,-0.000922867555484319,-0.00381167018691064
396,2098,-4.72251528844669e-05,-0.000116693149203262,-0.0016550379079221
397,2078,-0.000313676426067944,-0.000583572201703575,-0.00375172697061343
398,2091,-0.000295138295205333,-0.000693364261760476,-0.00238332213007919
399,1918,0.00019124104380755,0.000468412251228068,0.000482527007725886
400,2131,-0.000445550132911116,-0.000903191869764952,-0.00437191415280114
401,2044,-0.000111580689880292,-0.000257834823679803,-0.000808807575475745
402,2098,0.000549067288879185,0.00117277474870048,0.00299131064976133
403,1917,-7.04996009441294e-05,-0.000197905533227072,0.000846859173112335
404,2250,5.50317862686445e-05,0.000187818538391227,0.000212441879108516
405,2181,2.91743685964796e-05,0.0001384771296562,-0.00138065217760697
