population,candidate_identity,metric,date_clusters,bootstrap_draws,point_delta_candidate_minus_raw,ci95_low,ci95_high,fraction_favoring_candidate,fraction_favoring_raw,unadjusted_two_sided_bootstrap_p,seed,family_size,holm_adjusted_p,holm_significant_0_05,interpretation
FROZEN_2025_VALIDATION,CORE_1,mae,185,10000,0.007113085612857164,-0.00946883095384211,0.02343966072970885,0.2043,0.7957,0.4086,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,log_loss,185,10000,-0.0034166093942348606,-0.0059794872929801604,-0.000857840003075003,0.9957,0.0043,0.0086,20260833,80,0.6794,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CORE_1_PLUS_PARK_HISTORY_DEPTH,mae,185,10000,-0.01505526180369432,-0.025954918859085484,-0.003967491682873598,0.9962,0.0038,0.0076,20260833,80,0.608,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CORE_1_PLUS_PARK_HISTORY_DEPTH,crps,185,10000,-0.005457164617115208,-0.012213231957269838,0.0011234330727794054,0.9463,0.0537,0.1074,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CORE_1_PLUS_PARK_HISTORY_DEPTH,brier,185,10000,-0.000714716154577607,-0.0014842989012110715,5.797692153788324e-05,0.9655,0.0345,0.069,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CORE_1_PLUS_PARK_HISTORY_DEPTH,log_loss,185,10000,-0.0015484793377317867,-0.0032683316888419936,0.00018142032009297798,0.9605,0.0395,0.079,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CONSERVATIVE_SURVIVOR_CORE,mae,185,10000,-0.007731423861481713,-0.016341009530203628,0.0009348870633896887,0.9591,0.0409,0.0818,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CONSERVATIVE_SURVIVOR_CORE,crps,185,10000,-0.003869347564489616,-0.009044851970435733,0.0012141411346488285,0.9263,0.0737,0.1474,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CONSERVATIVE_SURVIVOR_CORE,brier,185,10000,-0.0005092502204952935,-0.0010986893581896098,8.57631726831079e-05,0.9532,0.0468,0.0936,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
FROZEN_2025_VALIDATION,CONSERVATIVE_SURVIVOR_CORE,log_loss,185,10000,-0.0011000352214113225,-0.002432547487481522,0.0002462640114357204,0.9459,0.0541,0.1082,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1,mae,98,10000,0.01562713820093322,-0.018644319637401898,0.05011952187097758,0.191,0.809,0.382,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1,crps,98,10000,-0.02370367128263368,-0.04439027621041116,-0.0019944279957329423,0.9848,0.0152,0.0304,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1,brier,98,10000,-0.0027062484397163637,-0.0051343501728231674,-0.0002142802532781867,0.9832,0.0168,0.0336,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1,log_loss,98,10000,-0.006419268381483337,-0.011879607523254575,-0.0007993450308376781,0.9877,0.0123,0.0246,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_LEAGUE_TOTAL,mae,98,10000,0.020145679864991835,-0.01717534597876599,0.05797941289439763,0.1518,0.8482,0.3036,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_LEAGUE_TOTAL,crps,98,10000,-0.024235085280560575,-0.04668980145355335,-0.0007466403605845679,0.9788,0.0212,0.0424,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_LEAGUE_TOTAL,brier,98,10000,-0.0027575095383213784,-0.005391214259393052,-4.2891567710681924e-05,0.9765,0.0235,0.047,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_LEAGUE_TOTAL,log_loss,98,10000,-0.006526439646409952,-0.012429074540950177,-0.0004618611177273997,0.9821,0.0179,0.0358,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,mae,98,10000,0.011534689949016439,-0.020438430348369792,0.043131616001039756,0.2402,0.7598,0.4804,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,crps,98,10000,-0.02076356241963751,-0.04051717093713199,-4.659027737452648e-05,0.975,0.025,0.05,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,brier,98,10000,-0.002417778119556901,-0.004756370719218344,-6.717579182311927e-05,0.9788,0.0212,0.0424,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,log_loss,98,10000,-0.005818857040285276,-0.01109026749283425,-0.0005364560392680215,0.9841,0.0159,0.0318,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_PARK_HISTORY_DEPTH,mae,98,10000,-0.002519005902690324,-0.01891011215001088,0.013333802677894293,0.6193,0.3807,0.7614,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_PARK_HISTORY_DEPTH,crps,98,10000,-0.0037052376466224684,-0.014303020478584401,0.007115228644645338,0.7552,0.2448,0.4896,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_PARK_HISTORY_DEPTH,brier,98,10000,-0.000503759796232008,-0.0017452684873432473,0.0007194895252555935,0.7911,0.2089,0.4178,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CORE_1_PLUS_PARK_HISTORY_DEPTH,log_loss,98,10000,-0.0014586714082667946,-0.004298791628640313,0.0013689843937828375,0.8485,0.1515,0.303,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CONSERVATIVE_SURVIVOR_CORE,mae,98,10000,-0.005272128216625726,-0.018078156885534817,0.007245716849445927,0.7924,0.2076,0.4152,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CONSERVATIVE_SURVIVOR_CORE,crps,98,10000,-0.006458735358633781,-0.014150562030572678,0.0012104769288248686,0.9517,0.0483,0.0966,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CONSERVATIVE_SURVIVOR_CORE,brier,98,10000,-0.0007647569245885195,-0.0016861913398661657,0.0001599344677650649,0.9502,0.0498,0.0996,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_SEQUENTIAL_EARLY,CONSERVATIVE_SURVIVOR_CORE,log_loss,98,10000,-0.001953151393448253,-0.0040428159075583696,0.0001509342454607372,0.9651,0.0349,0.0698,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1,mae,33,10000,0.07117930850210663,0.0044514108074794265,0.13390749878181146,0.0179,0.9821,0.0358,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1,crps,33,10000,-0.034013106257509994,-0.07586623448309882,0.006307093196788615,0.9507,0.0493,0.0986,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1,brier,33,10000,-0.002770568375458377,-0.007697347923774488,0.0019855583603511397,0.87,0.13,0.26,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1,log_loss,33,10000,-0.007130877125717847,-0.018551177332332944,0.0037540668441309964,0.8978,0.1022,0.2044,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_LEAGUE_TOTAL,mae,33,10000,0.08125785251561057,0.010302590787033,0.14863907372582025,0.0126,0.9874,0.0252,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_LEAGUE_TOTAL,crps,33,10000,-0.033647284701850265,-0.07835138839054288,0.00921824098487785,0.9362,0.0638,0.1276,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_LEAGUE_TOTAL,brier,33,10000,-0.0026007299914585246,-0.007833749342937218,0.0024636630881460834,0.8371,0.1629,0.3258,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_LEAGUE_TOTAL,log_loss,33,10000,-0.00680262884987024,-0.018810561941289845,0.004752421832978072,0.8725,0.1275,0.255,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,mae,33,10000,0.054373186507331146,-0.007218083402134818,0.1122524784613397,0.0418,0.9582,0.0836,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,crps,33,10000,-0.03041985662043512,-0.06957949270642126,0.007017451704143387,0.9443,0.0557,0.1114,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,brier,33,10000,-0.002735818490158823,-0.007457072636749967,0.0017637444657466667,0.881,0.119,0.238,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,log_loss,33,10000,-0.0069193084711838965,-0.01783206669814315,0.0034230706313946434,0.9033,0.0967,0.1934,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_PARK_HISTORY_DEPTH,mae,33,10000,-0.011900246272985368,-0.041800389435888624,0.014766281940257824,0.7929,0.2071,0.4142,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_PARK_HISTORY_DEPTH,crps,33,10000,-0.01379354923182279,-0.033087539097632505,0.003139179371259548,0.9383,0.0617,0.1234,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_PARK_HISTORY_DEPTH,brier,33,10000,-0.0016748892693028313,-0.003990873546502986,0.00031988336674496483,0.9461,0.0539,0.1078,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CORE_1_PLUS_PARK_HISTORY_DEPTH,log_loss,33,10000,-0.0038906559646089646,-0.009373227042853587,0.0007521275761777917,0.9437,0.0563,0.1126,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CONSERVATIVE_SURVIVOR_CORE,mae,33,10000,-0.014906708876325834,-0.03823518425542718,0.005553679282358076,0.9156,0.0844,0.1688,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CONSERVATIVE_SURVIVOR_CORE,crps,33,10000,-0.014846817225193298,-0.030922201228674482,-0.0004553324008880836,0.9791,0.0209,0.0418,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CONSERVATIVE_SURVIVOR_CORE,brier,33,10000,-0.0016514351413981095,-0.0035375587410580445,-5.996990441252487e-07,0.975,0.025,0.05,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
2026_LATE_HOLDOUT,CONSERVATIVE_SURVIVOR_CORE,log_loss,33,10000,-0.0038326640848639617,-0.0083105884025454,2.284851873717612e-05,0.9741,0.0259,0.0518,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1,mae,12,10000,0.0964397392955371,-0.00232388262073618,0.1855863924882881,0.0282,0.9718,0.0564,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1,crps,12,10000,0.0031656828007797077,-0.05049698043152936,0.054642395978695815,0.4607,0.5393,0.9214,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1,brier,12,10000,0.00022186008327966256,-0.007286326355944837,0.0070739061440031085,0.4712,0.5288,0.9424,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1,log_loss,12,10000,-0.0004992040463881895,-0.017766361692884994,0.015048805071023843,0.5211,0.4789,0.9578,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_LEAGUE_TOTAL,mae,12,10000,0.10539131665038799,-0.0013358857423902447,0.2002990583637909,0.0265,0.9735,0.053,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_LEAGUE_TOTAL,crps,12,10000,0.005461372495221743,-0.05125025136322597,0.05956654223889534,0.4302,0.5698,0.8604,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_LEAGUE_TOTAL,brier,12,10000,0.00046547807413608395,-0.007548998376904032,0.007673335479897725,0.4467,0.5533,0.8934,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_LEAGUE_TOTAL,log_loss,12,10000,-1.856807965268879e-05,-0.01830513710999862,0.01640844145654546,0.496,0.504,0.992,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,mae,12,10000,0.08524480024221608,-0.003954174599381542,0.1682866483604506,0.0305,0.9695,0.061,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,crps,12,10000,0.0069409676108825,-0.044080945866655334,0.05596554928400319,0.4008,0.5992,0.8016,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,brier,12,10000,0.0006181790241407462,-0.006414526560369654,0.007109958344122689,0.4266,0.5734,0.8532,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_HOME_STARTER_PRIOR_STARTS,log_loss,12,10000,0.0004277817032795225,-0.015714088268153948,0.015319095338361437,0.4768,0.5232,0.9536,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_PARK_HISTORY_DEPTH,mae,12,10000,0.017307265205036462,-0.024758447452160826,0.05732701236589716,0.2072,0.7928,0.4144,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_PARK_HISTORY_DEPTH,crps,12,10000,0.003944493121977337,-0.023913013201707103,0.031704640375086045,0.398,0.602,0.796,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_PARK_HISTORY_DEPTH,brier,12,10000,0.0005210844197974307,-0.002894895672763692,0.003798342988772172,0.3843,0.6157,0.7686,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CORE_1_PLUS_PARK_HISTORY_DEPTH,log_loss,12,10000,0.0009461122351739256,-0.007047365586688908,0.008645934573562677,0.4127,0.5873,0.8254,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CONSERVATIVE_SURVIVOR_CORE,mae,12,10000,0.005303475904496484,-0.032053721624179195,0.04420833420680965,0.4028,0.5972,0.8056,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CONSERVATIVE_SURVIVOR_CORE,crps,12,10000,-0.002137565465600173,-0.02607539474863648,0.023241618084024345,0.5859,0.4141,0.8282,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CONSERVATIVE_SURVIVOR_CORE,brier,12,10000,-9.596234026082486e-05,-0.0030063555234322967,0.002917011686889221,0.54,0.46,0.92,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
PROSPECTIVE_AUG17_28_CLEAN_RAW,CONSERVATIVE_SURVIVOR_CORE,log_loss,12,10000,-0.00027976801257963927,-0.00712051529321932,0.006697891368682542,0.5472,0.4528,0.9056,20260833,80,1.0,False,FWER sensitivity across complete predeclared candidate-period-metric family; not independent confirmation
