requested_slate_date,source_derived_slate_date,game_pk,player_mlb_id,team_mlb_id,batting_order_position,lineup_status,source_observation_timestamp,ingestion_run_id,source_payload_sha256
2026-07-30,2026-07-29,822947,691406,139,3,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,683748,139,4,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,676356,139,5,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,802415,139,6,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,810938,139,7,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,663743,139,8,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,670764,139,9,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,694671,140,1,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,677649,140,2,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,607043,140,3,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,669394,140,4,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,670032,140,5,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,695508,140,6,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,696030,140,7,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,694497,140,8,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,822947,642851,140,9,CONFIRMED,2026-08-01 00:12:47.107691+00,14951a25-57cb-49f1-88c1-15424cac4f94,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-30,2026-07-29,823022,691718,112,1,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,673548,112,2,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,683737,112,3,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,608324,112,4,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,664023,112,5,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,681909,112,6,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,608348,112,7,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,621020,112,8,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,663538,112,9,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,802139,138,1,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,691023,138,2,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,671056,138,3,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,676475,138,4,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,691026,138,5,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,665877,138,6,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,663494,138,7,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,701675,138,8,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823022,663457,138,9,CONFIRMED,2026-08-01 00:12:47.747364+00,14951a25-57cb-49f1-88c1-15424cac4f94,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-30,2026-07-29,823192,678545,137,1,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,805811,137,2,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,671218,137,3,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,701852,137,4,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,808982,137,5,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,642715,137,6,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,691740,137,7,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,687551,137,8,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,683766,137,9,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,668930,158,1,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,694192,158,2,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,641343,158,3,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,687401,158,4,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,596142,158,5,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,669003,158,6,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,800325,158,7,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,683734,158,8,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823192,806198,158,9,CONFIRMED,2026-08-01 00:12:46.769061+00,14951a25-57cb-49f1-88c1-15424cac4f94,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-30,2026-07-29,823273,664983,115,1,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,694249,115,2,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,696100,115,3,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,681198,115,4,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,650489,115,5,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,666397,115,6,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,666160,115,7,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,687859,115,8,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,664954,115,9,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,665487,135,1,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,630105,135,2,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,592518,135,3,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,664034,135,4,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,701538,135,5,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,687749,135,6,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,657757,135,7,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,593428,135,8,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823273,666023,135,9,CONFIRMED,2026-08-01 00:12:46.939644+00,14951a25-57cb-49f1-88c1-15424cac4f94,e2490974985ac1bdae0dae4258f1ccbd7d310a403dff2bdee1a8be5c773c4fd3
2026-07-30,2026-07-29,823351,682998,109,1,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,672695,109,2,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,672515,109,3,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,606466,109,4,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,596146,109,5,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,571448,109,6,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,694374,109,7,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,545121,109,8,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,678489,109,9,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,693304,134,1,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,664040,134,2,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,668804,134,3,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,699013,134,4,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,656811,134,5,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,542303,134,6,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,669707,134,7,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,691373,134,8,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823351,680779,134,9,CONFIRMED,2026-08-01 00:12:45.939969+00,14951a25-57cb-49f1-88c1-15424cac4f94,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-30,2026-07-29,823596,805999,121,1,CONFIRMED,2026-08-01 00:12:46.425836+00,14951a25-57cb-49f1-88c1-15424cac4f94,fca28ebf1590796395a4dd4a1ac231062eb5ac570e40e0e1c1ec3dfe657d09f1
2026-07-30,2026-07-29,823596,596019,121,2,CONFIRMED,2026-08-01 00:12:46.425836+00,14951a25-57cb-49f1-88c1-15424cac4f94,fca28ebf1590796395a4dd4a1ac231062eb5ac570e40e0e1c1ec3dfe657d09f1
2026-07-30,2026-07-29,823596,666182,121,3,CONFIRMED,2026-08-01 00:12:46.425836+00,14951a25-57cb-49f1-88c1-15424cac4f94,fca28ebf1590796395a4dd4a1ac231062eb5ac570e40e0e1c1ec3dfe657d09f1
2026-07-30,2026-07-29,823596,701807,121,4,CONFIRMED,2026-08-01 00:12:46.425836+00,14951a25-57cb-49f1-88c1-15424cac4f94,fca28ebf1590796395a4dd4a1ac231062eb5ac570e40e0e1c1ec3dfe657d09f1
2026-07-30,2026-07-29,823596,676724,121,5,CONFIRMED,2026-08-01 00:12:46.425836+00,14951a25-57cb-49f1-88c1-15424cac4f94,fca28ebf1590796395a4dd4a1ac231062eb5ac570e40e0e1c1ec3dfe657d09f1
2026-07-30,2026-07-29,823596,593871,121,6,CONFIRMED,2026-08-01 00:12:46.425836+00,14951a25-57cb-49f1-88c1-15424cac4f94,fca28ebf1590796395a4dd4a1ac231062eb5ac570e40e0e1c1ec3dfe657d09f1
2026-07-30,2026-07-29,823596,621438,121,7,CONFIRMED,2026-08-01 00:12:46.425836+00,14951a25-57cb-49f1-88c1-15424cac4f94,fca28ebf1590796395a4dd4a1ac231062eb5ac570e40e0e1c1ec3dfe657d09f1
