full_name,player_id,game_id,team_id,line,p_over,game_date
R. Lomberg,8479066,2025020404,20,1.5,0.1852899867330224,2025-11-30
S. Steel,8479351,2025020405,25,1.5,0.2136293582302599,2025-11-30
P. Dubois,8479400,2025020402,15,1.5,0.3247469725881517,2025-11-30
N. Bastian,8479414,2025020405,25,1.5,0.3216026293267126,2025-11-30
B. Duhaime,8479520,2025020402,15,1.5,0.1842448186922888,2025-11-30
J. Robertson,8480027,2025020405,25,1.5,0.3560422177985547,2025-11-30
M. Frost,8480028,2025020404,20,1.5,0.2593117004709632,2025-11-30
R. Poehling,8480068,2025020403,24,1.5,0.2422311851424311,2025-11-30
D. Batherson,8480208,2025020405,9,1.5,0.323563844467197,2025-11-30
E. Robinson,8480762,2025020404,12,1.5,0.1678692418132034,2025-11-30
J. Farabee,8480797,2025020404,20,1.5,0.243566555263427,2025-11-30
B. Tkachuk,8480801,2025020405,9,1.5,0.3728176765591434,2025-11-30
J. Kotkaniemi,8480829,2025020404,12,1.5,0.1950362538850041,2025-11-30
A. Svechnikov,8480830,2025020404,12,1.5,0.2301136871084961,2025-11-30
O. Bäck,8480840,2025020405,25,1.5,0.2720370328929606,2025-11-30
M. Pospisil,8481028,2025020404,20,1.5,0.2711666629586391,2025-11-30
Y. Sharangovich,8481068,2025020404,20,1.5,0.2526584803432679,2025-11-30
K. MacLean,8481237,2025020402,2,1.5,0.2128076584101106,2025-11-30
J. Beecher,8481556,2025020404,20,1.5,0.2917060792883813,2025-11-30
C. McMichael,8481580,2025020402,15,1.5,0.3429958496004737,2025-11-30
S. Holmstrom,8481601,2025020402,2,1.5,0.3300261147292642,2025-11-30
I. Mikheyev,8481624,2025020403,16,1.5,0.2670784728290339,2025-11-30
A. Protas,8481656,2025020402,15,1.5,0.2879923631968459,2025-11-30
N. Nesterenko,8481754,2025020403,24,1.5,0.199992735241822,2025-11-30
C. Zary,8482074,2025020404,20,1.5,0.4269710032283424,2025-11-30
J. Sourdif,8482088,2025020402,15,1.5,0.2613419486911329,2025-11-30
R. Greig,8482092,2025020405,9,1.5,0.2621312265852219,2025-11-30
S. Jarvis,8482093,2025020404,12,1.5,0.2741698719583453,2025-11-30
T. Stützle,8482116,2025020405,9,1.5,0.3530965627666677,2025-11-30
S. Colangelo,8482118,2025020403,24,1.5,0.2722821830652031,2025-11-30
M. Bourque,8482145,2025020405,25,1.5,0.2368960616665095,2025-11-30
H. Lapierre,8482148,2025020402,15,1.5,0.2537745135480225,2025-11-30
L. Slaggert,8482172,2025020403,16,1.5,0.2428724915751232,2025-11-30
E. Heineman,8482476,2025020402,2,1.5,0.3134808894678443,2025-11-30
M. Coronato,8482679,2025020404,20,1.5,0.265142052224723,2025-11-30
L. Stankoven,8482702,2025020404,12,1.5,0.3356896699781214,2025-11-30
C. Dach,8482703,2025020403,16,1.5,0.2620005311979332,2025-11-30
W. Johnston,8482740,2025020405,25,1.5,0.3361837368175461,2025-11-30
J. Blake,8482809,2025020404,12,1.5,0.2348621960308277,2025-11-30
C. Gauthier,8483445,2025020403,24,1.5,0.3842655181888118,2025-11-30
R. Greene,8483450,2025020403,16,1.5,0.2131835240761083,2025-11-30
F. Nazar,8483493,2025020403,16,1.5,0.3012730223252169,2025-11-30
M. Gatcomb,8483553,2025020402,2,1.5,0.2476131316145021,2025-11-30
E. Frank,8483573,2025020402,15,1.5,0.2220234636242552,2025-11-30
A. Klapka,8483609,2025020404,20,1.5,0.1968060110511719,2025-11-30
C. Bedard,8484144,2025020403,16,1.5,0.3707024614300239,2025-11-30
L. Carlsson,8484153,2025020403,24,1.5,0.3886987025280587,2025-11-30
S. Honzek,8484180,2025020404,20,1.5,0.7543539790049751,2025-11-30
R. Leonard,8484186,2025020402,15,1.5,0.2720321321318445,2025-11-30
O. Moore,8484197,2025020403,16,1.5,0.2251971595881587,2025-11-30
C. Ritchie,8484221,2025020402,2,1.5,0.7539407521177606,2025-11-30
J. Hryckowian,8484829,2025020405,25,1.5,0.2095729507457461,2025-11-30
M. Tsyplakov,8484958,2025020402,2,1.5,0.3372030918042918,2025-11-30
M. Shabanov,8485702,2025020402,2,1.5,0.148201307195686,2025-11-30
A. Ovechkin,8471214,2025020402,15,2.5,0.2184370459472956,2025-11-30
N. Foligno,8473422,2025020403,16,2.5,0.1148936321275828,2025-11-30
C. Giroux,8473512,2025020405,9,2.5,0.134893880652879,2025-11-30
J. Staal,8473533,2025020404,12,2.5,0.054059187875234,2025-11-30
A. Killorn,8473986,2025020403,24,2.5,0.1819828139887981,2025-11-30
Jamie Benn,8473994,2025020405,25,2.5,0.2174992000150347,2025-11-30
D. Perron,8474102,2025020405,9,2.5,0.1141346376622646,2025-11-30
M. Backlund,8474150,2025020404,20,2.5,0.1082101906770907,2025-11-30
L. Eller,8474189,2025020405,9,2.5,0.1004749044398634,2025-11-30
K. Palmieri,8475151,2025020402,2,2.5,0.2319953560298522,2025-11-30
M. Duchene,8475168,2025020405,25,2.5,0.1510028326071506,2025-11-30
N. Kadri,8475172,2025020404,20,2.5,0.1335226156528735,2025-11-30
C. Kreider,8475184,2025020403,24,2.5,0.1831911370218907,2025-11-30
C. Cizikas,8475231,2025020402,2,2.5,0.1326930267915075,2025-11-30
A. Lee,8475314,2025020402,2,2.5,0.2383226075961337,2025-11-30
N. Dowd,8475343,2025020402,15,2.5,0.0893179349611636,2025-11-30
T. Hall,8475791,2025020404,12,2.5,0.0765784055570137,2025-11-30
T. Seguin,8475794,2025020405,25,2.5,0.1432742937488333,2025-11-30
M. Granlund,8475798,2025020403,24,2.5,0.2249768066478062,2025-11-30
C. Blackwell,8476278,2025020405,25,2.5,0.0827828269699126,2025-11-30
N. Cousins,8476393,2025020405,9,2.5,0.0880091345003569,2025-11-30
B. Coleman,8476399,2025020404,20,2.5,0.1062380545132249,2025-11-30
J. Pageau,8476419,2025020402,2,2.5,0.1796468401348949,2025-11-30
J. Huberdeau,8476456,2025020404,20,2.5,0.1576440802908851,2025-11-30
R. Strome,8476458,2025020403,24,2.5,0.1771595805429119,2025-11-30
M. Jankowski,8476873,2025020404,12,2.5,0.0532333840001515,2025-11-30
T. Wilson,8476880,2025020402,15,2.5,0.2048478485375487,2025-11-30
T. Teravainen,8476882,2025020403,16,2.5,0.1697287254255578,2025-11-30
R. Faksa,8476889,2025020405,25,2.5,0.132670499392292,2025-11-30
J. Martinook,8476921,2025020404,12,2.5,0.1156092318089045,2025-11-30
K. MacDermid,8477073,2025020405,9,2.5,0.1103413243147834,2025-11-30
A. Duclair,8477407,2025020402,2,2.5,0.1543368269600742,2025-11-30
A. Burakovsky,8477444,2025020403,16,2.5,0.1164094159036269,2025-11-30
J. Dickinson,8477450,2025020403,16,2.5,0.1225035126741236,2025-11-30
A. Erne,8477454,2025020405,25,2.5,0.1111484931049555,2025-11-30
W. Carrier,8477478,2025020404,12,2.5,0.0518217862736969,2025-11-30
T. Bertuzzi,8477479,2025020403,16,2.5,0.2015499026411873,2025-11-30
J. Drouin,8477494,2025020402,2,2.5,0.1653410740474939,2025-11-30
B. Horvat,8477500,2025020402,2,2.5,0.2670445855563423,2025-11-30
R. Johnston,8477527,2025020403,24,2.5,0.1062032807151626,2025-11-30
N. Ehlers,8477940,2025020404,12,2.5,0.2560721208032386,2025-11-30
S. Milano,8477947,2025020402,15,2.5,0.1785817178572676,2025-11-30
R. Donato,8477987,2025020403,16,2.5,0.1660439855153375,2025-11-30
M. Amadio,8478020,2025020405,9,2.5,0.0945003555775948,2025-11-30
S. Lafferty,8478043,2025020403,16,2.5,0.1686244064568351,2025-11-30
H. Hodgson,8478173,2025020405,9,2.5,0.0720949586936261,2025-11-30
Dryden Hunt,8478211,2025020404,20,2.5,0.0654425166433898,2025-11-30
F. Vatrano,8478366,2025020403,24,2.5,0.1913385998107217,2025-11-30
J. Harkins,8478424,2025020403,24,2.5,0.08979000010009,2025-11-30
S. Aho,8478427,2025020404,12,2.5,0.1053358051418754,2025-11-30
D. Strome,8478440,2025020402,15,2.5,0.1352084706428863,2025-11-30
M. Barzal,8478445,2025020402,2,2.5,0.2048559846335933,2025-11-30
A. Beauvillier,8478463,2025020402,15,2.5,0.1257430588288854,2025-11-30
R. Lomberg,8479066,2025020404,20,2.5,0.0681702088652567,2025-11-30
S. Steel,8479351,2025020405,25,2.5,0.0911369110034141,2025-11-30
