full_name,player_id,game_id,team_id,line,p_over,price_over,price_over_median,price_under_median,p_over_mkt,edge_over,p_over_vigless,fair_over_vigless,diff_pp
Vladislav Namestnikov,8476480,2025020126,52,3.5,0.1818923140814453,,,,,,,,
Tanner Pearson,8476871,2025020126,52,3.5,0.2170656334279644,,,,,,,,
Justin Kirkland,8477993,2025020126,20,3.5,0.150536732725627,,,,,,,,
Dryden Hunt,8478211,2025020126,20,3.5,0.1164218254715045,,,,,,,,
Kyle Connor,8478398,2025020126,52,3.5,0.211602846590716,131.0,131.0,-171.0,0.4069064876918759,-0.1953036411011599,0.406900797285326,+146,-19.529795069461002
Ryan Lomberg,8479066,2025020126,20,3.5,0.3025880809622499,,,,,,,,
Gabriel Vilardi,8480014,2025020126,52,3.5,0.1790277548494776,,,,,,,,
Morgan Frost,8480028,2025020126,20,3.5,0.1801289793831806,,,,,,,,
Alex Iafallo,8480113,2025020126,52,3.5,0.1785930246265246,,,,,,,,
Morgan Barron,8480289,2025020126,52,3.5,0.2914927713221167,,,,,,,,
Joel Farabee,8480797,2025020126,20,3.5,0.1831152141115583,,,,,,,,
Martin Pospisil,8481028,2025020126,20,3.5,0.2109908394885171,,,,,,,,
Cole Koepke,8481043,2025020126,52,3.5,0.2125040536150318,,,,,,,,
Yegor Sharangovich,8481068,2025020126,20,3.5,0.1809458320543615,,,,,,,,
Connor Zary,8482074,2025020126,20,3.5,0.2027385604453535,,,,,,,,
Cole Perfetti,8482149,2025020126,52,3.5,0.1814683955215941,,,,,,,,
Matt Coronato,8482679,2025020126,20,3.5,0.1740100109069478,,,,,,,,
Nikita Chibrikov,8482787,2025020126,52,3.5,0.237422830248422,,,,,,,,
Brad Lambert,8483471,2025020126,52,3.5,0.1354859063409879,,,,,,,,
Adam Klapka,8483609,2025020126,20,3.5,0.2580674179618525,,,,,,,,
Parker Ford,8484135,2025020126,52,3.5,0.1533568302629258,,,,,,,,
Samuel Honzek,8484180,2025020126,20,3.5,0.2159417034224118,,,,,,,,
