full_name,player_id,game_id,team_id,line,p_over,price_over,p_over_mkt,edge_over,fair_over,game_date
Z. Werenski,8478460,2025020995,29,0.5,0.8226377011896813,-207.5,0.6747967479674797,0.1478409532222016,-464,2026-03-07
A. Beauvillier,8478463,2025020990,15,0.5,0.6013661111191543,,,,-151,2026-03-07
T. Chabot,8478469,2025021000,9,0.5,0.6299882825733292,130.0,0.43478260869565216,0.195205673877677,-170,2026-03-07
S. Montembeault,8478470,2025020997,8,0.5,0.2354269834982751,,,,+325,2026-03-07
L. Crouse,8478474,2025020995,68,0.5,0.6147396712692945,150.0,0.4,0.2147396712692945,-160,2026-03-07
J. DeBrusk,8478498,2025020996,23,0.5,0.8477816924276488,105.0,0.4878048780487805,0.3599768143788683,-557,2026-03-07
I. Provorov,8478500,2025020995,29,0.5,0.580948146215726,142.5,0.41237113402061853,0.16857701219510746,-139,2026-03-07
J. Marino,8478507,2025020995,68,0.5,0.3379137758744981,210.0,0.3225806451612903,0.015333130713207799,+196,2026-03-07
A. Cirelli,8478519,2025020994,14,0.5,0.5637235511711299,132.5,0.43010752688172044,0.1336160242894095,-129,2026-03-07
A. Panarin,8478550,2025020997,26,0.5,0.832501054290868,,,,-497,2026-03-07
N. Acciari,8478569,2025020993,5,0.5,0.7803282490882198,,,,-355,2026-03-07
K. Stenlund,8478831,2025020995,68,0.5,0.4769010882317643,,,,+110,2026-03-07
W. Borgen,8478840,2025020991,3,0.5,0.525829733541195,,,,-111,2026-03-07
A. Carrier,8478851,2025020997,8,0.5,0.4061649781179099,,,,+146,2026-03-07
R. Shea,8478854,2025020993,5,0.5,0.5603597520668434,,,,-127,2026-03-07
C. Garland,8478856,2025020995,29,0.5,0.7679049974508151,150.0,0.4,0.36790499745081506,-331,2026-03-07
K. Vejmelka,8478872,2025020995,68,0.5,0.2501771612808307,,,,+300,2026-03-07
A. Gaudette,8478874,2025020999,28,0.5,0.5635008679775977,,,,-129,2026-03-07
V. Gavrikov,8478882,2025020991,3,0.5,0.561260903272049,180.0,0.35714285714285715,0.20411804612919188,-128,2026-03-07
S. Lorentz,8478904,2025020994,10,0.5,0.3215608165625478,,,,+211,2026-03-07
M. Roy,8478911,2025020990,15,0.5,0.4837394070245557,,,,+107,2026-03-07
J. Daccord,8478916,2025021000,55,0.5,0.2697691279037632,,,,+271,2026-03-07
J. Chatfield,8478970,2025020998,12,0.5,0.5343187320173384,,,,-115,2026-03-07
M. Marchment,8478975,2025020995,29,0.5,0.5519510321874455,-105.0,0.5121951219512195,0.03975591023622593,-123,2026-03-07
R. Abols,8479022,2025020993,4,0.5,0.6524369261399822,,,,-188,2026-03-07
P. Myers,8479026,2025020994,10,0.5,0.6470903304489214,,,,-183,2026-03-07
R. Lomberg,8479066,2025020998,20,0.5,0.7081470533278723,,,,-243,2026-03-07
C. Lindgren,8479292,2025020990,15,0.5,0.2310779302668116,,,,+333,2026-03-07
B. Tanev,8479293,2025020995,68,0.5,0.6700322054964822,,,,-203,2026-03-07
A. Lyon,8479312,2025020992,7,0.5,0.2446946714049758,,,,+309,2026-03-07
A. Matthews,8479318,2025020994,10,0.5,0.8920550888998205,-242.0,0.7076023391812866,0.18445274971853398,-826,2026-03-07
A. Fox,8479323,2025020991,3,0.5,0.4788397551311856,-135.0,0.574468085106383,-0.09562832997519743,+109,2026-03-07
R. Lindgren,8479324,2025021000,55,0.5,0.2847805227386517,,,,+251,2026-03-07
C. McAvoy,8479325,2025020990,6,0.5,0.5549762721999358,-137.5,0.5789473684210527,-0.023971096221116817,-125,2026-03-07
C. Grundstrom,8479336,2025020993,4,0.5,0.4951091555066371,,,,+102,2026-03-07
