population,variant,omitted_feature,mae,rmse,actual_minus_forecast_bias,mae_delta,rmse_delta,actual_minus_forecast_bias_delta,champion_mae,champion_rmse,champion_actual_minus_forecast_bias
2026_LATE_HOLDOUT,RAW_MINUS_HOME_BULLPEN_RECENT_INNINGS_BURDEN_REFIT_V1,home_bullpen_recent_innings_burden,3.678245942705931,4.681162574490795,0.6623353856654552,-1.536929849255131e-05,0.00023308171811464717,0.0012806283077358982,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_BULLPEN_RECENT_INNINGS_BURDEN_REFIT_V1,away_bullpen_recent_innings_burden,3.67744987307636,4.679586404313407,0.6579655727412396,-0.0008114389280637901,-0.0013430884592731118,-0.0030891846164797787,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_STRICT_PRIOR_TOTAL_RUN_FACTOR_REFIT_V1,strict_prior_total_run_factor,3.6822234699187444,4.726288640384926,0.7297605781081574,0.003962157914320752,0.045359147612245465,0.06870582075043807,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_PARK_HISTORY_DEPTH_REFIT_V1,park_history_depth,3.7588648957244715,4.664873737287822,0.17216178771991095,0.08060358372004783,-0.01605575548485838,-0.48889296963780837,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_GAME_NUMBER_REFIT_V1,game_number,3.6766940946408795,4.676570361544712,0.6613418078180567,-0.0015672173635441489,-0.004359131227968049,0.00028705046033739023,3.6782613120044236,4.68092949277268,0.6610547573577193
PROSPECTIVE_AUG17_28_CLEAN_RAW,CHAMPION,NONE,3.718377464847284,4.612639130611647,0.4553877843382915,0.0,0.0,0.0,,,
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_LEAGUE_TOTAL_REFIT_V1,league_total,3.7186204464939854,4.614883094711181,0.47410902778466874,0.0002429816467013346,0.0022439640995335353,0.01872124344637721,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_OFFENSE_REFIT_V1,home_offense,3.715723558670408,4.609466682327171,0.46070472730093714,-0.0026539061768762195,-0.0031724482844763813,0.005316942962645621,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_PREVENTION_REFIT_V1,home_prevention,3.7212395400418856,4.6138254981786195,0.4492294404790576,0.0028620751946015766,0.0011863675669721019,-0.006158343859233917,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_OFFENSE_REFIT_V1,away_offense,3.7208616142443165,4.614915506395951,0.45740951914006744,0.0024841493970324535,0.002276375784303397,0.0020217348017759207,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_PREVENTION_REFIT_V1,away_prevention,3.7165335887209348,4.608666548327597,0.43958883070690435,-0.0018438761263492864,-0.003972582284050397,-0.01579895363138717,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_STARTER_RA9_REFIT_V1,home_starter_ra9,3.7187744312259006,4.61728906813825,0.4684540274614433,0.0003969663786165256,0.004649937526602699,0.0130662431231518,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_STARTER_RA9_REFIT_V1,away_starter_ra9,3.7198248128240867,4.612338684060193,0.4580238289724161,0.001447347976802682,-0.0003004465514546695,0.0026360446341245902,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_STARTER_PRIOR_STARTS_REFIT_V1,home_starter_prior_starts,3.7386823736305006,4.62450357265905,0.39436162286149984,0.020304908783216558,0.011864442047402335,-0.061026161476791685,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_STARTER_PRIOR_STARTS_REFIT_V1,away_starter_prior_starts,3.719454546876176,4.6129197894740495,0.45137341676712,0.001077082028892118,0.00028065886240202786,-0.004014367571171518,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_EXPECTED_OUTS_REFIT_V1,home_expected_outs,3.7274094717819164,4.620443726495896,0.4278398431023899,0.009032006934632353,0.007804595884248755,-0.027547941235901596,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_AWAY_EXPECTED_OUTS_REFIT_V1,away_expected_outs,3.7141436647436703,4.610016931605606,0.46576073298390863,-0.0042338001036137385,-0.002622199006041548,0.010372948645617108,3.718377464847284,4.612639130611647,0.4553877843382915
PROSPECTIVE_AUG17_28_CLEAN_RAW,RAW_MINUS_HOME_WORKLOAD_UNCERTAINTY_OUTS_REFIT_V1,home_workload_uncertainty_outs,3.7122939025317865,4.606998797840464,0.47233724107190783,-0.006083562315497559,-0.005640332771183587,0.016949456733616308,3.718377464847284,4.612639130611647,0.4553877843382915
