population,omitted_feature,metric,date_clusters,bootstrap_draws,point_delta_candidate_minus_champion,ci95_low,ci95_high,fraction_favoring_candidate,fraction_favoring_champion,unadjusted_two_sided_bootstrap_p,seed
FROZEN_2025_VALIDATION,league_total,mae,185,10000,-0.004074534143397573,-0.007534362651211891,-0.0005848005648478774,0.9887,0.0113,0.0226,20260832
FROZEN_2025_VALIDATION,league_total,crps,185,10000,0.002253137056660404,0.0002544572253695355,0.004271353780989239,0.0124,0.9876,0.0248,20260832
FROZEN_2025_VALIDATION,league_total,brier,185,10000,0.00025537697682958237,2.378597290177163e-05,0.0004945717539436049,0.0136,0.9864,0.0272,20260832
FROZEN_2025_VALIDATION,league_total,log_loss,185,10000,0.00060926961885889,9.296027709604689e-05,0.001141945921663492,0.0099,0.9901,0.0198,20260832
FROZEN_2025_VALIDATION,home_offense,mae,185,10000,0.0018603349237694001,-0.0008053139455816169,0.004539245715824037,0.0832,0.9168,0.1664,20260832
FROZEN_2025_VALIDATION,home_offense,crps,185,10000,0.002226281766612449,0.0006866657787347457,0.00380671949249828,0.0019,0.9981,0.0038,20260832
FROZEN_2025_VALIDATION,home_offense,brier,185,10000,0.00021030406485881504,2.7763426153653356e-05,0.00039629605538382397,0.0116,0.9884,0.0232,20260832
FROZEN_2025_VALIDATION,home_offense,log_loss,185,10000,0.00047114434841698493,5.992290398022164e-05,0.0008919825844294206,0.012,0.988,0.024,20260832
FROZEN_2025_VALIDATION,home_prevention,mae,185,10000,-0.0005534757124893377,-0.0017430410548943606,0.0006129756110048677,0.8302,0.1698,0.3396,20260832
FROZEN_2025_VALIDATION,home_prevention,crps,185,10000,-0.0007925121977919948,-0.0014698048349189943,-0.00013585140269770554,0.9906,0.0094,0.0188,20260832
FROZEN_2025_VALIDATION,home_prevention,brier,185,10000,-7.452163598583608e-05,-0.00015459363168492538,3.5837106832516048e-06,0.9691,0.0309,0.0618,20260832
FROZEN_2025_VALIDATION,home_prevention,log_loss,185,10000,-0.00016840129785649052,-0.0003468924942582275,7.098400567759924e-06,0.9702,0.0298,0.0596,20260832
FROZEN_2025_VALIDATION,away_offense,mae,185,10000,-0.0010812055742725442,-0.0036330153406599853,0.0015093646607137138,0.7945,0.2055,0.411,20260832
FROZEN_2025_VALIDATION,away_offense,crps,185,10000,-0.0007476878277404841,-0.0021554090640097247,0.0006428529057492076,0.8554,0.1446,0.2892,20260832
FROZEN_2025_VALIDATION,away_offense,brier,185,10000,-9.283941145431262e-05,-0.0002651513258109835,7.731107347023831e-05,0.859,0.141,0.282,20260832
FROZEN_2025_VALIDATION,away_offense,log_loss,185,10000,-0.00020523631776158175,-0.0005893694749410363,0.0001786837348483349,0.8571,0.1429,0.2858,20260832
FROZEN_2025_VALIDATION,away_prevention,mae,185,10000,0.0007662660913266381,-0.000640571272304851,0.002168390015641131,0.1403,0.8597,0.2806,20260832
FROZEN_2025_VALIDATION,away_prevention,crps,185,10000,-0.00019363790844523213,-0.0010110697143220536,0.0006219152655737503,0.6749,0.3251,0.6502,20260832
FROZEN_2025_VALIDATION,away_prevention,brier,185,10000,-3.898481406810707e-06,-0.00010423377260920618,9.61273761969301e-05,0.5287,0.4713,0.9426,20260832
FROZEN_2025_VALIDATION,away_prevention,log_loss,185,10000,-2.26281339862531e-05,-0.0002454998527328721,0.00020046034182656392,0.5747,0.4253,0.8506,20260832
FROZEN_2025_VALIDATION,home_starter_ra9,mae,185,10000,0.001180125709792514,-0.001502359817398976,0.003843544296223099,0.2013,0.7987,0.4026,20260832
FROZEN_2025_VALIDATION,home_starter_ra9,crps,185,10000,0.001347569861769989,-0.0001864193279824529,0.0028555109956810406,0.0421,0.9579,0.0842,20260832
FROZEN_2025_VALIDATION,home_starter_ra9,brier,185,10000,0.0001527017566809559,-3.2513197001894485e-05,0.0003323222447678895,0.0531,0.9469,0.1062,20260832
FROZEN_2025_VALIDATION,home_starter_ra9,log_loss,185,10000,0.0003548182703371403,-6.172780299202651e-05,0.0007585981343795954,0.0482,0.9518,0.0964,20260832
FROZEN_2025_VALIDATION,away_starter_ra9,mae,185,10000,-0.0007811206084322454,-0.002633841934720823,0.0010818718949411647,0.7936,0.2064,0.4128,20260832
FROZEN_2025_VALIDATION,away_starter_ra9,crps,185,10000,-7.445122792433801e-05,-0.0009763208389829509,0.0008144496398828985,0.558,0.442,0.884,20260832
FROZEN_2025_VALIDATION,away_starter_ra9,brier,185,10000,-1.9195233525177167e-05,-0.0001398276248907787,9.677136952770562e-05,0.6168,0.3832,0.7664,20260832
FROZEN_2025_VALIDATION,away_starter_ra9,log_loss,185,10000,-3.449263295162898e-05,-0.00030379443192500946,0.00022327579399968752,0.5908,0.4092,0.8184,20260832
FROZEN_2025_VALIDATION,home_starter_prior_starts,mae,185,10000,-0.007780476049742392,-0.014764956034303632,-0.0008134977281695296,0.9848,0.0152,0.0304,20260832
FROZEN_2025_VALIDATION,home_starter_prior_starts,crps,185,10000,-0.005529014058205237,-0.009733909266592199,-0.0012951861427242229,0.9938,0.0062,0.0124,20260832
FROZEN_2025_VALIDATION,home_starter_prior_starts,brier,185,10000,-0.0006814369103236412,-0.0011713406229762805,-0.0001797283928673345,0.9957,0.0043,0.0086,20260832
FROZEN_2025_VALIDATION,home_starter_prior_starts,log_loss,185,10000,-0.0015512539422209409,-0.002653652456203875,-0.0004216519686802217,0.9957,0.0043,0.0086,20260832
FROZEN_2025_VALIDATION,away_starter_prior_starts,mae,185,10000,6.253059547761234e-05,-0.00040163167227849183,0.0005362696639745784,0.3929,0.6071,0.7858,20260832
FROZEN_2025_VALIDATION,away_starter_prior_starts,crps,185,10000,4.0076288582933456e-05,-0.00022538244964449096,0.0003001719586608822,0.3812,0.6188,0.7624,20260832
FROZEN_2025_VALIDATION,away_starter_prior_starts,brier,185,10000,6.464203214506285e-06,-2.4685297151996458e-05,3.741268853193168e-05,0.3392,0.6608,0.6784,20260832
FROZEN_2025_VALIDATION,away_starter_prior_starts,log_loss,185,10000,1.2425513925352106e-05,-5.776144493260783e-05,8.204435831230652e-05,0.3621,0.6379,0.7242,20260832
FROZEN_2025_VALIDATION,home_expected_outs,mae,185,10000,0.00019076563428083296,-0.0033692734586145386,0.0038877355381863534,0.462,0.538,0.924,20260832
FROZEN_2025_VALIDATION,home_expected_outs,crps,185,10000,-0.0003600855238210914,-0.0024568686565560084,0.0017819383468840372,0.6318,0.3682,0.7364,20260832
FROZEN_2025_VALIDATION,home_expected_outs,brier,185,10000,-3.222095437952086e-05,-0.0002792601763402143,0.00022075745630885637,0.602,0.398,0.796,20260832
FROZEN_2025_VALIDATION,home_expected_outs,log_loss,185,10000,-8.343595849865712e-05,-0.0006438361008937607,0.0004855338533253283,0.615,0.385,0.77,20260832
FROZEN_2025_VALIDATION,away_expected_outs,mae,185,10000,-0.002404857960094135,-0.004504386514079452,-0.000256113568297724,0.9849,0.0151,0.0302,20260832
FROZEN_2025_VALIDATION,away_expected_outs,crps,185,10000,-0.0012832745372405624,-0.002495647859497174,-1.76731359924026e-05,0.9763,0.0237,0.0474,20260832
FROZEN_2025_VALIDATION,away_expected_outs,brier,185,10000,-0.0001627264910067984,-0.0003043593191598583,-1.4971146333830178e-05,0.9843,0.0157,0.0314,20260832
FROZEN_2025_VALIDATION,away_expected_outs,log_loss,185,10000,-0.00033583790592387993,-0.0006531413846528887,-5.981804856169904e-06,0.977,0.023,0.046,20260832
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,mae,185,10000,-0.0011696889995846335,-0.004338173167253369,0.002014115858538296,0.773,0.227,0.454,20260832
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,crps,185,10000,-0.0005965981824657777,-0.00250517248852455,0.0013406060074939276,0.7386,0.2614,0.5228,20260832
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,brier,185,10000,-0.00011495836296835812,-0.00033824922374654516,0.00011444481428903894,0.8455,0.1545,0.309,20260832
FROZEN_2025_VALIDATION,home_workload_uncertainty_outs,log_loss,185,10000,-0.00024722041009838167,-0.0007507939199707309,0.00027174610217805287,0.8364,0.1636,0.3272,20260832
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,mae,185,10000,0.00016692791196312848,-0.0003029424989874754,0.0006528269452149544,0.2499,0.7501,0.4998,20260832
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,crps,185,10000,1.6071557141605717e-05,-0.0002392769718146438,0.00027844498590109766,0.4593,0.5407,0.9186,20260832
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,brier,185,10000,-2.3429243752499262e-07,-3.158189790389735e-05,3.1359291307883586e-05,0.5127,0.4873,0.9746,20260832
FROZEN_2025_VALIDATION,away_workload_uncertainty_outs,log_loss,185,10000,-2.2906164009638248e-07,-6.980015662986473e-05,7.099338752588556e-05,0.5096,0.4904,0.9808,20260832
FROZEN_2025_VALIDATION,home_bullpen_ra9,mae,185,10000,-0.00030944137542906016,-0.0017483258851208243,0.0011321588482014458,0.663,0.337,0.674,20260832
FROZEN_2025_VALIDATION,home_bullpen_ra9,crps,185,10000,-0.0008416103840811525,-0.0016565686447530122,-2.835108619070716e-05,0.979,0.021,0.042,20260832
FROZEN_2025_VALIDATION,home_bullpen_ra9,brier,185,10000,-7.580582312360072e-05,-0.00017269478638030173,2.0877260014201857e-05,0.9353,0.0647,0.1294,20260832
FROZEN_2025_VALIDATION,home_bullpen_ra9,log_loss,185,10000,-0.00017441226269717587,-0.00039169733793270725,4.308495015232467e-05,0.9391,0.0609,0.1218,20260832
FROZEN_2025_VALIDATION,away_bullpen_ra9,mae,185,10000,0.000505831387142974,-0.00042745287753083114,0.0014507851140680822,0.1466,0.8534,0.2932,20260832
FROZEN_2025_VALIDATION,away_bullpen_ra9,crps,185,10000,-0.0004061523545542955,-0.0009581577419513241,0.00014555664522767245,0.9242,0.0758,0.1516,20260832
FROZEN_2025_VALIDATION,away_bullpen_ra9,brier,185,10000,-3.422572940584038e-05,-0.00010011835238437476,3.185866773735084e-05,0.8399,0.1601,0.3202,20260832
FROZEN_2025_VALIDATION,away_bullpen_ra9,log_loss,185,10000,-8.489455099821391e-05,-0.00023160891974094737,6.352111014280715e-05,0.8653,0.1347,0.2694,20260832
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,mae,185,10000,-0.0061480759623389804,-0.010166725069783337,-0.002118994331095082,0.9984,0.0016,0.0032,20260832
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,crps,185,10000,-0.0034098427620892447,-0.00568286882054026,-0.0011030113500211953,0.9986,0.0014,0.0028,20260832
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,brier,185,10000,-0.0003894836901507742,-0.0006644967493989883,-0.00011402560123643558,0.9969,0.0031,0.0062,20260832
FROZEN_2025_VALIDATION,home_bullpen_likely_available_reliever_count,log_loss,185,10000,-0.0008460622176557909,-0.0014642422750538082,-0.00023061819663120373,0.9965,0.0035,0.007,20260832
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,mae,185,10000,0.0005908993250738118,-0.0006630887601693512,0.0018575052103152756,0.1796,0.8204,0.3592,20260832
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,crps,185,10000,2.594836785318291e-05,-0.000714392767839415,0.0007511636202362768,0.4717,0.5283,0.9434,20260832
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,brier,185,10000,1.0607122586427544e-05,-7.680687757871457e-05,9.551030811562711e-05,0.4082,0.5918,0.8164,20260832
FROZEN_2025_VALIDATION,away_bullpen_likely_available_reliever_count,log_loss,185,10000,2.385273025458246e-05,-0.00017165344646156197,0.00021522673312163147,0.4088,0.5912,0.8176,20260832
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,mae,185,10000,0.00024841668299314284,-1.8646091492556062e-05,0.0005168512901022876,0.0349,0.9651,0.0698,20260832
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,crps,185,10000,0.00010787122046485398,-4.5235766182487053e-05,0.0002627530480343633,0.0834,0.9166,0.1668,20260832
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,brier,185,10000,1.7480022318317633e-05,-7.675250070709595e-07,3.6028518874733396e-05,0.0302,0.9698,0.0604,20260832
FROZEN_2025_VALIDATION,home_bullpen_recent_innings_burden,log_loss,185,10000,3.8060055197177204e-05,-3.1663073164963693e-06,7.98653884659267e-05,0.0357,0.9643,0.0714,20260832
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,mae,185,10000,-0.0010923903311031247,-0.0033175622448384902,0.0011521514478129453,0.8323,0.1677,0.3354,20260832
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,crps,185,10000,-0.0005557482627155537,-0.0018007869465997825,0.0007252535588343578,0.8052,0.1948,0.3896,20260832
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,brier,185,10000,-4.856301508573925e-05,-0.000201854691961674,0.00010822717752634087,0.7289,0.2711,0.5422,20260832
FROZEN_2025_VALIDATION,away_bullpen_recent_innings_burden,log_loss,185,10000,-0.00011521964050098601,-0.00046319236371946933,0.0002369623661304024,0.7389,0.2611,0.5222,20260832
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,mae,185,10000,0.011542053023381781,-0.0007025689869026949,0.023580873380197133,0.0329,0.9671,0.0658,20260832
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,crps,185,10000,0.005792529482295323,-0.0013023532512360261,0.012707428040280007,0.0552,0.9448,0.1104,20260832
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,brier,185,10000,0.0007224250901721852,-0.0001160011608250573,0.001535616988178056,0.0444,0.9556,0.0888,20260832
FROZEN_2025_VALIDATION,strict_prior_total_run_factor,log_loss,185,10000,0.001467183511113242,-0.00039801894575751574,0.0032723631200424195,0.06,0.94,0.12,20260832
FROZEN_2025_VALIDATION,park_history_depth,mae,185,10000,0.011841093493612377,-0.0025596997543144684,0.026508475571683187,0.0529,0.9471,0.1058,20260832
FROZEN_2025_VALIDATION,park_history_depth,crps,185,10000,-0.005443661324826661,-0.014100647129710339,0.0033452010871269176,0.8898,0.1102,0.2204,20260832
FROZEN_2025_VALIDATION,park_history_depth,brier,185,10000,-0.000562638065450287,-0.0015629516755569506,0.0004511549734658488,0.8646,0.1354,0.2708,20260832
FROZEN_2025_VALIDATION,park_history_depth,log_loss,185,10000,-0.0013807833794005511,-0.0036163761299017358,0.0008695522900779223,0.8872,0.1128,0.2256,20260832
FROZEN_2025_VALIDATION,game_number,mae,185,10000,0.0004200882262434717,-0.0008284998087596194,0.0017312206796595356,0.2508,0.7492,0.5016,20260832
FROZEN_2025_VALIDATION,game_number,crps,185,10000,0.00011118069213940157,-0.0006782289124925571,0.0010129270740040555,0.4034,0.5966,0.8068,20260832
FROZEN_2025_VALIDATION,game_number,brier,185,10000,2.1648115237726113e-05,-7.141709518199485e-05,0.0001250032836028743,0.328,0.672,0.656,20260832
FROZEN_2025_VALIDATION,game_number,log_loss,185,10000,4.492036901420186e-05,-0.00016373188938707407,0.00028124673621464797,0.3429,0.6571,0.6858,20260832
2026_SEQUENTIAL_EARLY,league_total,mae,98,10000,0.002285352220036558,-0.0005919644817513139,0.005130010451063106,0.0607,0.9393,0.1214,20260832
2026_SEQUENTIAL_EARLY,league_total,crps,98,10000,0.004311193887245305,0.0025210310279916363,0.006115548208877607,0.0,1.0,0.0,20260832
2026_SEQUENTIAL_EARLY,league_total,brier,98,10000,0.0004755375014417018,0.00026658489055796135,0.0006886209876275517,0.0,1.0,0.0,20260832
2026_SEQUENTIAL_EARLY,league_total,log_loss,98,10000,0.0010725331047778317,0.000601272056412472,0.001554730321373131,0.0,1.0,0.0,20260832
2026_SEQUENTIAL_EARLY,home_offense,mae,98,10000,-0.0003761464430925481,-0.0034275786277858373,0.002640000910308345,0.5934,0.4066,0.8132,20260832
2026_SEQUENTIAL_EARLY,home_offense,crps,98,10000,-0.0005586629498514016,-0.0024576724394615905,0.0012985681957873288,0.7191,0.2809,0.5618,20260832
2026_SEQUENTIAL_EARLY,home_offense,brier,98,10000,-6.165761071057301e-05,-0.0002799315484629094,0.000153265872460512,0.7064,0.2936,0.5872,20260832
2026_SEQUENTIAL_EARLY,home_offense,log_loss,98,10000,-0.00014720247130906174,-0.0006566195780343104,0.0003516303281597917,0.7118,0.2882,0.5764,20260832
2026_SEQUENTIAL_EARLY,home_prevention,mae,98,10000,0.000850840198942474,-0.0006340779539808211,0.0023497865043498626,0.1287,0.8713,0.2574,20260832
2026_SEQUENTIAL_EARLY,home_prevention,crps,98,10000,3.774402577769637e-05,-0.0008941847057841798,0.0009694613606758672,0.4738,0.5262,0.9476,20260832
2026_SEQUENTIAL_EARLY,home_prevention,brier,98,10000,9.97560299415428e-07,-0.00010580976052482617,0.0001078289484750173,0.4992,0.5008,0.9984,20260832
2026_SEQUENTIAL_EARLY,home_prevention,log_loss,98,10000,-5.4347875625159985e-06,-0.0002522646427411797,0.0002393505093580024,0.5219,0.4781,0.9562,20260832
2026_SEQUENTIAL_EARLY,away_offense,mae,98,10000,-9.998549274091189e-05,-0.003254944951767174,0.0030712948880786497,0.5335,0.4665,0.933,20260832
2026_SEQUENTIAL_EARLY,away_offense,crps,98,10000,-3.0831658179491835e-05,-0.0019564710842457094,0.001928799464059226,0.5174,0.4826,0.9652,20260832
2026_SEQUENTIAL_EARLY,away_offense,brier,98,10000,-1.2757956628850765e-05,-0.0002411381016104665,0.00021891738619491256,0.5533,0.4467,0.8934,20260832
2026_SEQUENTIAL_EARLY,away_offense,log_loss,98,10000,-2.6993245229773913e-05,-0.0005593377125144669,0.0005098554087623767,0.548,0.452,0.904,20260832
2026_SEQUENTIAL_EARLY,away_prevention,mae,98,10000,-0.0012256899769388912,-0.0035038583748960113,0.0010683507511757232,0.8472,0.1528,0.3056,20260832
2026_SEQUENTIAL_EARLY,away_prevention,crps,98,10000,-0.0017680167134331718,-0.0031984392502728445,-0.0003391544231263295,0.9928,0.0072,0.0144,20260832
2026_SEQUENTIAL_EARLY,away_prevention,brier,98,10000,-0.00016857745433212958,-0.00032965241125097993,-6.716095482930264e-06,0.9798,0.0202,0.0404,20260832
2026_SEQUENTIAL_EARLY,away_prevention,log_loss,98,10000,-0.00040813737360313957,-0.000782210404791199,-3.5294426540550985e-05,0.9848,0.0152,0.0304,20260832
2026_SEQUENTIAL_EARLY,home_starter_ra9,mae,98,10000,1.6644536162709034e-05,-0.004639544196379117,0.004328735395537337,0.4885,0.5115,0.977,20260832
2026_SEQUENTIAL_EARLY,home_starter_ra9,crps,98,10000,0.0001468459515591492,-0.0028166615502973878,0.002727574242579857,0.4403,0.5597,0.8806,20260832
2026_SEQUENTIAL_EARLY,home_starter_ra9,brier,98,10000,1.7052456724139263e-07,-0.0003505414399587826,0.0003120788498727207,0.4792,0.5208,0.9584,20260832
2026_SEQUENTIAL_EARLY,home_starter_ra9,log_loss,98,10000,1.7647666565195423e-05,-0.0007879538648748367,0.0007241835904452553,0.4589,0.5411,0.9178,20260832
2026_SEQUENTIAL_EARLY,away_starter_ra9,mae,98,10000,0.0018962058401166544,-0.000193282124045533,0.004010358682320976,0.0376,0.9624,0.0752,20260832
2026_SEQUENTIAL_EARLY,away_starter_ra9,crps,98,10000,0.000258976142816132,-0.0009486877598577501,0.0014274882422122715,0.3341,0.6659,0.6682,20260832
2026_SEQUENTIAL_EARLY,away_starter_ra9,brier,98,10000,5.965824355965503e-05,-8.48612692559762e-05,0.00019998443394613752,0.2093,0.7907,0.4186,20260832
2026_SEQUENTIAL_EARLY,away_starter_ra9,log_loss,98,10000,0.00010764194813747822,-0.00022660742511547855,0.00043309572909852975,0.2618,0.7382,0.5236,20260832
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,mae,98,10000,0.0019120036138846445,-0.010595303093620476,0.014246773806800499,0.381,0.619,0.762,20260832
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,crps,98,10000,-0.0024462110728416153,-0.010552846415552696,0.005506085581709672,0.7257,0.2743,0.5486,20260832
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,brier,98,10000,-0.00035409921628686816,-0.0012738731220321862,0.0005443977043150513,0.7782,0.2218,0.4436,20260832
2026_SEQUENTIAL_EARLY,home_starter_prior_starts,log_loss,98,10000,-0.0010011313678918489,-0.003109847033472942,0.0010523865913637086,0.8281,0.1719,0.3438,20260832
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,mae,98,10000,0.00024189300394776038,-0.0005363411444267674,0.0010449620140948153,0.2707,0.7293,0.5414,20260832
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,crps,98,10000,-1.4986920273442529e-05,-0.0004936058329199116,0.0004625274728659598,0.5167,0.4833,0.9666,20260832
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,brier,98,10000,6.85130337996684e-06,-5.0134061875566436e-05,6.421908746069822e-05,0.4042,0.5958,0.8084,20260832
2026_SEQUENTIAL_EARLY,away_starter_prior_starts,log_loss,98,10000,4.303144539421781e-06,-0.00012888060945267347,0.00013766263436838693,0.4737,0.5263,0.9474,20260832
2026_SEQUENTIAL_EARLY,home_expected_outs,mae,98,10000,0.0017351768322510397,-0.0040259710825407925,0.007456256355941811,0.2757,0.7243,0.5514,20260832
2026_SEQUENTIAL_EARLY,home_expected_outs,crps,98,10000,-2.1078394976958187e-05,-0.0033565425322944083,0.0033542623371578023,0.5097,0.4903,0.9806,20260832
2026_SEQUENTIAL_EARLY,home_expected_outs,brier,98,10000,-2.1573573697950496e-05,-0.0004111993050571056,0.0003770865903856063,0.5476,0.4524,0.9048,20260832
2026_SEQUENTIAL_EARLY,home_expected_outs,log_loss,98,10000,-0.00015496350091494677,-0.0010511211481014201,0.0007572716027644372,0.6351,0.3649,0.7298,20260832
2026_SEQUENTIAL_EARLY,away_expected_outs,mae,98,10000,-0.0035702927835100525,-0.00693347189519203,-8.938557822674845e-05,0.9779,0.0221,0.0442,20260832
2026_SEQUENTIAL_EARLY,away_expected_outs,crps,98,10000,-0.001798005537686831,-0.0037296090991703183,0.00010616716127239781,0.967,0.033,0.066,20260832
2026_SEQUENTIAL_EARLY,away_expected_outs,brier,98,10000,-0.00027692144063418524,-0.0005100362399794044,-4.52104483319561e-05,0.9908,0.0092,0.0184,20260832
2026_SEQUENTIAL_EARLY,away_expected_outs,log_loss,98,10000,-0.0005799322406924578,-0.0011228112259547812,-4.505435751815927e-05,0.984,0.016,0.032,20260832
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,mae,98,10000,-0.0010857123939816825,-0.005499857860157116,0.0033262800223855605,0.6856,0.3144,0.6288,20260832
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,crps,98,10000,-0.0009530703939432435,-0.0033816413824912547,0.0015691370072640901,0.7798,0.2202,0.4404,20260832
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,brier,98,10000,-8.975064686301727e-05,-0.00038063751355894447,0.00020680559577440844,0.7242,0.2758,0.5516,20260832
2026_SEQUENTIAL_EARLY,home_workload_uncertainty_outs,log_loss,98,10000,-0.00020713923263460644,-0.0008703193783607396,0.0004704592584105797,0.7295,0.2705,0.541,20260832
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,mae,98,10000,-6.534406045436474e-05,-0.0006419069211857706,0.0005064476334685979,0.5917,0.4083,0.8166,20260832
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,crps,98,10000,-0.00031243663385655424,-0.0006484578230784724,2.3246428269285487e-05,0.9653,0.0347,0.0694,20260832
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,brier,98,10000,-3.118926378671852e-05,-6.96796536545834e-05,8.151089205808097e-06,0.9417,0.0583,0.1166,20260832
2026_SEQUENTIAL_EARLY,away_workload_uncertainty_outs,log_loss,98,10000,-7.373697474100486e-05,-0.00016270496986180708,1.7358292769069356e-05,0.9446,0.0554,0.1108,20260832
