identity,date,game_id,player_id,prediction_timestamp,scheduled_game_start,strict_pregame,model_semantic_name,model_artifact_sha256,p_over,target,actual_hits,outcome_attachment_contract,outcome_status,outcome_source,baseline_a_population,hitter_prior_resolved_games,hitter_prior_hits,baseline_b_hitter_shrunk
824970:680700:hits:0.5,2026-08-11,824970,680700,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,45,27.0,0.5963341228726522
824970:680869:hits:0.5,2026-08-11,824970,680869,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,36,27.0,0.7183115570966039
824970:683748:hits:0.5,2026-08-11,824970,683748,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,39,19.0,0.502249117281927
824970:689414:hits:0.5,2026-08-11,824970,689414,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,49,31.0,0.6246615528465012
824970:691016:hits:0.5,2026-08-11,824970,691016,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,60,42.0,0.685378066356626
824970:695720:hits:0.5,2026-08-11,824970,695720,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,21,10.0,0.5036451211120886
824970:703607:hits:0.5,2026-08-11,824970,703607,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,68,40.0,0.5869172172664548
825046:543510:hits:0.5,2026-08-11,825046,543510,2026-08-11T23:30:52.134323+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.7014399935460106,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,10,9.0,0.7558726951250316
825046:545121:hits:0.5,2026-08-11,825046,545121,2026-08-11T23:30:52.134323+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,48,25.0,0.5286733662901887
825046:571448:hits:0.5,2026-08-11,825046,571448,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,68,44.0,0.6395487962138232
825046:596146:hits:0.5,2026-08-11,825046,596146,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,24,12.0,0.5189283910078303
825046:606466:hits:0.5,2026-08-11,825046,606466,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,44,29.0,0.6462636252355878
825046:650489:hits:0.5,2026-08-11,825046,650489,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,54,39.0,0.7033178792298478
825046:663457:hits:0.5,2026-08-11,825046,663457,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,48,29.0,0.6001019377187601
825046:664954:hits:0.5,2026-08-11,825046,664954,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,18,12.0,0.6386810966250219
825046:666160:hits:0.5,2026-08-11,825046,666160,2026-08-11T23:30:52.134323+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,27,17.0,0.6173059574928734
825046:672695:hits:0.5,2026-08-11,825046,672695,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6660507649473577,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,69,41.0,0.5922819287305269
825046:678662:hits:0.5,2026-08-11,825046,678662,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,62,29.0,0.4800815501750081
825046:681198:hits:0.5,2026-08-11,825046,681198,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,50,34.0,0.66561566400432
825046:687597:hits:0.5,2026-08-11,825046,687597,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,5,3.0,0.5850545009423513
825046:691720:hits:0.5,2026-08-11,825046,691720,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,61,36.0,0.5884885291630517
825046:694249:hits:0.5,2026-08-11,825046,694249,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,42,25.0,0.5921141702450113
825046:694374:hits:0.5,2026-08-11,825046,694374,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6806877975535622,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,31,18.0,0.5796335515961685
825046:696100:hits:0.5,2026-08-11,825046,696100,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,59,35.0,0.5911299777947846
825046:814439:hits:0.5,2026-08-11,825046,814439,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,41,28.0,0.6654226226989911
822698:608324:hits:0.5,2026-08-12,822698,608324,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,1.0,3.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,65,44.0,0.6658316234554872
822698:608348:hits:0.5,2026-08-12,822698,608348,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,51,28.0,0.5526391273262807
822698:621020:hits:0.5,2026-08-12,822698,621020,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,69,36.0,0.5273468637954619
822698:621438:hits:0.5,2026-08-12,822698,621438,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,20,11.0,0.5573467325803775
822698:663538:hits:0.5,2026-08-12,822698,663538,2026-08-12T12:33:47.433853+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,51,35.0,0.6712831951228909
822698:664023:hits:0.5,2026-08-12,822698,664023,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,71,41.0,0.577287449522159
822698:665953:hits:0.5,2026-08-12,822698,665953,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,21,11.0,0.5381278797327782
822698:673548:hits:0.5,2026-08-12,822698,673548,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,61,42.0,0.6754450509021821
822698:682928:hits:0.5,2026-08-12,822698,682928,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6660507649473577,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,60,45.0,0.7294957134154495
822698:683083:hits:0.5,2026-08-12,822698,683083,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,43,23.0,0.5412884022009915
822698:683737:hits:0.5,2026-08-12,822698,683737,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,68,46.0,0.6658645856875074
822698:686611:hits:0.5,2026-08-12,822698,686611,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,56,36.0,0.6344641955039151
822698:687605:hits:0.5,2026-08-12,822698,687605,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4480814601017741,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,2,1.0,0.5605708512250568
822698:691718:hits:0.5,2026-08-12,822698,691718,2026-08-12T12:33:47.433853+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,54,40.0,0.7194469114879124
822698:691781:hits:0.5,2026-08-12,822698,691781,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,13,8.0,0.6002718339166938
822698:695670:hits:0.5,2026-08-12,822698,695670,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,10,6.0,0.5892060284583649
822698:695734:hits:0.5,2026-08-12,822698,695734,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,61,38.0,0.6174740364094284
822698:696285:hits:0.5,2026-08-12,822698,696285,2026-08-12T10:31:26.823141+00:00,2026-08-12T18:45:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,54,29.0,0.5420275566492027
822779:543807:hits:0.5,2026-08-12,822779,543807,2026-08-12T10:31:26.823141+00:00,2026-08-12T19:07:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,60,43.0,0.7000839487095671
822779:575929:hits:0.5,2026-08-12,822779,575929,2026-08-12T10:31:26.823141+00:00,2026-08-12T19:07:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,54,33.0,0.6065436856814608
822779:655316:hits:0.5,2026-08-12,822779,655316,2026-08-12T10:31:26.823141+00:00,2026-08-12T19:07:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,42,30.0,0.6921141702450113
822779:660821:hits:0.5,2026-08-12,822779,660821,2026-08-12T20:00:57.810119+00:00,2026-08-12T19:07:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-12/canonical_outcome_reconciliation.csv,0.575713564031321,13,7.0,0.5526527862976461
