identity,date,game_id,player_id,prediction_timestamp,scheduled_game_start,strict_pregame,model_semantic_name,model_artifact_sha256,p_over,target,actual_hits,outcome_attachment_contract,outcome_status,outcome_source,baseline_a_population,hitter_prior_resolved_games,hitter_prior_hits,baseline_b_hitter_shrunk
824240:703601:hits:0.5,2026-08-11,824240,703601,2026-08-11T10:31:16.725561+00:00,2026-08-11T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,7,5.0,0.6403805674833712
824240:800050:hits:0.5,2026-08-11,824240,800050,2026-08-11T10:31:16.725561+00:00,2026-08-11T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,3.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,51,34.0,0.6543340425805181
824240:805808:hits:0.5,2026-08-11,824240,805808,2026-08-11T10:31:16.725561+00:00,2026-08-11T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,60,45.0,0.7294957134154495
824563:545341:hits:0.5,2026-08-11,824563,545341,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,23,17.0,0.696958339104857
824563:553993:hits:0.5,2026-08-11,824563,553993,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,38,20.0,0.5349067067880559
824563:663647:hits:0.5,2026-08-11,824563,663647,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,24,6.0,0.3314283910078303
824563:663886:hits:0.5,2026-08-11,824563,663886,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,51,32.0,0.6204357374957723
824563:667472:hits:0.5,2026-08-11,824563,667472,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,27,16.0,0.5887345289214448
824563:668709:hits:0.5,2026-08-11,824563,668709,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,63,36.0,0.5719113874964868
824563:678246:hits:0.5,2026-08-11,824563,678246,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,66,43.0,0.6433203853006834
824563:680574:hits:0.5,2026-08-11,824563,680574,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,42,19.0,0.4721141702450114
824563:682622:hits:0.5,2026-08-11,824563,682622,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,36,19.0,0.536493375278422
824563:682668:hits:0.5,2026-08-11,824563,682668,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,20,13.0,0.6287753040089489
824563:682829:hits:0.5,2026-08-11,824563,682829,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,44,28.0,0.6270328560048186
824563:686668:hits:0.5,2026-08-11,824563,686668,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,9,6.0,0.6238652066029746
824563:695657:hits:0.5,2026-08-11,824563,695657,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,60,32.0,0.5383192428272142
824563:695731:hits:0.5,2026-08-11,824563,695731,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,47,28.0,0.5928310638591012
824563:699302:hits:0.5,2026-08-11,824563,699302,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,4,1.0,0.46714237602088066
824563:700337:hits:0.5,2026-08-11,824563,700337,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,21,8.0,0.43467960387070925
824563:701398:hits:0.5,2026-08-11,824563,701398,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,62,44.0,0.6943672644607224
824563:803011:hits:0.5,2026-08-11,824563,803011,2026-08-11T23:30:52.134323+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,58,35.0,0.600086492609857
824563:805367:hits:0.5,2026-08-11,824563,805367,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,64,43.0,0.6611903960034801
824563:808959:hits:0.5,2026-08-11,824563,808959,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,36,27.0,0.7183115570966039
824886:543760:hits:0.5,2026-08-11,824886,543760,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,50,24.0,0.49320187090087186
824886:573262:hits:0.5,2026-08-11,824886,573262,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,50,25.0,0.5104432502112167
824886:593871:hits:0.5,2026-08-11,824886,593871,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,16,5.0,0.40023785467710704
824886:596019:hits:0.5,2026-08-11,824886,596019,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,38,24.0,0.6218632285271862
824886:620443:hits:0.5,2026-08-11,824886,620443,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,33,14.0,0.4537977685914773
824886:621566:hits:0.5,2026-08-11,824886,621566,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,69,46.0,0.6572169936655917
824886:643289:hits:0.5,2026-08-11,824886,643289,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6923223329833991,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,44,32.0,0.7039559329278955
824886:645277:hits:0.5,2026-08-11,824886,645277,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,61,37.0,0.6029812827862401
824886:660670:hits:0.5,2026-08-11,824886,660670,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,13,9.0,0.6478908815357414
824886:663586:hits:0.5,2026-08-11,824886,663586,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,69,39.0,0.5663079027565009
824886:666182:hits:0.5,2026-08-11,824886,666182,2026-08-11T12:32:46.111257+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6579482898323321,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,45,28.0,0.6152020474009541
824886:671739:hits:0.5,2026-08-11,824886,671739,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,47,34.0,0.7019219729500102
824886:673357:hits:0.5,2026-08-11,824886,673357,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,17,8.0,0.5042283404900227
824886:676724:hits:0.5,2026-08-11,824886,676724,2026-08-11T12:32:46.111257+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,,,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,51,26.0,0.5187408222415351
824886:682626:hits:0.5,2026-08-11,824886,682626,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,46,33.0,0.6964020094861216
824886:686948:hits:0.5,2026-08-11,824886,686948,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,47,28.0,0.5928310638591012
824886:701807:hits:0.5,2026-08-11,824886,701807,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6357429322821878,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,66,48.0,0.7108879528682509
824886:805999:hits:0.5,2026-08-11,824886,805999,2026-08-11T10:31:16.725561+00:00,2026-08-11T19:15:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,65,38.0,0.5836398426335694
824970:622268:hits:0.5,2026-08-11,824970,622268,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,37,19.0,0.5245713002722349
824970:641680:hits:0.5,2026-08-11,824970,641680,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,43,30.0,0.6785433041617758
824970:656775:hits:0.5,2026-08-11,824970,656775,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,48,31.0,0.6358162234330458
824970:666126:hits:0.5,2026-08-11,824970,666126,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4480814601017741,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,32,14.0,0.46514271280626424
824970:670764:hits:0.5,2026-08-11,824970,670764,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,2.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,57,30.0,0.5323955155730856
824970:671732:hits:0.5,2026-08-11,824970,671732,2026-08-11T10:31:16.725561+00:00,2026-08-11T21:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,1.0,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-11/canonical_outcome_reconciliation.csv,0.575713564031321,50,25.0,0.5104432502112167
