source_lineage_grade,game_pk,side,frozen_rows,settled_wagers,wins,losses,voids,supported_nonappearances,book_rule_uncertified,technical_unresolved,stake_at_risk,returned_stake,gross_winning_profit,net_dollars,roi,average_odds
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822737,OVER,13,13,8,5,0,0,0,0,65,0,51.650000000000006,26.65,0.41,112.84615384615384
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822737,UNDER,13,13,5,8,0,0,0,0,65,0,15.752686115744911,-24.24731388425509,-0.37303559821930904,-167.69230769230768
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822738,OVER,13,12,5,7,1,1,0,0,60,5,30.748360655737702,-4.251639344262296,-0.07086065573770493,83.83333333333333
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822738,UNDER,13,12,7,5,1,1,0,0,60,5,24.061162770571247,-0.9388372294287519,-0.015647287157145865,-153.58333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822739,OVER,12,12,3,9,0,0,0,0,60,0,17.285964912280704,-27.714035087719303,-0.4619005847953217,89.08333333333333
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822739,UNDER,12,12,9,3,0,0,0,0,60,0,28.097142256030672,13.097142256030672,0.21828570426717786,-159.83333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822740,OVER,14,11,3,8,3,3,0,0,55,15,17.310344827586206,-22.689655172413794,-0.4125391849529781,77.81818181818181
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822740,UNDER,14,11,8,3,3,3,0,0,55,15,27.750982224847267,12.750982224847267,0.23183604045176848,-131.9090909090909
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822741,OVER,14,13,4,9,1,1,0,0,65,5,27.9,-17.1,-0.2630769230769231,123.15384615384616
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822741,UNDER,14,13,9,4,1,1,0,0,65,5,25.471452555112904,5.471452555112906,0.08417619315558317,-181.69230769230768
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822742,OVER,10,8,1,7,2,1,0,0,40,10,6.6,-28.4,-0.71,129.875
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822742,UNDER,10,8,7,1,2,1,0,0,40,10,20.897806455771036,15.897806455771034,0.3974451613942759,-169.625
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822743,OVER,9,8,5,3,1,1,0,0,40,5,28.515040650406505,13.515040650406505,0.3378760162601626,93.875
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822743,UNDER,9,8,3,5,1,1,0,0,40,5,8.998236437260829,-16.00176356273917,-0.40004408906847927,-155.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822744,OVER,10,10,3,7,0,0,0,0,50,0,21.75,-13.25,-0.265,150.1
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822744,UNDER,10,10,7,3,0,0,0,0,50,0,17.77918532125365,2.7791853212536513,0.05558370642507302,-197.9
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822746,OVER,7,7,3,4,0,0,0,0,35,0,23.150000000000002,3.1499999999999986,0.08999999999999996,148.71428571428572
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822746,UNDER,7,7,4,3,0,0,0,0,35,0,10.647259003255833,-4.352740996744167,-0.12436402847840478,-195.85714285714286
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822781,OVER,10,10,4,6,0,0,0,0,50,0,24.55,-5.449999999999998,-0.10899999999999997,133.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822781,UNDER,10,10,6,4,0,0,0,0,50,0,16.501279707796414,-3.4987202922035867,-0.06997440584407173,-174.7
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822782,OVER,9,8,3,5,1,1,0,0,40,5,19.5,-5.5,-0.1375,141.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822782,UNDER,9,8,5,3,1,1,0,0,40,5,13.046426379320677,-1.953573620679323,-0.048839340516983076,-185.125
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822783,OVER,11,10,3,7,1,1,0,0,50,5,19.75,-15.250000000000002,-0.30500000000000005,134.2
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822783,UNDER,11,10,7,3,1,1,0,0,50,5,20.360904577611265,5.360904577611265,0.10721809155222531,-175.8
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822784,OVER,12,12,3,9,0,0,0,0,60,0,20.15,-24.85,-0.4141666666666667,138.41666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822784,UNDER,12,12,9,3,0,0,0,0,60,0,25.11536147518043,10.115361475180428,0.1685893579196738,-181.58333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822785,OVER,12,10,2,8,2,1,0,0,50,10,13.2,-26.8,-0.536,109.1
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822785,UNDER,12,10,8,2,2,1,0,0,50,10,24.655112070265275,14.655112070265277,0.29310224140530555,-168.7
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822786,OVER,12,11,3,8,1,1,0,0,55,5,23.0,-17.0,-0.3090909090909091,148.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822786,UNDER,12,11,8,3,1,1,0,0,55,5,21.156730227809263,6.156730227809259,0.11194054959653198,-194.72727272727272
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822787,OVER,12,11,7,4,1,1,0,0,55,5,47.900495049504954,27.900495049504947,0.5072817281728172,126.27272727272727
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822787,UNDER,12,11,4,7,1,1,0,0,55,5,9.709247187499052,-25.290752812500948,-0.459831869318199,-190.1818181818182
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822788,OVER,11,11,5,6,0,0,0,0,55,0,33.199999999999996,3.1999999999999993,0.05818181818181817,141.54545454545453
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822788,UNDER,11,11,6,5,0,0,0,0,55,0,15.645113424271056,-9.354886575728942,-0.17008884683143533,-186.0909090909091
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822792,OVER,10,9,4,5,1,1,0,0,45,5,27.8,2.8000000000000007,0.06222222222222224,132.55555555555554
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822792,UNDER,10,9,5,4,1,1,0,0,45,5,15.201359176600466,-4.7986408233995315,-0.10663646274221181,-173.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822793,OVER,12,9,1,8,3,3,0,0,45,15,7.2,-32.8,-0.7288888888888888,140.22222222222223
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822793,UNDER,12,9,8,1,3,3,0,0,45,15,22.512291495154425,17.512291495154425,0.3891620332256539,-184.22222222222223
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822794,OVER,11,8,4,4,2,2,0,1,40,10,30.85,10.85,0.27125,145.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822794,UNDER,11,8,4,4,2,2,0,1,40,10,11.357334120705385,-8.642665879294615,-0.21606664698236538,-190.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822795,OVER,13,12,3,9,1,0,0,0,60,5,19.6,-25.4,-0.4233333333333333,131.41666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822795,UNDER,13,12,9,3,1,0,0,0,60,5,26.59686176221387,11.59686176221387,0.19328102937023114,-172.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822796,OVER,13,12,5,7,1,1,0,0,60,5,31.550495049504953,-3.449504950495048,-0.05749174917491747,117.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822796,UNDER,13,12,7,5,1,1,0,0,60,5,19.69241354801939,-5.30758645198061,-0.08845977419967684,-175.66666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822797,OVER,11,9,4,5,2,2,0,0,45,10,30.299999999999997,5.300000000000001,0.11777777777777779,146.77777777777777
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822797,UNDER,11,9,5,4,2,2,0,0,45,10,13.531841558132083,-6.468158441867918,-0.1437368542637315,-193.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822798,OVER,13,11,3,8,2,2,0,0,55,10,22.1,-17.9,-0.32545454545454544,137.72727272727272
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822798,UNDER,13,11,8,3,2,2,0,0,55,10,23.439686883578332,8.43968688357833,0.1534488524286969,-180.54545454545453
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822799,OVER,14,12,7,5,2,2,0,0,60,10,48.68728813559322,23.68728813559322,0.39478813559322035,117.58333333333333
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822799,UNDER,14,12,5,7,2,2,0,0,60,10,15.31648116534672,-19.683518834653277,-0.3280586472442213,-176.25
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822800,OVER,7,7,2,5,0,0,0,0,35,0,13.55,-11.45,-0.3271428571428571,145.14285714285714
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822800,UNDER,7,7,5,2,0,0,0,0,35,0,13.056448056448055,3.056448056448056,0.08732708732708731,-190.71428571428572
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822814,OVER,12,11,4,7,1,0,0,0,55,5,28.75,-6.250000000000002,-0.11363636363636367,147.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822814,UNDER,12,11,7,4,1,0,0,0,55,5,18.353922476502994,-1.6460775234970049,-0.029928682245400087,-193.54545454545453
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822815,OVER,8,8,1,7,0,0,0,0,40,0,7.05,-27.95,-0.69875,140.25
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822815,UNDER,8,8,7,1,0,0,0,0,40,0,19.258250152295908,14.258250152295908,0.3564562538073977,-183.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822816,OVER,11,10,4,6,1,0,0,0,50,5,27.45,-2.55,-0.051,141.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822816,UNDER,11,10,6,4,1,0,0,0,50,5,16.249802427879082,-3.7501975721209173,-0.07500395144241835,-185.8
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822817,OVER,10,10,7,3,0,0,0,0,50,0,50.45,35.449999999999996,0.709,146.2
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822817,UNDER,10,10,3,7,0,0,0,0,50,0,7.794160174191134,-27.205839825808866,-0.5441167965161773,-192.4
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822819,OVER,12,10,6,4,1,1,0,1,50,5,42.949999999999996,22.949999999999996,0.4589999999999999,142.4
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822819,UNDER,12,10,4,6,1,1,0,1,50,5,10.950651810082707,-19.049348189917293,-0.38098696379834585,-187.2
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822820,OVER,10,10,5,5,0,0,0,0,50,0,34.5,9.5,0.19,146.2
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822820,UNDER,10,10,5,5,0,0,0,0,50,0,12.416131212424954,-12.58386878757505,-0.251677375751501,-192.3
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822822,OVER,8,7,0,7,1,1,0,0,35,5,0,-35.0,-1.0,146.28571428571428
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822822,UNDER,8,7,7,0,1,1,0,0,35,5,18.745272573172677,18.745272573172677,0.5355792163763622,-192.85714285714286
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822868,OVER,11,10,6,4,1,1,0,0,50,5,44.650000000000006,24.650000000000006,0.4930000000000001,139.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822868,UNDER,11,10,4,6,1,1,0,0,50,5,12.395590609572682,-17.604409390427318,-0.35208818780854634,-182.4
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822869,OVER,11,10,3,7,1,1,0,0,50,5,21.65,-13.35,-0.267,140.4
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822869,UNDER,11,10,7,3,1,1,0,0,50,5,19.525102310418685,4.525102310418682,0.09050204620837364,-184.1
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822870,OVER,9,9,4,5,0,0,0,0,45,0,31.9,6.899999999999999,0.1533333333333333,150.44444444444446
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822870,UNDER,9,9,5,4,0,0,0,0,45,0,13.471059821374535,-6.528940178625465,-0.14508755952501035,-197.88888888888889
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822871,OVER,12,12,5,7,0,0,0,0,60,0,35.1,0.10000000000000142,0.0016666666666666904,142.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822871,UNDER,12,12,7,5,0,0,0,0,60,0,18.672285790097852,-6.3277142099021475,-0.10546190349836912,-187.16666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822872,OVER,11,9,4,5,1,1,0,1,45,5,29.4,4.4,0.09777777777777778,140.66666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822872,UNDER,11,9,5,4,1,1,0,1,45,5,14.196536730082736,-5.803463269917263,-0.12896585044260583,-184.44444444444446
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822873,OVER,13,11,2,9,1,1,0,1,55,5,15.25,-29.749999999999996,-0.5409090909090909,138.72727272727272
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822873,UNDER,13,11,9,2,1,1,0,1,55,5,25.763097913556617,15.763097913556617,0.286601780246484,-181.72727272727272
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822874,OVER,8,8,5,3,0,0,0,0,40,0,37.949999999999996,22.949999999999996,0.5737499999999999,139.875
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822874,UNDER,8,8,3,5,0,0,0,0,40,0,9.641710437924157,-15.358289562075843,-0.38395723905189605,-183.625
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822875,OVER,5,5,1,4,0,0,0,0,25,0,4.761904761904762,-15.238095238095237,-0.6095238095238095,74.6
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822875,UNDER,5,5,4,1,0,0,0,0,25,0,12.899087075130186,7.899087075130187,0.3159634830052075,-148.8
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822876,OVER,11,11,5,6,0,0,0,0,55,0,34.81698113207547,4.8169811320754725,0.08758147512864496,126.45454545454545
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822876,UNDER,11,11,6,5,0,0,0,0,55,0,15.612086123796338,-9.387913876203662,-0.17068934320370294,-190.45454545454547
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822877,OVER,5,5,4,1,0,0,0,0,25,0,29.45,24.45,0.978,145.6
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822877,UNDER,5,5,1,4,0,0,0,0,25,0,2.7472527472527473,-17.252747252747252,-0.6901098901098901,-191.4
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822878,OVER,11,11,7,4,0,0,0,0,55,0,47.595454545454544,27.595454545454544,0.5017355371900826,120.54545454545455
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822878,UNDER,11,11,4,7,0,0,0,0,55,0,10.903270567916188,-24.096729432083816,-0.43812235331061483,-182.36363636363637
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822879,OVER,8,7,3,4,1,1,0,0,35,5,18.85,-1.1500000000000004,-0.03285714285714287,128.71428571428572
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822879,UNDER,8,7,4,3,1,1,0,0,35,5,11.772027791049531,-3.22797220895047,-0.09222777739858486,-168.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822880,OVER,6,4,2,2,2,2,0,0,20,10,13.850000000000001,3.8500000000000005,0.19250000000000003,143.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822880,UNDER,6,4,2,2,2,2,0,0,20,10,5.161290322580645,-4.838709677419355,-0.24193548387096775,-188.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822881,OVER,6,6,0,6,0,0,0,0,30,0,0,-30.0,-1.0,156.83333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822881,UNDER,6,6,6,0,0,0,0,0,30,0,14.598208389734369,14.598208389734369,0.486606946324479,-207.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822882,OVER,9,8,2,6,1,1,0,0,40,5,12.95,-17.049999999999997,-0.4262499999999999,136.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822882,UNDER,9,8,6,2,1,1,0,0,40,5,16.74614069995075,6.7461406999507485,0.16865351749876872,-179.375
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822883,OVER,11,11,5,6,0,0,0,0,55,0,36.349999999999994,6.349999999999999,0.11545454545454543,150.63636363636363
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822883,UNDER,11,11,6,5,0,0,0,0,55,0,14.924167991378123,-10.075832008621877,-0.18319694561130684,-198.45454545454547
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822884,OVER,10,10,6,4,0,0,0,0,50,0,40.800000000000004,20.8,0.41600000000000004,142.8
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822884,UNDER,10,10,4,6,0,0,0,0,50,0,10.055426748100574,-19.944573251899428,-0.39889146503798856,-187.8
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822885,OVER,9,9,7,2,0,0,0,0,45,0,47.300000000000004,37.300000000000004,0.828888888888889,136.88888888888889
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822885,UNDER,9,9,2,7,0,0,0,0,45,0,5.357142857142858,-29.642857142857142,-0.6587301587301587,-179.11111111111111
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822886,OVER,8,8,4,4,0,0,0,0,40,0,27.9,7.9,0.1975,145.125
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,822886,UNDER,8,8,4,4,0,0,0,0,40,0,10.163952695615691,-9.836047304384309,-0.24590118260960772,-190.625
