slate_date,game_pk,player_mlb_id,player,team,opponent,scheduled_first_pitch_utc,normal_pipeline_run_tag,cohort_freeze_timestamp,provider_event_id,roster_observation_timestamp,roster_ingestion_run,roster_source_payload,roster_source_sha256,over_odds,under_odds,market_observation_timestamp,market_ingestion_run,market_source_payload,market_source_sha256,membership_decision,membership_reason,source_lineage_grade
2026-07-31,824975,643446,Jeff McNeil,ATH,DET,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,152,-200,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,650402,Gleyber Torres,DET,ATH,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,107,-139,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,663837,Matt Vierling,DET,ATH,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,132,-172,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,666126,Carlos Cortes,ATH,DET,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,167,-222,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,679529,Spencer Torkelson,DET,ATH,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,100,-130,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,680664,Eduardo Valencia,DET,ATH,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,-108,-120,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,682985,Riley Greene,DET,ATH,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,100,-130,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,691016,Tyler Soderstrom,ATH,DET,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,112,-145,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,693307,Dillon Dingler,DET,ATH,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,-118,-110,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,695720,Tommy White,ATH,DET,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,130,-169,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,701678,Hao-Yu Lee,DET,ATH,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,-101,-128,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,701762,Nick Kurtz,ATH,DET,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,-119,-109,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,805779,Jacob Wilson,ATH,DET,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,-103,-125,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-31,824975,805808,Kevin McGonigle,DET,ATH,2026-08-01T01:40:00+00:00,local_daily_20260731T123005Z,2026-07-31T12:30:05+00:00,32710e16b4824b9b77a99c532f78131f,2026-07-31T12:32:29.782659+00:00,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/mlb_predictions_wide_calibrated__local_daily_20260731T123005Z.csv,9118415ce1645fb62e66a552dd8ecedc6c30550db2703450d3d3292c771f05b1,-108,-120,2026-07-31T12:32:10Z,local_daily_20260731T123005Z,backend/mlb/exports/odds_history/2026-07-31/odds_mlb_playerprops__local_daily_20260731T123005Z.json,9f1789d9e4aae796aedf7178a8a8d16c3d09810b8eb52235b6d1c336b40a839c,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,543807,George Springer,TOR,STL,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,139,-182,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,662139,Daulton Varsho,TOR,STL,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,155,-204,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,663457,Lars Nootbaar,STL,TOR,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,161,-213,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,665489,Vladimir Guerrero Jr.,TOR,STL,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,113,-147,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,672386,Alejandro Kirk,TOR,STL,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,146,-192,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,672960,Kazuma Okamoto,TOR,STL,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,136,-179,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,676391,Ernie Clement,TOR,STL,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,112,-145,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,676475,Alec Burleson,STL,TOR,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,115,-149,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,691023,Jordan Walker,STL,TOR,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,124,-161,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,822781,802139,JJ Wetherholt,STL,TOR,2026-08-01T19:07:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,887515990979436aed352a22f6f8fdff,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,134,-175,2026-08-01T12:43:39Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,823109,605137,Josh Bell,MIN,SEA,2026-08-01T20:10:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,2dba5e88d89d78ac32b8892ae2214bb9,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,178,-238,2026-08-01T12:44:16Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,823109,663728,Cal Raleigh,SEA,MIN,2026-08-01T20:10:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,2dba5e88d89d78ac32b8892ae2214bb9,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,174,-233,2026-08-01T12:44:16Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,823109,665019,Kody Clemens,MIN,SEA,2026-08-01T20:10:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,2dba5e88d89d78ac32b8892ae2214bb9,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,144,-189,2026-08-01T12:44:16Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,823109,668227,Randy Arozarena,SEA,MIN,2026-08-01T20:10:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,2dba5e88d89d78ac32b8892ae2214bb9,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,136,-179,2026-08-01T12:44:16Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,823109,668904,Royce Lewis,MIN,SEA,2026-08-01T20:10:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,2dba5e88d89d78ac32b8892ae2214bb9,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,158,-208,2026-08-01T12:44:16Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-08-01,823109,680777,Ryan Jeffers,MIN,SEA,2026-08-01T20:10:00+00:00,local_daily_20260801T124205Z,2026-08-01T12:42:05+00:00,2dba5e88d89d78ac32b8892ae2214bb9,2026-08-01T12:45:29.929224+00:00,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/mlb_predictions_wide_calibrated__local_daily_20260801T124205Z.csv,c31f64243a045b2c3b325317b72f6de38b157e5e6776f69dc95c326e948e03dd,152,-200,2026-08-01T12:44:16Z,local_daily_20260801T124205Z,backend/mlb/exports/odds_history/2026-08-01/odds_mlb_playerprops__local_daily_20260801T124205Z.json,159b01aa6249d00c4bbb49e8060d8b557fe893695abb92919b4fac213bba5003,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
