source_lineage_grade,slate_date,side,frozen_rows,settled_wagers,wins,losses,voids,supported_nonappearances,book_rule_uncertified,technical_unresolved,stake_at_risk,returned_stake,gross_winning_profit,net_dollars,roi,average_odds
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-11,UNDER,53,53,35,18,0,0,0,0,265,0,93.85434099866349,3.8543409986634547,0.014544683013824358,-184.75471698113208
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-12,OVER,153,148,54,94,4,4,0,1,740,20,364.07137276477994,-105.9286272352199,-0.143146793561108,127.00675675675676
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-12,UNDER,153,148,94,54,4,4,0,1,740,20,265.2916740049811,-4.70832599501885,-0.006362602695971419,-181.06756756756758
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-13,OVER,130,121,43,78,9,9,0,0,605,45,292.10049504950496,-97.89950495049506,-0.1618173635545373,128.96694214876032
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-13,UNDER,130,121,78,43,9,9,0,0,605,45,223.06160957864694,8.061609578646902,0.013324974510160167,-178.4793388429752
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-14,OVER,126,117,42,75,9,8,0,0,585,45,297.361691633175,-77.638308366825,-0.13271505703730768,139.05128205128204
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-14,UNDER,126,117,75,42,9,8,0,0,585,45,197.36217997512415,-12.637820024875888,-0.021603111153633996,-192.24786324786325
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-15,OVER,125,119,46,73,4,3,0,2,595,20,290.3839725371588,-74.6160274628412,-0.12540508817284235,102.59663865546219
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-15,UNDER,125,119,73,46,4,3,0,2,595,20,222.0093425865324,-7.990657413467665,-0.013429676325155739,-164.14285714285714
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-16,OVER,183,168,68,100,11,11,0,4,840,55,457.22314425017805,-42.77685574982196,-0.050924828273597574,125.42261904761905
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-16,UNDER,183,168,100,68,11,11,0,4,840,55,278.21077922779887,-61.789220772201105,-0.07355859615738226,-180.86904761904762
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-17,OVER,140,123,49,74,15,15,0,2,615,75,328.4163596155108,-41.583640384489186,-0.06761567542193364,113.57723577235772
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-17,UNDER,140,123,74,49,15,15,0,2,615,75,225.23503238269979,-19.764967617300233,-0.03213815872731745,-170.77235772357724
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-18,OVER,183,171,64,107,11,9,0,1,855,55,425.0236125525287,-109.9763874474713,-0.1286273537397325,121.66666666666667
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-18,UNDER,183,171,107,64,11,9,0,1,855,55,299.6217296370239,-20.37827036297606,-0.023834234342662058,-181.45029239766083
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-19,OVER,172,165,67,98,4,3,0,3,825,20,465.1529460443562,-24.847053955643794,-0.030117641158356113,133.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-19,UNDER,172,165,98,67,4,3,0,3,825,20,269.2377034899183,-65.76229651008163,-0.0797118745576747,-186.01818181818183
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-20,OVER,149,136,58,78,12,11,0,1,680,60,392.21534127815835,2.2153412781583715,0.0032578548208211343,123.78676470588235
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-20,UNDER,149,136,78,58,12,11,0,1,680,60,222.4604746980222,-67.53952530197786,-0.09932283132643803,-178.5808823529412
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-21,OVER,63,62,16,46,1,1,0,0,310,5,116.31190476190478,-113.68809523809523,-0.36673579109062976,141.40322580645162
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-21,UNDER,63,62,46,16,1,1,0,0,310,5,120.23238166179065,40.23238166179066,0.12978187632835697,-194.75806451612902
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-22,OVER,148,139,45,94,7,6,0,2,695,35,314.63595934598214,-155.36404065401788,-0.22354538223599696,130.50359712230215
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-22,UNDER,148,139,94,45,7,6,0,2,695,35,262.6762340130517,37.67623401305175,0.054210408651873015,-184.86330935251797
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-23,OVER,171,153,50,103,18,11,0,0,765,90,336.89865236604004,-178.10134763395968,-0.23281221912935907,132.45751633986927
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-05-23,UNDER,171,153,103,50,18,11,0,0,765,90,277.8624728666522,27.862472866652155,0.036421533159022426,-186.20915032679738
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-19,OVER,144,133,65,68,10,7,0,1,665,50,428.10352875378044,88.10352875378048,0.13248650940418116,115.14285714285714
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-19,UNDER,144,133,68,65,10,7,0,1,665,50,194.74030196769317,-130.25969803230691,-0.1958792451613638,-174.04511278195488
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-20,OVER,162,150,61,89,10,8,0,2,750,50,416.02505858721133,-28.974941412788773,-0.038633255217051694,123.78
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-20,UNDER,162,150,89,61,10,8,0,2,750,50,255.84137789534088,-49.15862210465921,-0.06554482947287894,-178.70666666666668
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-21,OVER,156,149,59,90,6,6,0,1,745,30,389.695739987287,-60.30426001271293,-0.08094531545330595,116.64429530201342
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-21,UNDER,156,149,90,59,6,6,0,1,745,30,257.73028312519546,-37.26971687480456,-0.05002646560376451,-176.6778523489933
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-22,OVER,133,127,41,86,6,6,0,0,635,30,267.55613005204395,-162.44386994795602,-0.25581711802827717,116.04724409448819
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-22,UNDER,133,127,86,41,6,6,0,0,635,30,249.71231128349373,44.71231128349376,0.07041308863542324,-172.77165354330708
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-23,OVER,168,147,61,86,20,19,0,1,735,100,410.10444985176474,-19.89555014823513,-0.02706877571188453,117.23809523809524
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-23,UNDER,168,147,86,61,20,19,0,1,735,100,254.06130844746585,-50.93869155253407,-0.06930434224834567,-173.2517006802721
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-24,OVER,160,151,62,89,8,7,0,1,755,40,414.4928962764157,-30.507103723584322,-0.040406759898787184,125.01986754966887
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-24,UNDER,160,151,89,62,8,7,0,1,755,40,254.92156965308325,-55.07843034691677,-0.0729515633733997,-176.81456953642385
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-25,OVER,110,96,37,59,10,10,0,4,480,50,246.35245583381865,-48.647544166181305,-0.10134905034621106,133.48958333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-25,UNDER,110,96,59,37,10,10,0,4,480,50,160.23802954892255,-24.761970451077406,-0.051587438439744594,-183.57291666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-26,OVER,148,143,54,89,5,5,0,0,715,25,357.5462046703712,-87.45379532962873,-0.1223130004610192,128.36363636363637
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-26,UNDER,148,143,89,54,5,5,0,0,715,25,245.3441998699194,-24.655800130080678,-0.03448363654556738,-179.88111888111888
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-27,OVER,183,170,69,101,10,10,0,3,850,50,479.6825168319867,-25.317483168013062,-0.029785274315309484,134.51764705882354
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-27,UNDER,183,170,101,69,10,10,0,3,850,50,279.52348834934133,-65.47651165065864,-0.07703119017724545,-184.45882352941177
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-28,OVER,170,155,43,112,12,9,0,3,775,60,300.6603448275863,-259.3396551724138,-0.33463181312569523,127.25806451612904
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-28,UNDER,170,155,112,43,12,9,0,3,775,60,326.9297549876661,111.92975498766606,0.14442549030666588,-178.79354838709676
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-29,OVER,167,150,67,83,14,14,0,3,750,70,431.25898801243255,16.258988012432454,0.02167865068324327,104.84
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-29,UNDER,167,150,83,67,14,14,0,3,750,70,255.51547171101427,-79.48452828898574,-0.10597937105198099,-165.28666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-30,OVER,183,163,67,96,19,18,0,1,815,95,416.79386423943834,-63.206135760561644,-0.07755354081050508,98.52760736196319
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-06-30,UNDER,183,163,96,67,19,18,0,1,815,95,287.65064533233164,-47.349354667668436,-0.05809736769039072,-167.24539877300614
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-01,OVER,154,142,58,84,11,9,0,1,710,55,363.73811762623126,-56.26188237376883,-0.07924208785037863,97.03521126760563
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-01,UNDER,154,142,84,58,11,9,0,1,710,55,259.66063552937334,-30.339364470626627,-0.0427314992544037,-161.5281690140845
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-02,OVER,108,103,48,55,5,5,0,0,515,25,321.5376430170084,46.53764301700845,0.09036435537283194,101.9126213592233
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-02,UNDER,108,103,55,48,5,5,0,0,515,25,172.03941400376155,-67.96058599623846,-0.1319623029053174,-165.06796116504853
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-03,OVER,166,158,59,99,8,8,0,0,790,40,357.7537302456819,-137.24626975431812,-0.1737294553852128,103.17721518987342
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-03,UNDER,166,158,99,59,8,8,0,0,790,40,289.7845100434904,-5.2154899565096935,-0.006601886020898346,-167.91139240506328
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-04,OVER,193,177,70,107,16,16,0,0,885,80,419.1160977992229,-115.88390220077719,-0.13094226237375953,100.26553672316385
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-04,UNDER,193,177,107,70,16,16,0,0,885,80,316.3625854248021,-33.6374145751981,-0.0380083780510713,-163.4463276836158
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-05,OVER,183,169,69,100,14,13,0,0,845,70,452.13009460806,-47.86990539194004,-0.056650775611763356,113.94082840236686
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-05,UNDER,183,169,100,69,14,13,0,0,845,70,301.68288048673134,-43.31711951326875,-0.05126286332931213,-167.05917159763314
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-06,OVER,97,94,41,53,3,3,0,0,470,15,269.4420856098044,4.4420856098044155,0.009451245978307267,107.43617021276596
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-06,UNDER,97,94,53,41,3,3,0,0,470,15,160.3703813797128,-44.62961862028727,-0.09495663536231333,-169.48936170212767
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-07,OVER,165,153,45,108,9,8,0,3,765,45,302.6549791051012,-237.3450208948989,-0.31025492927437764,132.83660130718954
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-07,UNDER,165,153,108,45,9,8,0,3,765,45,294.3090809297288,69.3090809297287,0.09060010579049503,-184.90849673202615
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-08,OVER,143,130,41,89,12,11,0,1,650,60,273.2504950495049,-171.74950495049504,-0.26423000761614623,125.77692307692308
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-08,UNDER,143,130,89,41,12,11,0,1,650,60,256.62092071395483,51.620920713954774,0.07941680109839196,-176.94615384615383
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-09,OVER,127,121,45,76,5,4,0,1,605,25,294.26096979332283,-85.73903020667727,-0.141717405300293,118.91735537190083
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-09,UNDER,127,121,76,45,5,4,0,1,605,25,224.86344138079193,-0.13655861920817447,-0.00022571672596392474,-173.20661157024793
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-10,OVER,186,179,73,106,6,5,0,1,895,30,499.36788622082736,-30.63211377917262,-0.03422582545158952,128.72625698324023
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-10,UNDER,186,179,106,73,6,5,0,1,895,30,300.21115792505674,-64.78884207494343,-0.07238976768150104,-180.81564245810057
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-11,OVER,140,134,46,88,5,5,0,1,670,25,299.03617832589384,-140.9638216741061,-0.21039376369269566,116.38059701492537
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-11,UNDER,140,134,88,46,5,5,0,1,670,25,257.66422157137885,27.66422157137888,0.04128988294235654,-174.06716417910448
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-12,OVER,173,165,62,103,8,8,0,0,825,40,415.0216281513453,-99.97837184865469,-0.12118590527109659,130.12727272727273
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-12,UNDER,173,165,103,62,8,8,0,0,825,40,293.27386197338507,-16.726138026614898,-0.02027410669892715,-178.6909090909091
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-19,OVER,182,168,67,101,13,12,0,1,840,65,434.23485852699287,-70.76514147300719,-0.08424421603929427,113.91071428571429
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-19,UNDER,182,168,101,67,13,12,0,1,840,65,287.00901649608255,-47.99098350391752,-0.05713212321894943,-176.60714285714286
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-20,OVER,188,181,76,105,5,5,0,2,905,25,490.5564560448464,-34.44354395515352,-0.03805916459132986,105.66298342541437
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-20,UNDER,188,181,105,76,5,5,0,2,905,25,315.31182648764576,-64.6881735123543,-0.07147864476503238,-169.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-21,OVER,191,178,73,105,12,11,0,1,890,60,482.37440600775335,-42.62559399224649,-0.04789392583398482,122.92696629213484
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-21,UNDER,191,178,105,73,12,11,0,1,890,60,298.97031596889536,-66.02968403110467,-0.07419065621472434,-172.3988764044944
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-22,OVER,210,189,76,113,20,18,0,1,945,100,514.6533248165019,-50.34667518349809,-0.05327690495608264,122.84126984126983
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-22,UNDER,210,189,113,76,20,18,0,1,945,100,324.9248994223921,-55.07510057760791,-0.0582805297117544,-177.46031746031747
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-23,OVER,46,44,14,30,2,1,0,0,220,10,99.14999999999998,-50.85000000000001,-0.23113636363636367,137.0681818181818
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-23,UNDER,46,44,30,14,2,1,0,0,220,10,83.25665500137272,13.256655001372682,0.06025752273351219,-186.13636363636363
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-24,OVER,166,156,57,99,9,8,0,1,780,45,397.1,-97.9,-0.12551282051282053,130.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-24,UNDER,166,156,99,57,9,8,0,1,780,45,283.5564142323849,-1.4435857676152115,-0.0018507509841220661,-181.8846153846154
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-25,OVER,170,163,55,108,7,7,0,0,815,35,386.1499999999998,-153.84999999999997,-0.18877300613496928,138.87116564417178
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-25,UNDER,170,163,108,55,7,7,0,0,815,35,294.23617437577167,19.236174375771526,0.023602667945731935,-187.42331288343559
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-26,OVER,191,178,82,96,12,12,0,1,890,60,541.5397697599524,61.53976975995231,0.06914580871904753,125.80337078651685
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-26,UNDER,191,178,96,82,12,12,0,1,890,60,266.87166190094104,-143.1283380990589,-0.16081835741467293,-177.7921348314607
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-27,OVER,131,125,53,72,6,6,0,0,625,30,360.8729273141686,0.8729273141684359,0.0013966837026694976,121.696
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-27,UNDER,131,125,72,53,6,6,0,0,625,30,208.03585435699054,-56.964145643009445,-0.09114263302881512,-178.592
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-28,OVER,193,184,69,115,9,8,0,0,920,45,457.7271632772349,-117.27283672276498,-0.12747047469865758,124.7336956521739
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-28,UNDER,193,184,115,69,9,8,0,0,920,45,328.8218226874123,-16.178177312587717,-0.017584975339769257,-177.93478260869566
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-29,OVER,151,142,56,86,8,7,0,1,710,40,378.0549995540093,-51.945000445990544,-0.0731619724591416,129.94366197183098
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-29,UNDER,151,142,86,56,8,7,0,1,710,40,242.15961047884468,-37.840389521155245,-0.05329632326923274,-180.50704225352112
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-30,OVER,87,82,26,56,5,4,0,0,410,25,182.87962962962962,-97.12037037037035,-0.2368789521228545,131.52439024390245
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-30,UNDER,87,82,56,26,5,4,0,0,410,25,163.90742185413689,33.907421854136885,0.08270102891252899,-179.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-31,OVER,170,158,59,99,11,10,0,1,790,55,383.5323146404594,-111.46768535954064,-0.1410983358981527,114.57594936708861
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07-31,UNDER,170,158,99,59,11,10,0,1,790,55,285.0839147746696,-9.916085225330402,-0.012552006614342281,-177.09493670886076
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-08-01,OVER,96,91,36,55,5,5,0,0,455,25,244.02938094348517,-30.970619056514806,-0.06806729462970287,123.96703296703296
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-08-01,UNDER,96,91,55,36,5,5,0,0,455,25,156.4206171060668,-23.579382893933193,-0.05182281954710592,-180.0879120879121
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-08-02,OVER,157,132,40,92,25,15,0,0,660,125,272.3657401068069,-187.63425989319302,-0.2842943331715046,122.37878787878788
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-08-02,UNDER,157,132,92,40,25,15,0,0,660,125,258.65776967116096,58.65776967116084,0.08887540859266795,-180.0151515151515
