game_pk,slate_date,source_payload,source_sha256,source_acquisition,official_status
823270,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823270_7047e0fedffdaa1304f2c7272632efc494363af3ffca4cdf8a893432bda1c36f.json,7047e0fedffdaa1304f2c7272632efc494363af3ffca4cdf8a893432bda1c36f,PRESERVED_OFFICIAL_FEED,Final
823272,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823272_cf19094539344ab5a2b6178d4ec656bfa512edae77216a979a4725703696faac.json,cf19094539344ab5a2b6178d4ec656bfa512edae77216a979a4725703696faac,PRESERVED_OFFICIAL_FEED,Final
823351,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f,PRESERVED_OFFICIAL_FEED,Final
823592,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823592_5990811e440d60480a4241bd4d03f211da0f6d0c6d2664a5dc1a80bde1b23d17.json,5990811e440d60480a4241bd4d03f211da0f6d0c6d2664a5dc1a80bde1b23d17,PRESERVED_OFFICIAL_FEED,Final
823593,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823593_97d3c3ad81e531d7ec29142ea0f040a403163fa594edcfb14d364a7085fc85b2.json,97d3c3ad81e531d7ec29142ea0f040a403163fa594edcfb14d364a7085fc85b2,PRESERVED_OFFICIAL_FEED,Final
823594,2026-08-01,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823594_8817d567f18836118c4b214c462d80e91c5a8ae3873b811dbfb541b120409839.json,8817d567f18836118c4b214c462d80e91c5a8ae3873b811dbfb541b120409839,PRESERVED_OFFICIAL_FEED,Final
823595,2026-07-30,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823595_3e1de386a03d441468db74d01fc8fa1230742574b948b30c961f716a4173834e.json,3e1de386a03d441468db74d01fc8fa1230742574b948b30c961f716a4173834e,PRESERVED_OFFICIAL_FEED,Final
823674,2026-07-30,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823674_f3a3bb535840674a960a59b9d5d83bdb27eb799e51d57b8f7cb5da2d5d5208f2.json,f3a3bb535840674a960a59b9d5d83bdb27eb799e51d57b8f7cb5da2d5d5208f2,PRESERVED_OFFICIAL_FEED,Final
823677,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f,PRESERVED_OFFICIAL_FEED,Final
823837,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823837_931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452.json,931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452,PRESERVED_OFFICIAL_FEED,Final
823919,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823919_0c1cca5fe3e8634ddc859fe1d236b543bccd814f1d589e58ca2f4e9ab82607a5.json,0c1cca5fe3e8634ddc859fe1d236b543bccd814f1d589e58ca2f4e9ab82607a5,PRESERVED_OFFICIAL_FEED,Final
823921,2026-07-30,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823921_265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405,PRESERVED_OFFICIAL_FEED,Final
823922,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823922_d41da378186a5cd4e335c154f909cd4dab3c78414afda19c01e90da6148e5fc2.json,d41da378186a5cd4e335c154f909cd4dab3c78414afda19c01e90da6148e5fc2,PRESERVED_OFFICIAL_FEED,Final
823924,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823924_9bfdbca4a9228653a47b0f2bdcb002c7b1c08aaf8c8deb2e50c295889100eb35.json,9bfdbca4a9228653a47b0f2bdcb002c7b1c08aaf8c8deb2e50c295889100eb35,PRESERVED_OFFICIAL_FEED,Final
823996,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823996_66b7572a14be3c53fdb9f90fde555f8836e84f8c83f3acc768a4872dc45937e4.json,66b7572a14be3c53fdb9f90fde555f8836e84f8c83f3acc768a4872dc45937e4,PRESERVED_OFFICIAL_FEED,Final
823999,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823999_1c82ac58a3ce85d3c6be6fdfcc062ed864ea08b48e37d4498fb9c69e96567ff1.json,1c82ac58a3ce85d3c6be6fdfcc062ed864ea08b48e37d4498fb9c69e96567ff1,PRESERVED_OFFICIAL_FEED,Final
824002,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824002_58d6726fc12396eb567395c80f5b91105c54d990f1a91beea31e496f294aa321.json,58d6726fc12396eb567395c80f5b91105c54d990f1a91beea31e496f294aa321,PRESERVED_OFFICIAL_FEED,Final
824162,2026-08-01,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824162_3dd79aebd2f756709f2a7e886f6c8b3fc9982342481847b563542485329822ba.json,3dd79aebd2f756709f2a7e886f6c8b3fc9982342481847b563542485329822ba,PRESERVED_OFFICIAL_FEED,Final
824163,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824163_946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722.json,946eb50cdf4de528f54b386cdfdbd0baaceef27d07241b67adb65684ad07d722,PRESERVED_OFFICIAL_FEED,Final
824164,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824164_00f4bf2117a499d17d1b9054ecff4201295c09aceb9e940ad83fecf8132d365f.json,00f4bf2117a499d17d1b9054ecff4201295c09aceb9e940ad83fecf8132d365f,PRESERVED_OFFICIAL_FEED,Final
824242,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824242_41ab27fce5cb259b2daa1d876076378e9a1beaa75c62e98a4f050abe711b903a.json,41ab27fce5cb259b2daa1d876076378e9a1beaa75c62e98a4f050abe711b903a,PRESERVED_OFFICIAL_FEED,Final
824323,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824323_8037757708f2f5c02c45ce9e849ac87b7194d8381bcb67006dfdd0d9ae297132.json,8037757708f2f5c02c45ce9e849ac87b7194d8381bcb67006dfdd0d9ae297132,PRESERVED_OFFICIAL_FEED,Final
824325,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824325_6c630259b820f3e08d7ac57be84cc3f266c46dcebe4d7c3c06ca2059fca3ef70.json,6c630259b820f3e08d7ac57be84cc3f266c46dcebe4d7c3c06ca2059fca3ef70,PRESERVED_OFFICIAL_FEED,Final
824404,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824404_bf590f432f059ed07741b6a4043deff68e63949978881e4af56fae7ae3aefc83.json,bf590f432f059ed07741b6a4043deff68e63949978881e4af56fae7ae3aefc83,PRESERVED_OFFICIAL_FEED,Final
824405,2026-08-01,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824405_3ae8f1e9456e74e5b2f5f0b15c9bb55049bec86a35ec86ac09cc0c4c66398d02.json,3ae8f1e9456e74e5b2f5f0b15c9bb55049bec86a35ec86ac09cc0c4c66398d02,PRESERVED_OFFICIAL_FEED,Final
824407,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824407_de938a7a1f2b9053d17f9c8fb69b878da9d4777210efa318eae75866b1f46184.json,de938a7a1f2b9053d17f9c8fb69b878da9d4777210efa318eae75866b1f46184,PRESERVED_OFFICIAL_FEED,Final
824483,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824483_798fc0fc9933090546d4f5cd74fefa9122e38bddbb40ad010d3ef396c19dda07.json,798fc0fc9933090546d4f5cd74fefa9122e38bddbb40ad010d3ef396c19dda07,PRESERVED_OFFICIAL_FEED,Final
824485,2026-08-01,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824485_cb69a836fabb5ca9ee9fa972903dd5b42d959d862cf0957a72f502f198a19b64.json,cb69a836fabb5ca9ee9fa972903dd5b42d959d862cf0957a72f502f198a19b64,PRESERVED_OFFICIAL_FEED,Final
824486,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824486_a334a05a51b77772d0820c35c0e6222ec308d0dd114e95bcbea7920a19392392.json,a334a05a51b77772d0820c35c0e6222ec308d0dd114e95bcbea7920a19392392,PRESERVED_OFFICIAL_FEED,Final
824487,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824487_7226ffc514084ef4f54a8a0a25442733e068618f099e42bfbcd54149c0cf5104.json,7226ffc514084ef4f54a8a0a25442733e068618f099e42bfbcd54149c0cf5104,PRESERVED_OFFICIAL_FEED,Final
824488,2026-07-30,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824488_4a2af63b69ffdf1095bcec56e626d24754b6275dadefeb289c0bd4a5b16cf7f0.json,4a2af63b69ffdf1095bcec56e626d24754b6275dadefeb289c0bd4a5b16cf7f0,PRESERVED_OFFICIAL_FEED,Final
824567,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824567_068455ec918398b49cccb03d3178a9f697cdd59034c572e86e055ad3f840d4b6.json,068455ec918398b49cccb03d3178a9f697cdd59034c572e86e055ad3f840d4b6,PRESERVED_OFFICIAL_FEED,Final
824568,2026-07-30,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824568_50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155,PRESERVED_OFFICIAL_FEED,Final
824648,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824648_571f09cd4306c6fa0e295576b3a35b3ccd561d02c6cdda786ce72ea1fd140d37.json,571f09cd4306c6fa0e295576b3a35b3ccd561d02c6cdda786ce72ea1fd140d37,PRESERVED_OFFICIAL_FEED,Final
824649,2026-08-01,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824649_8f117a17cad89fde4be8a0504e58bbcd2219d0e984b9b4006e982c1a256175cc.json,8f117a17cad89fde4be8a0504e58bbcd2219d0e984b9b4006e982c1a256175cc,PRESERVED_OFFICIAL_FEED,Final
824651,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824651_ee120549fed364a009b7f0dd09887ec34bff89ba3e03691cae86a272a5a0336b.json,ee120549fed364a009b7f0dd09887ec34bff89ba3e03691cae86a272a5a0336b,PRESERVED_OFFICIAL_FEED,Final
824807,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,PRESERVED_OFFICIAL_FEED,Completed Early: Rain
824808,2026-08-01,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824808_5bc5c460beeaee179baeac80a96ce8f893d4aee615c0f321d55dd78007c9dd21.json,5bc5c460beeaee179baeac80a96ce8f893d4aee615c0f321d55dd78007c9dd21,PRESERVED_OFFICIAL_FEED,Final
824890,2026-08-01,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824890_db1f00c6d2b344f6df8f5439fab10c929edf73bdc65abd74d4392f5c2f8601e4.json,db1f00c6d2b344f6df8f5439fab10c929edf73bdc65abd74d4392f5c2f8601e4,PRESERVED_OFFICIAL_FEED,Final
824892,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824892_683c80688964d9095e12e092dc7d99bb75ed16923a1cc1d91cec25a84dd88eb8.json,683c80688964d9095e12e092dc7d99bb75ed16923a1cc1d91cec25a84dd88eb8,PRESERVED_OFFICIAL_FEED,Final
824894,2026-07-30,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824894_fe67db3b4489b68a171dadf7f61b52b2bec7e6528e9c2161136c49cddf49b2bb.json,fe67db3b4489b68a171dadf7f61b52b2bec7e6528e9c2161136c49cddf49b2bb,PRESERVED_OFFICIAL_FEED,Final
824971,2026-08-02,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824971_b5bcb6fe08197de68efd42e3fd918b0ac534e190d90718cb4cb8bf2124a1e7d0.json,b5bcb6fe08197de68efd42e3fd918b0ac534e190d90718cb4cb8bf2124a1e7d0,PRESERVED_OFFICIAL_FEED,Final
824972,2026-08-01,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824972_9ee0ec651e35a209b376c47c3624a3f391b53bc802eb0b361049d45958e7b00d.json,9ee0ec651e35a209b376c47c3624a3f391b53bc802eb0b361049d45958e7b00d,PRESERVED_OFFICIAL_FEED,Final
824973,2026-07-29,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824973_6e18f737f842607a9984afb939fe05275ff842c757067e6fcc7f89d628e2e97a.json,6e18f737f842607a9984afb939fe05275ff842c757067e6fcc7f89d628e2e97a,PRESERVED_OFFICIAL_FEED,Final
824975,2026-07-31,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824975_9422d438ca533def7669eda8c70cde815d433fc94277e77c3537f26697578524.json,9422d438ca533def7669eda8c70cde815d433fc94277e77c3537f26697578524,PRESERVED_OFFICIAL_FEED,Final
